business_name,old_website,new_website,match_type
F45 Training Coral Gables,,http://www.f45training.com/coralgables,phone
Ferrer Law PA,https://www.sl-cpa.net/,https://www.ferrerlawpa.com/?npcmp=dir:local:5346373:33166,name
Fine Line Furniture and Accessories,https://fineline.us,https://finelinefurnitureandaccessories.com/,phone
Fingerprint Technologies,,http://www.fingerprints4all.com/,phone
Fiola Miami,,https://www.fiolamiami.com/,name
First Citizens Bank,https://firstcitizens.com,https://locations.firstcitizens.com/fl/coral-gables/250-palermo-avenue,phone
Facial Mania Med Spa - Coral Gables,,https://facialmaniamedspamiami.com/,phone
First United Methodist Church of Coral Gables & The Growing Place School,,http://www.welovecoralgables.org/,phone
FirstBank Florida - Coral Gables,,http://www.1firstbank.com/fl/en,phone
Fine Line Furniture & Accessories,https://fineline.us,https://finelinefurnitureandaccessories.com/,phone
Flatiron Wines & Spirits,,https://nyc.flatiron-wines.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,phone
FlipWash,,https://www.flipwash.com/,name
Florida Academic Dermatology Center,,https://fadcenter.com/,phone
Florida Doctors Group,,https://fdgmso.com/,phone
Flanagan & Bodenheimer Injury and Wrongful Death Law Firm,,http://www.florida-justice.com/?utm_campaign=gmb,phone
Florida Financial Advisors,,https://www.floridafa.com/,phone
Florida Trust and Estate Pro,,https://virginiaperezlaw.com/,phone
Fluid Marketplaces,,https://www.fluidmarketplaces.com/,phone
Flying with Air - Yoga & Dance,,http://www.flyingwithair.com/,phone
Fogo de Chao Coral Gables,https://fogo.com,https://fogodechao.com/location/coral-gables/,phone
Fontaine Retirement Group,https://fontaineretirement.com,http://www.fontaine-retirement.com/,phone
Formula Miami,,http://formulamiami.com/,phone
ForeverPools,,http://www.foreverpools.com/,phone
Foundation of the Americas,,http://www.foundationoftheamericas.org/,phone
Formula One Sports Cars,https://formula-1-sport-cars.ebizautos.com/,http://formulamiami.com/,phone
Frances S Tucker Elementary School,,http://tuckereagles.net/,name
Francesco,https://francescorestaurant.com,https://francesco-restaurant.com/,phone
Freeman's | Hindman,https://hindmanauctions.com,https://freemansauction.com/locations/miami,phone
Frenchies Dinner,http://www.frenchiesdiner.com,http://frenchiesdiner.net/,name
Fresco y Más,,https://www.frescoymas.com/,phone
Friedland | Carmona,,http://www.friedlandcarmona.com/,phone
Fritz and Franz Bierhaus,,http://www.bierhaus.cc/,name
Fundacion Manos del Sur,,http://www.manosdelsur.org/,phone
Fred Astaire Dance Studios,,https://www.fredastaire.com/coral-gables/,phone
Fyzical Therapy and Balance Centers - formerly Physical Therapy Associates PA,https://doctors.umiamihealth.org/provider/Patrick+Elias/728069,https://www.fyzical.com/south-miami-fl,phone
Frost School of Music,https://music.miami.edu,https://www.frost.miami.edu/,phone
G. Fajardo Art Gallery,,http://g-fajardo-art-gallery.jany.io/,phone
Gables Auto Brokers Inc.,,https://www.gablesautobrokers.com/,phone
Gables Construction Group,,https://www.gablesconstructiongroup.com/,phone
Fuel & Foam Detailing,,https://fuelfoamdetailing.com/,phone
Gables Family Dental,,http://www.gablesfamily.com/,phone
Gables Exceptional Smiles,,https://www.gablesexceptionalsmile.com/,phone
Gables iSmile,,https://www.gablesismile.com/,phone
Gables Medical,,http://www.gablesmed.com/,phone
Gables Laundry,,https://gableslaundryandcafe.com/,phone
Gables Neighbors Realty,,http://www.gablesneighbors.com/,phone
"Gables Skin Center | Ana M. Duarte, MD",,http://www.childrensskincenter.com/locations/,phone
Gables Wealth Planning Group of Raymond James,,https://www.raymondjames.com/gableswealthplanninggroup,phone
Gables Sedation and Family Dentistry,,https://www.gsdsmile.com/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=Website_URL,phone
Gables Nails Salon,,http://gablesnailsonponce.com/,phone
"Gamechangers Consulting, LLC",https://sergiotigera.com,https://gamechangersconsulting.com/,phone
GD Construction LLC,,https://instagram.com/gdconstructionllc?igshid=YTY2NzY3YTc=,phone
Gema Menendez  Keyes Co.,https://gemamenendez.keyes.com,http://elizabethmolina.keyes.com/,phone
General Dry Cleaners,,https://www.kendallcoupons.com/coupon/nk-general-dry-cleaning-bird-rd/?utm_source=google&utm_medium=gbp&utm_campaign=nk_general_cleaner_bird_rd,phone
Gables Smile Studio,,http://gablessmilestudio.com/,phone
Gaebe Mullen Antonelli & DiMatteo,,http://www.gaebemullen.com/,phone
Geeks on Site,,http://www.geeksonsite.com/,phone
Genesis Wealth Management Inc.,,http://www.genesiswealthmanagement.com/,phone
Generation Church,,http://www.mygeneration.cc/,name
gFour Marketing,,https://www.gfourmarketing.com/,phone
Ghantous Ibrahim,,https://rymap.org/business/ghantous-ibrahim-hraf77,phone
German Car Care,,http://www.germancarcare.net/,phone
Giralda Cleaners Inc,,http://www.giraldacleaners.com/,phone
GLADiiUM Technology Partners,https://gladiium.ua/,https://gladiium.com/,phone
Global Ties Miami,,http://www.globaltiesmiami.org/,phone
Global Foundation for Democracy and Development,,https://gfddfl.org/,phone
Golden Asian Massage & Spa,,https://orientalmassagemiami.com/,phone
GoldenTrust Insurance Coral Gables,,https://coralgables.goldentrust.com/,phone
Golden Sands General Contractors,,http://www.goldensandsgc.com/,phone
Gnarly Vines,,http://www.gnarlyvines.com/,phone
Goodyear Auto Service,,https://www.goodyear.com/en-us/goodyearautoservice,phone
Gowanus Wine Studio & Tasting Table,,http://gowanuswinestudio.com/,phone
GLOSS Nail Bar/GLOSS Naturals - Coral Gables,,http://www.glossnaturals.com/,phone
Glow Pilates Reformer,,https://glowpilatesreformer.com/,phone
Granada Church,,http://granadachurch.com/?utm_source=google&utm_medium=gmb,phone
Gravitate Wellspace,,https://www.gravitatewellspace.com/,phone
Grind Hard Barbershop,,http://grindhardbarbershop.booksy.com/a/,phone
Grove Cleaners,,http://www.grovecleaners.com/,phone
Grove Liquors,https://www.milamsmarkets.com/locations/,https://milams.instacart.com/store/grove-liquors/storefront,phone
Groovys Pizza & Grill,https://www.groovyspizzaandgrill.com/,https://groovyspizzagrill.getsauce.com/,name
Gomez Law - Coral Gables HOA Lawyers & Real Estate Attorneys,,https://www.gomezlaw.com/estate-planning/,phone
Gus Cisneros - State Farm Insurance Agent,,https://www.guscisneros.com/?cmpid=PU1O_blm_0001,phone
Gusto Casero By MDQ Sweets,,https://www.gustocaserobymdq.com/,phone
Hair Color by Rosa,,https://www.haircolorbyrosa.com/,phone
Hair Cuttery,https://www.supercuts.com/locations/nearme/haircut/fl/coral-gables/2309-ponce-de-leon-blvd/82779,http://locations.haircuttery.com/md/nottingham/5207-campbell-blvd.html?y_source=1_Mzc3MDI0NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ==,name
Hamed Rodriguez Architects Inc,,http://www.hamedrodriguez.com/,phone
HandsOn South Florida (Miami),,http://www.handsonsouthflorida.org/,phone
H&CO | Coral Gables,,http://www.hco.com/,phone
Hazen & Sawyer,,https://www.hazenandsawyer.com/,phone
Health Care Center of Little Havana,https://healthcarecenters.info,https://healthcarecenterfl.com/,name
Hells Kitchen wines & spirits (Formerly known as 54 wines & spirits),,https://hellskitchenwine.com/,phone
Havana Harry's,,https://www.havanaharrys.com/,phone
Henry S West Laboratory Elementary School,,https://www.westlabschool.org/,name
Hevia Cosmetic Dermatology,,http://www.oscarheviamd.com/,phone
Heyday Marketing,,https://heydaymarketing.com/,phone
Hidy Homes Team - Keller Williams Miami - Kathy Hidy,,https://www.hidyhomes.com/,phone
HIGGS HUB,https://rosellapapale.com,http://www.higgs-hub.com/,phone
Hilton Gomes MD,,https://miamedicine.com/,phone
"Hinkle Design Studio, LLC.",,http://www.hinkle.design/,phone
Holistic Health and Wellness by Dr. David Cohen,,https://drcholistichealth.com/,name
HKS | Architects & Designers,,https://www.hksinc.com/our-offices/miami/,phone
Hidalgo Construction,,https://www.hidalgoconstruction.com/,phone
Hot Heads Barber Shop,,http://www.facebook.com/hotheadsmiami,phone
"Hotel Arya, BW Premier Collection",https://www.hotelaryacg.com/,https://www.bestwestern.com/en_US/book/hotels-in-miami/hotel-arya-bw-premier-collection/propertyCode.10417.html,phone
Hotel Colonnade Coral Gables,https://hotelcolonnade.com,https://www.marriott.com/en-us/hotels/miaao-hotel-colonnade-coral-gables-autograph-collection/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,phone
"Hotel Colonnade Coral Gables, Autograph Collection",,https://www.marriott.com/en-us/hotels/miaao-hotel-colonnade-coral-gables-autograph-collection/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,phone
Humboldt International University,https://hiuniversity.com,https://hiuniversity.edu/,phone
IBM,,https://www.ibm.com/us-en/,name
"iCare Chiropractic, P.A.",,https://www.icarechiro.com/,phone
IBIS Studio // Digital Marketing Agency,,http://ibisstudio.com/?y_source=1_MTI2MTY2Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,phone
Hilton Miami Airport Blue Lagoon,,https://www.hilton.com/en/hotels/miaahhh-hilton-miami-airport-blue-lagoon/?SEO_id=GMB-AMER-HH-MIAAHHH,phone
Icon Nails Spa,,https://iconnailscg.com/,phone
Hyatt Regency Coral Gables,https://coralgables.hyatt.com,https://www.hyatt.com/hyatt-regency/en-US/coral-hyatt-regency-coral-gables?src=corp_lclb_google_seo_coral&utm_source=google&utm_medium=organic&utm_campaign=lmr,phone
Ichimi,,https://ichimiramenbar.com/?utm_source=google,name
Ignite Fit Training,,https://ignitefittraining.com/,phone
Ileana Cabrera-Rodriguez - State Farm Insurance Agent,,http://www.ileanainsurance.com/?cmpid=cyzb_blm_0001,phone
IMO Cosmetic Dermatology,,https://www.imoglow.com/,phone
IncSight,,http://www.incsight.net/,phone
In Fashion by Vera,,http://www.infashionbyvera.com/,phone
Ingelmo Associates PA,,http://ingelmo.biz/,phone
Instamarket,http://www.milamsmarkets.com/,https://dineoncampus.com/miami,name+zip
International Opticians,,http://www.internationalopticians.com/,phone
International Studies Preparatory Academy (ISPA),https://internationalstudiesprep.net,http://ispa.dadeschools.net/,phone
Isabella Ladera Salón,,https://www.instagram.com/isabellaladera_salon?igsh=ajd3bW1mZHJydnY1&utm_source=qr,phone
IT of United States - Managed IT Services & Support South Miami / Coral Gables Office,,https://itofus.com/,phone
Interseckt Corporation,,https://www.interseckt.com/,phone
Immerz Water Damage,,https://immerzwaterdamage.com/locations/coral-gables,phone
Italian Eyewear Inc,,http://www.italianeyewearmiami.com/,phone
Jackson Medical Group - Coral Gables,https://jacksonhealth.org,https://medicalgroup.jacksonhealth.org/locations/jackson-medical-group-coral-gables/,phone
"Javier Alonso, MD Dermatology",,https://coralgablesdermatology.com/,phone
Jar of Hearts Inc.,https://jarofheartsfoundation.org,https://www.jarofhearts.org/,phone
"JCM Corporate CPA, P.A.",,https://jcmcorporate.com/,phone
JDCutzzzz,,https://jdcutzz.booksy.com/a/,phone
Jackson Health Foundation,https://jacksonhealthfoundation.org,https://jacksonhealth.org/locations/jackson-memorial-hospital/,name
Izakaya,,https://sushinizakaya.com/,phone
Jerry Herman Ring Theatre,https://ring-theatre.as.miami.edu/index.html,http://www.as.miami.edu/ringtheatre/,phone
"Jenny P. Caceres, DC. Coral Gables Family Chiropractic",,http://coralgableschiro.com/,phone
Jaguar Coral Gables,,https://www.jaguarcoralgables.com/,phone
Jensen Hughes,,https://www.jensenhughes.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,phone
Jives Media,,https://www.jivesmedia.com/digital-marketing-agency-in-miami/,phone
John Martin's Irish Pub & Restaurant,,https://johnmartinsmiami.com/,phone
"John William Uribe, MD",,https://baptisthealth.net/doctors/John-William-Uribe/868112?utm_source=yext&utm_medium=google&utm_campaign=listing&y_source=1_MTIyMDgzMDUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,phone
Johnny Was,,https://www.johnnywas.com/store/coral-gables/38-1022,phone
Jolly Good Marketing,,http://www.jollygoodmarketing.com/,phone
Jose Marti School,,https://josemartischool.com/,name
Junior League of Miami,,http://www.jlmiami.org/,phone
Junior Achievement of Greater Miami,https://miami.ja.org,http://www.jamiami.org/,phone
Junior Orange Bowl,https://jrorangebowl.org,http://juniororangebowl.org/,phone
Juneau Construction Company,,http://www.juneaucc.com/,phone
JZ helps (a Florida injury law firm),,https://www.justinziegler.net/,phone
"Katerina Bucciarelli, Coral Gables Real Estate Broker, Innovatio Realty Group Miami Florida",,https://innovatiore.com/,phone
"Kathryn Pineyro, LCSW",,http://www.kathrynpineyro.com/,phone
Kavachnina Gallery,,http://www.kavachnina.com/,phone
KB Electronics,,https://acim.nidec.com/drives/kbelectronics,phone
kabookaboo,,http://www.kabookaboo.com/,phone
Keller Williams Capital Realty,,http://coralgables.yourkwoffice.com/,phone
Kettal,,https://www.kettal.com/,phone
Key Transportation,https://keytransportation.com,https://key-transportation.com/,name
Kerdyk Real Estate,,http://www.kerdyk.com/,phone
Kiddie Country Club,,https://coralgablescountryclub.com/,name+zip
Kings Christian School,,http://www.kcsmiami.com/,name
Kindred Hospital - South Florida - Coral Gables,https://www.khcoralgables.com,https://www.kindredhospitals.com/locations/florida/south-florida-coral-gables,name
Kimley-Horn,,http://www.kimley-horn.com/,phone
Keller Williams Realty: Grace Izquierdo,,http://www.homesbygrace.com/,phone
"KSDT, CPA",https://ksdtcpa.com,http://www.ksdt.com/,name
Kukic Advertising,,http://kukicadvertising.com/,phone
"Kurzban,Kurzban,Weinger,Tetzeli and Pratt",https://www.kkwtlaw.com/,https://www.kktplaw.com/?npcmp=dir:local:1575323:33134,phone
La Casita Cuban Cuisine,,https://lacasitacubancuisine.com/,name
La Casita Restaurant,http://lacasitamiami.com/,https://lacasitacubancuisine.com/,phone
La Elegante Cleaners,,https://www.instagram.com/laelegante_cleaners/?hl=en,phone
La Boulangerie Boul'Mich,,https://www.laboulangerieusa.com/,phone
La Industria Bakery & Cafe,,https://www.laindustriabakery.com/,phone
La Jamoteca Coral Gables,,http://www.lajamoteca.com/,phone
La Roca Miami,,https://www.larocacc.com/miami/,phone
Ladin Tax & Financial Group - Coral Gables & Miami Financial Advisors,,http://www.ladintax.com/,phone
Lambda Software,,http://lssdevs.com/,phone
Lamour spa fl,,https://lamourspafl.com/?contact_posted=true#ContactForm-AcDc2d2N4VDc4MUxpc__contact_form_3BFzBK,phone
Land Rover Coral Gables,,https://www.landrovercoralgables.com/,phone
Lakeside Expo Center,,https://events.miami.edu/lakeside_expo_center_17,name
Lansight Technology,,http://www.lansight.com/,phone
Landmark Wine & Spirits + Minoru's Sake Shop,,http://www.wineon23.com/,phone
LaSalle Dry Cleaners,,http://www.lasalledrycleaners.com/,phone
Larkin Community Hospital,http://www.larkinhospital.com/site/,https://larkinhealth.com/en/,phone
Lauren's Face the Day,,http://www.laurensfacetheday.com/,phone
La Taberna Giralda,,http://www.giralda254.com/,phone
"Le Parc-Bonjour, Café Bistro",,https://leparccafe.com/,phone
Le Petit Spa Corp. - Coral Gables,,http://www.lepetiteyouthspa.com/,phone
LensCrafters,https://lenscrafters.com,https://local.lenscrafters.com/fl/coral-gables/358-san-lorenzo-avenue.html?cid=yext_E896&y_source=1_MTc0MzI4MzYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,phone
Let's prototype,,https://letsprototype.com/en,phone
Leica Store Miami,,http://www.leicastoremiami.com/,phone
Liberty Elevator Corporation,https://libertyelevator.com,https://florida.libertyelevator.com/en/locations/Coral-Gables/,phone
Life Spa Coral Gables,,http://www.lifespaonline.com/,phone
LifeQuote,,https://lifequote.com/,phone
Lightrail Yoga,,http://www.lightrailyoga.com/,phone
Lincoln Marti Schools,,http://www.lincoln-marti.com/,name
"LifeClinic Chiropractic & Rehabilitation - Coral Gables, FL",,https://lifeclinic.lifetime.life/locations/fl/coral-gables.html,phone
Liks Beauty and Wellness Spa- Facial and Body Contouring,,https://www.liksbeautymiami.com/,phone
Lincoln-Marti School,,http://www.lincoln-marti.com/,name+zip
Lighthouse Internet Media,https://lighthousemedia.com,https://lighthouseinternetmedia.com/,phone
LITTLE HAVANA GIFT SHOP,,https://littlehavanagiftshop.com/,phone
Locust Projects,,http://www.locustprojects.org/,phone
Lokal Burgers and Beer,https://www.lokalmiami.com/,https://www.kushhospitality.com/lokal,phone
"Loree Shrager, PhD",,https://www.drloreephd.com/,phone
Lovesac,,http://www.lovesac.com/,phone
Lizmellobeauty,,http://lizmellobeauty.glossgenius.com/,phone
"Lowell International Realty, LLC",https://lowellinternationalrealty.com,https://thelanigroup.com/,phone
Lowe Art Museum,https://lowemuseum.org,https://www.lowe.miami.edu/,phone
Lucerne Bakery,,https://www.lucernebakery.com/,phone
Loly Spa Miami,,https://www.lolyspa.com/,phone
Ludlam Elementary School,,https://ludlamelementary.net/,name
Lucky Concrete Coral Gables,,https://luckysconcretecoralgables.com/,phone
"Lux Lifestyle Chiropractic || Dr. Brittany Holliday, DC",,https://www.luxlifestylechiropractic.com/,phone
LUXE Properties,,http://liveluxehomes.com/,phone
M C Auto Tech,,http://www.facebook.com/DrGasket,phone
Madewell,,https://stores.madewell.com/us/fl/coral-gables/350-san-lorenzo-avenue,name
Mack Cycle and Fitness,https://www.mackcycleandfitness.com/,https://www.mackcycle.com/,phone
MaidelinGC,https://maidelingc.com/,https://hairbymaidelingc.square.site/,phone
Madruga Bakery,,https://madrugaorders.square.site/,phone
Maison Berger USA Inc.,https://maisonberger.com,https://maison-berger.com/,name
Madison Construction Group Inc.,,http://www.madisongc.com/,phone
Majestic Portuguese Bakehouse,,http://www.majesticbakehouse.com/,phone
MANIPEDI Boutique,,https://manipediboutique.com/,phone
MAR Engineers,https://stores.truevalue.com/fl/miami/4017,https://marengineers.com/,phone
Mandler Physical Therapy,,https://www.mandlerpt.com/,phone
Marca Hispanic,,https://marcamiami.com/,phone
ManKind Grooming & Services,,https://mankindformen.com/coral-gables/,phone
Marbleon,,https://marbleon.space/,name
"Maria Elena Kendall, MD",,http://www.dermbarmd.com/,phone
Margarita Borda,,http://margaritaborda.com/,phone
Mariner,,https://www.marinerwealthadvisors.com/,phone
Mariposa,,https://stores.neimanmarcus.com/restaurants/Coral%20Gables/FL/1034-R-1/Mariposa?storeId=34/CG,phone
ManCave for Men - The Plaza Coral Gables,,http://mancaveformen.com/,phone
Martha Viera MD,,https://www.vieramarthamd.com/?utm_source=gmb_auth,phone
Mano Libera - Marco Giugliano,,https://www.manoliberamiami.com/,phone
"Maruja Gil PA, Realtor",,https://marujagilproperties.com/,phone
MasMed Rehab,,http://masmedrehab.com/,phone
Mat & Maternity,,https://www.matandmaternity.com/google,phone
Masterpiece Barbers Barbershop,,https://masterpiece-barbers.square.site/,phone
Mathnasium,,https://www.mathnasium.com/math-centers/dadeland?utm_source=Google+&utm_medium=Listing&utm_campaign=Google+Business+Profile,name
Max Appliance Repair Miami,,https://www.maxappliancerepairmiami.com/,phone
"Maxwell Engineers, Inc.",,https://maxwellengineers.com/,phone
MD Senior Placement,https://mdseniorplacement.org,http://www.floridaseniorplacement.net/,name
Mega Luxe Homes,,https://www.megaluxehomes.com/contact/,phone
Mellig Group - Wealth Advisors,,http://www.mellig.us/,phone
Meira Wealth,,http://www.meirawealth.com/,phone
Merrick Dental Coral Gables,,http://www.merrickdentalcoralgables.com/,phone
Mayors,,https://www.mayors.com/?utm_source=yext&utm_medium=google&utm_campaign=storelisting&utm_content=4150,phone
MEP World Group,,http://mepworldgroup.com/,phone
Media Global Group,,http://www.mggmedia.com/,phone
MesaMar Seafood Table,,https://mesamar.com/,phone
Mi Nail Bar Coral Gables,,https://minailbarmiraclemile.com/,phone
MIAM CAFE - CORAL GABLES,,http://www.miamcafe.com/,phone
Miami Association of Realtors,https://miamire.com,http://miamirealtors.com/,phone
Merrill Lynch Wealth Management,,https://advisor.ml.com/sites/fl/coral-gables,name
Miami Accident Clinic,http://www.themiamiaccidentclinic.com,https://iconmedicalcenters.com/miami/,name
Miami 24/7 Plumbing - Miami Emergency Plumbers,,https://www.miami247plumbing.com/,phone
Miami Auto Collection Inc,,https://www.305autocollection.com/,phone
Miami Chiropractic,,https://miamichiropractic.us/,phone
"Miami Environmental & Civil Engineering, LLC",,http://mec-e.com/,phone
Miami Fair Trade,,https://gablesucc.org/miami-fair-trade-marketplace/,phone
Miami Lighthouse for the Blind and Visually Impaired,https://miamilighthouse.org,http://miamilighthouse.com/,name
Miami New Times,https://voicemediagroup.com,https://www.miaminewtimes.com/,name
Miami Old School Barbershop - Coral Gables,,https://miami-old-school-barbershop---coral-gables.square.site/,phone
"Miami Physical Therapy Associates, Inc.",,http://www.miamipta.com/,phone
Miami Royal Ballet Dance School,,https://www.miamiroyalballet.com/,phone
Miami Spine & Posture Clinic,https://www.miamiposture.com/,http://www.miamipostures.com/,phone
MiamiDade County Aviation Department,https://miami-airport.com,http://www.miamidade.gov/,name
Miami International Dance Academy,,http://www.miaminternationaldanceacademy.com/,phone
MICHELLE a creative agency,,http://www.michelleagency.com/,phone
Micocos,,http://micocoselbuencafe.com/,phone
Millesima USA Wine Store New York,,https://www.millesima-usa.com/,phone
Miami's Quality Auto Repair,,http://qualityautorepairfl.com/?utm_campaign=gmb,phone
Ministerio Manases,,https://www.manases.org/,phone
Minty Fresh Miami: Dental & Orthodontics,,https://mintyfreshmiami.com/,phone
Mint Wellness Center,,http://www.mintwellness.center/,phone
Minuteman Press,https://coralgables.minutemanpress.com,https://minuteman.com/us/locations/fl/coral-gables/,phone
Miracle Marketplace,,https://www.miracle-marketplace.com/,phone
Milam's Market- Coral Gables (East),,http://www.milamsmarkets.com/,phone
Miracle Smile Dentistry - Dr. Anna Aller,,https://miracle-smile.com/,phone
Mobil,https://www.exxon.com/en/find-station/200316004,https://www.exxonmobilfuels.com/en/find-gas-station/200316004,phone
Moises|Gross,,https://moisesgross.com/?utm_source=GMB&utm_medium=Organic,phone
Monalisa Pizzeria Italian Restaurant,https://monalisapizzeria.menufy.com,https://monalisapizza.com/,phone
Monkey Furniture Store,,https://www.instagram.com/lussofurniture__,phone
Monty's Coconut Grove,,https://www.montysrawbar.com/,phone
Mood Wellness Spa,,https://moodspa.us/,phone
Morgan Stanley Financial Advisors,,https://advisor.morganstanley.com/coral-gables-branch-2361797?y_source=1_MjM2MTc5Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,phone
Morgan Horton Law,https://cmorganlaw.net,https://morganhortonlaw.com/,phone
Mister Sparky,,https://miamimistersparky.com/?utm_source=GBP&utm_medium=organic&utm_campaign=miamigbp,phone
Mr Jeff Cleaners,,https://www.jeffcleaners.com/,phone
My Time Nail Bar,,http://www.mytimenailbar.com/,phone
Nails & Pearls Spa,,http://blondebarbershop.co/,phone
Nailsart by Karla,,https://book.squareup.com/appointments/xvbwks1l32sui1/location/LAG3YCHV9QRHZ/services?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAdGRleASGmE5leHRuA2FlbQIxMQBzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadqxrkUbrOwPL-zXbQNScs6isQyFqPVeqdAehYj1sM8NrHuDJbhxcnGymen8Q_aem_SikOoLmYX_5GWOAScP77gQ,name
Nails by Yc,,https://www.nailsbyyc.net/,phone
MyFloridaMSP LLC,,https://myfloridamsp.com/,phone
Natal Counseling,https://www.anasacounseling.com/,http://www.natalcounseling.com/,phone
N0vanailzz,,https://n0vanailzz.glossgenius.com/,name
Neat Waxing,,https://theneatwaxing.com/,phone
Neiman Marcus,,https://stores.neimanmarcus.com/stores/coralgables/fl/coralgables/1034,phone
National Shrine of Our Lady of Charity,,https://ermita.org/,phone
NetsMiami Digital Marketing,,https://www.netsmiami.com/,phone
Neoklasik Modern Artisan Bakery,,http://www.neoklasikmiami.com/,phone
neuelane,,https://neuelane.com/,phone
Neighborhood Tennis,https://ntennismiami.com/,https://ntcoralgables.com/,phone
New Day Chiropractic Clinic,,http://newdayclinic.com/,phone
nexogy,,http://www.nexogy.com/,phone
Nichols Architects,,https://www.nicholsarch.com/,phone
Nicest Barbers Barbershop,,http://nicestbarbers.com/,phone
Nicole Valdes Ph.D. & Associates P.A.,,https://nicolevaldesphd.com/,phone
Northwestern Mutual  Coral Gables,https://coralgables.nm.com,https://www.northwesternmutual.com/office/fl/coral-gables/20691908/,phone
Northern Trust,https://ntrs.com,https://www.northerntrust.com/about-us/locations/us/fl/coral-gables-595-biltmore-way,name
NR CPAs and Business Advisors,https://nrcpas.com,http://www.rc.cpa/,name
Novotel Miami Brickell,https://novotelmiami.com,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=B4Z0&merchantid=seo-maps-US-B4Z0&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,name
No Boundaries Sport,,https://www.noboundariessport.com/,phone
OBMI Architecture & Interior Design Firm,,http://www.obmi.com/,phone
Obe Power Charging Station,,https://obepower.com/,phone
Ocean Auto Club,,https://www.oceanautoclub.com/?utm_source=GMB%20CG&utm_medium=organic,phone
NOMA Beach at Redfish,https://nomabeach.com,https://noma-beach.com/,name
Oasis Chiropractic Center,,https://coralwaychiropracticcenter.com/,name
Oceanside Construction & Remodeling,,http://www.oceansidecr.com/,phone
Oh Mary Nails,,https://www.ohmarynails.com/,phone
One Stop Construction,,http://www.onestopconstruction.com/,phone
One Stop Dry Cleaning,,http://www.onestopdrycleaning.com/,phone
Organity,https://organity.at,http://vanitypointwellness.com/,phone
Odebrecht,,http://www.odebrechtusa.com/contact/addresses-and-phone-numbers,phone
Origin Physical Therapy,,https://www.theoriginway.com/florida/miami-coral-gables,phone
Orion Merchant Solutions / Petro Solutions,https://omsps.com,http://orionmerchantsolutions.com/,phone
Ossobuco Coconut Grove,,http://ossobuco.miami/,phone
Our Lady of Lourdes Academy,,http://www.olla.org/,name
Onyx Ink,https://onyxink.com,https://onyx-ink.com/pages/coral-gables,phone
Our Lady of Sorrows Catholic Church,,http://www.olsmiami.org/,phone
Oxxo Care Cleaners Merrick Park,,https://oxxousa.com/locations/florida/merrick-park/,phone
Outsmart Labs,,https://outsmartlabs.com/?utm_source=GMB&utm_medium=Organic,phone
Oxxo Care Cleaners Coral Gables,,http://www.oxxousa.com/,phone
Origen,,http://www.shop-origen.com/,name
P.Pole Pizza Coral Gables,,https://ppolepizza.com/,name
Pacific54,,https://www.pacific54.com/,phone
Page Chiropractic Life Center,,https://www.pagechiropractic.com/?UTM_source=GBL,phone
Pamela I. Perry PA,,http://www.pamperrylaw.com/,phone
Panera Bread,https://locations.panerabread.com/fl/coral-gables/137-miracle-mile.html,https://www.panerabread.com/en-us/cafe/locations/fl/coral-gables/137-miracle-mile?utm_medium=local&utm_source=google&utm_campaign=dpm-dist&utm_term=601425&utm_content=main,phone
Pandora Jewelry,,https://stores.pandora.net/en-us/fl/coralgables/pandora-jewelry-us896cc056.html?utm_source=google&utm_medium=listing&utm_content=us896cc056&utm_campaign=FL&utm_keyword=Coral%20Gables,name
Panorama Restaurant & Sky Lounge,https://www.sonesta.com/CoconutGrove/index.cfm?fa=restaurant1.home,http://www.hotelarya.com/,phone
Paolo Fontanot Bakery & Cafe,,https://paolofontanot.com/,phone
Parajon Animal Clinic,https://www.facebook.com/Parajon-Animal-Clinic-452648924756303/,https://rymaps.xyz/business/parajon-animal-clinic-523uik,phone
Parameter,,https://parameterllc.com/,phone
Pasion del Cielo,,https://www.pasiondelcielocoffee.com/,name
Patio & Things,,http://patio-n-things.com/#google+,phone
Pastor at Pascal,,https://pastoratpascal.net/,name
Pasion del Cielo Coffee,,https://www.pasiondelcielocoffee.com/,phone
"Pawn Jewelry - Coral Gables, Miami",https://www.susanblakejewelry.com/,https://pawnjewelry.com/fl/miami/pawn-jewelry/?utm_source=GBP&utm_medium=GBPh&utm_campaign=Miami,phone
