business_id,business_name,phone,website,address,neighborhood_area,category_primary,rating_primary_value,chamber_member,website_verified
cremagourmet,Crema Gourmet,(786) 360-4026,https://www.cremagourmet.com/,,Miracle Mile,food_beverage,4.2,N,verified
crema_gourmet_espresso_bar,Crema Gourmet Espresso Bar,(786) 360-4026,https://www.cremagourmet.com/,"169 Miracle Mile, Coral Gables, FL",Coral Gables,food_beverage,4.2,Y,verified
cricket_wireless,Cricket Wireless,(786) 580-3102,https://www.cricketwireless.com/stores/fl/coral-gables/4823-sw-8th-st-spc-no4823?utm_source=Google&utm_medium=Organic_Search&utm_campaign=Yext_Listings,"4823 SW 8th St Spc NO4823, Coral Gables, FL 33134",Coral Gables,retail,4.8,N,verified
crown,Crown,(786) 621-9463,https://crownwineandspirits.com/,5749 Southwest 40th Street,Bird Road Corridor,retail,4.7,N,verified
crownwinespirits,Crown Wine & Spirits,(786) 621-9463,https://crownwineandspirits.com/,,Sunset / South Gables,food_beverage,4.7,N,verified
crystal_academy_therapy_center,Crystal Academy Therapy Center,,,,Coral Gables,healthcare,,N,
crystal_academy_therapy_center_school_autism_developmental_d,Crystal Academy Therapy Center & School  Autism & Developmental Delays,(305) 567-5881,https://crystalacademy.org/,,Coral Gables,education,,Y,verified
cuban_museum,Cuban Museum,(305) 529-5400,http://thecuban.org/,"1200 Coral Wy, Miami, FL 33145",Ponce de Leon Corridor,arts_culture,4.8,N,verified
cucina_fresca,Cucina Fresca,,https://dineoncampus.com/miami/locations/cucina-fresca,1306 Stanford Drive,University of Miami Area,food_beverage,,N,verified
cuetoengineering,Cueto Engineering,,http://www.cuetoengineering.com/,,Ponce de Leon Corridor,professional_services,4.8,N,verified
cueto_law_group,Cueto Law Group,(786) 882-5710,https://cuetolawgroup.com/,"4000 Ponce de Leon Blvd #470, Coral Gables, FL 33146",Coral Gables,legal,4.9,N,verified
cueto_law_group_pl,"Cueto Law Group, P.L.",(305) 777-0377,https://cuetolawgroup.com,"4000 Ponce de Leon Blvd #470, Coral Gables, FL 33146",Coral Gables,legal,4.9,Y,unverified
cumminscederbergcoastalmarineengineering,Cummins Cederberg - Coastal & Marine Engineering,(305) 741-6155,http://www.cumminscederberg.com/,,Ponce de Leon Corridor,professional_services,3.5,N,verified
curvesnwaves,Curves N' Waves,(305) 442-1430,,,Miracle Mile,retail,4.5,N,
cushman_wakefield,Cushman & Wakefield,(305) 928-6967,https://cushmanwakefield.com,"333 SE 2nd Ave #3900, Miami, FL 33131",Coral Gables,other,1.6,Y,unverified
cuttingedgeinnovative,Cutting Edge Innovative,(786) 957-7775,https://www.cuttingedgeinnovative.com/,,Coral Gables,construction,4.8,N,verified
cviche105,CVI.CHE 105,786-527-3939,https://www.ceviche105.com/,,Coral Gables,food_beverage,4.5,Y,verified
cviche105coralgables,CVI.CHE 105 - Coral Gables,(786) 527-3939,https://www.ceviche105.com/,,Ponce de Leon Corridor,food_beverage,4.9,N,verified
cvs,CVS,(305) 285-8935,https://www.cvs.com/store-locator/miami-fl-pharmacies/3349-pan-american-drive-miami-fl-33133/storeid=11413?WT.mc_id=LS_GOOGLE_FS_11413,,Douglas Road Corridor,retail,3.5,N,verified
cvs_pharmacy,CVS Pharmacy,(305) 446-4641,https://www.cvs.com/store-locator/coral-gables-fl-pharmacies/1160-s-dixie-hwy-coral-gables-fl-33146/storeid=4059,1160 South Dixie Highway,University of Miami Area,healthcare,4.0,N,unverified
cvspharmacyyms,CVS Pharmacy y más,(305) 264-3485,https://www.cvs.com/store-locator/miami-fl-pharmacies/5695-sw-8th-street-miami-fl-33134/storeid=3443?WT.mc_id=LS_GOOGLE_RX_3443,,Coral Gables,healthcare,3.8,N,verified
dmnails,D & M Nails,(754) 314-7082,https://dmnails.com/,,Sunset / South Gables,personal_services,5.0,N,verified
dade_county_federal_credit_union,Dade County Federal Credit Union,(786) 845-3211,https://www.dcfcu.org/,"111 NW 1st St, Miami, FL 33128",Coral Gables,banking,3.5,Y,verified
dade_county_medical_association,Dade County Medical Association,(305) 324-8717,http://www.miamimed.com/,,Coral Gables,healthcare,,Y,verified
dade_maytag_home_appliance_center,Dade Maytag Home Appliance Center,(786) 733-9343,https://www.maxappliancerepairmiami.com/,2228 Southwest 67th Avenue,Coral Gables,retail,4.9,N,verified
dadeschool,Dade School,,,,Bird Road Corridor,education,,N,
dadelanddermatologygroupdavidrodriguezmd,"Dadeland Dermatology Group: David Rodriguez, MD",(305) 670-0260,https://www.davidderm.com/?utm_source=gmb_auth,,Ponce de Leon Corridor,healthcare,4.1,N,verified
dailyflowsmovementstudio,Daily Flows Movement Studio,(786) 710-3059,http://dailyflowstudio.com/,,Douglas Road Corridor,wellness,5.0,N,verified
dairy_queen,Dairy Queen,(305) 665-1387,http://www.dairyqueen.com/,4040 Southwest 67th Avenue,Bird Road Corridor,food_beverage,4.4,N,verified
dameradreize,Damera & Dreize PA,(305) 446-6760,,,Coral Gables,legal,5.0,N,
dancesway,Dance Sway,(305) 607-3144,https://dancesway.com/,"7140 Bird Rd, Miami, FL 33155",Bird Road Corridor,arts_culture,4.8,N,verified
daniels,Daniel's,(305) 912-2639,https://www.danielssteak.com/miami/,"1500 San Ignacio Ave, Coral Gables, FL 33146",Coral Gables,food_beverage,4.8,N,verified
danielsmiami,Daniel's Miami,(305) 912-2639,https://www.danielssteak.com/miami/,,Sunset / South Gables,food_beverage,4.8,N,verified
datapro,"Datapro, Inc.",(305) 374-0606,,,Coral Gables,technology,4.5,N,
davidfairchildelementaryschool,David Fairchild Elementary School,,,,Bird Road Corridor,education,,N,
davidhernandezc,"David Hernandez, C.P.A., P.A.",(305) 982-8069,http://www.dhernandezcpa.com/,,Ponce de Leon Corridor,accounting,5.0,N,verified
davidplummerassociates,David Plummer & Associates Inc,(305) 447-0900,https://www.dplummer.com/,,Ponce de Leon Corridor,professional_services,5.0,N,verified
davidswilligchartered,David S. Willig Chartered,(305) 990-0562,,"Miami, FL - Serving Coral Gables",Coral Gables,legal,4.6,N,
david_william_hotel_condo_association,David William Hotel Condo Association,(305) 903-1867,,700 Biltmore Way,Coral Gables,hospitality,4.6,N,
davinci_institute,DaVinci Institute,,,,Douglas Road Corridor,education,,N,
dawsonassociatesc,"Dawson & Associates, CPA",(305) 443-1500,http://www.flacpa.com/,,Ponce de Leon Corridor,accounting,5.0,N,verified
day_pitney,Day Pitney,(305) 373-4000,http://www.daypitney.com/,,Coral Gables,legal,,Y,verified
daybreak,Daybreak,(305) 284-4577,https://dineoncampus.com/miami,"1211 Wm E Walsh Ave, Coral Gables, FL 33146",University of Miami Area,food_beverage,5,N,verified
dc_financial_services_llc,"DC Financial Services, LLC",(305) 951-8381,https://dcfinservices.com/,"9830 SW 77th Ave # 210, Miami, FL 33156",Coral Gables,financial_services,4.9,Y,verified
delahozperezbarbeitop,"De La Hoz, Perez & Barbeito, PLLC",(305) 448-7590,http://www.dpbcpa.com/,"2800 Ponce de Leon Suite 1020, Coral Gables, FL 33134",Ponce de Leon Corridor,accounting,4.8,N,verified
delaosac,DE LA OSA C.P.A.,(305) 446-2849,,,Alhambra Circle,accounting,5.0,N,
de_maio_immigration_law_pllc,"De Maio Immigration Law, PLLC",(786) 232-9120,https://www.demaio-law.com/,2121 Ponce de Leon Boulevard,Ponce de Leon Corridor,legal,5,N,verified
dean_of_students_office,Dean of Students Office,(608) 263-5700,https://doso.students.wisc.edu/,1306 Stanford Drive,University of Miami Area,professional_services,5,N,unverified
debowsky_design_group,Debowsky Design Group,(305) 495-2751,https://debowsky.com,,Coral Gables,professional_services,,Y,unverified
decomarketing,Deco Marketing LLC,(305) 677-8767,,,Ponce de Leon Corridor,marketing,4.9,N,
decolores_collision_center,DeColores Collision Center,(305) 649-0595,https://decolorescollisioncenter.com/,280 Southwest 22nd Avenue,Coral Gables,retail,4.2,N,verified
decorhousefurniture,Decor House Furniture,(305) 448-6200,https://www.decorhousefurniture.com/,,Bird Road Corridor,retail,4.5,N,verified
dedicated_public_adjusters,Dedicated Public Adjusters,(305) 607-2870,https://dedicatedpa.com/contact/,"14707 S Dixie Hwy Suite 200, Palmetto Bay, FL 33176",Coral Gables,food_beverage,3.7,Y,verified
dedicated_wealth_partners_of_raymond_james,Dedicated Wealth Partners of Raymond James,(917) 599-8286,https://www.raymondjames.com/dedicatedwealthpartners,,Coral Gables,financial_services,,Y,verified
deelvolkswagencoralgables,Deel Volkswagen Coral Gables,(305) 448-3335,http://www.deelvolkswagen.com/,,Bird Road Corridor,auto_dealer,4.6,N,verified
deltoroinsurance,Del Toro Insurance,(305) 698-0899,https://www.deltoroinsurance.com/florida-insurance-agency-coral-gables/,,Ponce de Leon Corridor,insurance,4.6,N,verified
delanceywine,Delancey Wine,(212) 995-1988,http://delanceywine.com/,,Coral Gables,food_beverage,4.8,N,verified
deleites_events_catering,DeleiteS | Events & Catering,(786) 657-1834,https://www.deleitesevents.com/,,Coral Gables,food_beverage,5,Y,verified
delgado_garcia_communications,Delgado Garcia Communications,(305) 431-2691,https://dgcommunications.com,"5880 SW 46th Terrace, Miami, FL 33155",Coral Gables,personal_services,,Y,unverified
delia_izquierdo_insurance_agency_inc,Delia Izquierdo Insurance Agency Inc,(305) 442-2182,http://www.deliaizquierdoinsurance.com/,300 Aragon Avenue,Miracle Mile,insurance,5,N,verified
delightsofbeirut,Delights of Beirut,(786) 558-4954,https://www.delightsofbeirut.com/,,Sunset / South Gables,food_beverage,4.7,N,verified
delta_air_lines,Delta Air Lines,(678) 674-7588,https://delta.com,"Departures, Miami, FL 33126",Coral Gables,transportation,4.1,Y,unverified
dennys,Denny's,(305) 666-6250,https://locations.dennys.com/FL/CORAL-GABLES/248698?utm_source=G&utm_medium=organic&utm_campaign=DAC,1150 South Dixie Highway,University of Miami Area,food_beverage,3.7,N,verified
dentistsofcoralgables,Dentists of Coral Gables,(305) 239-8806,https://www.dentistsofcoralgables.com/?sc_cid=GBP%3AO%3AGP%3A984%3AOrganic_Search%3AGeneral%3Ana&_vsrefdom=organic_gbp&y_source=1_MTA5OTAzMzctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,Alhambra Circle,healthcare,4.5,N,verified
derm360merrickrk,Derm360-Merrick Park,(786) 707-4888,https://www.toplinemd.com/derm-360/,,Bird Road Corridor,healthcare,4.7,N,verified
derma_era_holistic_med_spa,Derma Era Holistic Med Spa,(305) 707-2134,https://dermalera.zoca.com/?utm_source=googlemaps&utm_medium=googlemapsprofile&utm_campaign=website_link,"717 Ponce de Leon Blvd STE 206, Miami, FL 33134",Coral Gables,wellness,5,Y,verified
dermatologochildrensskenter,DERMATOLOGO Children's Skin Center,(305) 669-6555,http://www.childrensskincenter.com/,,Coral Gables,healthcare,3.4,N,verified
dermatologyassociatesresearch,Dermatology Associates & Research,(305) 567-1930,,,Ponce de Leon Corridor,healthcare,5.0,N,
design_resource_center,Design Resource Center,(305) 607-4911,http://myvdrc.com/,"63 Merrick Wy, Coral Gables, FL 33134, United States",Coral Gables,marketing,5,Y,verified
designhouse,Designhouse,(305) 456-7253,https://designhouseagency.com,2222 Ponce de Leon Boulevard,Ponce de Leon Corridor,professional_services,5,N,unverified
devoncleaners,Devon Cleaners,(305) 662-5888,,,Sunset / South Gables,personal_services,2.7,N,
diamondbanc,Diamond Banc,(786) 605-9593,https://www.diamondbanc.com/fl/miami/,,Coral Gables,retail,5.0,N,verified
diced,Diced,(786) 773-2190,https://dicedfood.com/diced67ave?utm_source=google,2342 Southwest 67th Avenue,Coral Gables,food_beverage,4.5,N,verified
digestivemedicineassociates,Digestive Medicine Associates,(305) 822-4107,http://www.digestivemed.com/,,Ponce de Leon Corridor,healthcare,4.1,N,verified
digital_bay_tech,Digital Bay Tech,(786) 727-2190,http://www.digitalbaytech.com/,"13611 S Dixie Hwy #379, Miami, FL 33176",Coral Gables,technology,4.3,N,verified
digital_bay_tech_smart_home_automation,Digital Bay Tech | Smart Home Automation,(786) 727-2190,http://www.digitalbaytech.com/,"13611 S Dixie Hwy #379, Miami, FL 33176",Coral Gables,accounting,4.3,Y,verified
digital_future_marketing,Digital Future Marketing,(404) 583-5904,http://www.futurevintageagency.com/,2222 Ponce de Leon Boulevard,Ponce de Leon Corridor,marketing,5,N,verified
digital_radiology_inc,Digital Radiology Inc.,(305) 759-9293,https://lifeimagingfla.com/contact/?utm_source=gmb_auth,"2344 Douglas Rd, Coral Gables, FL 33134",Coral Gables,healthcare,4.9,Y,unverified
dion_generators_solutions,Dion Generators Solutions,(305) 450-8787,https://diongenerators.com/,"12931 SW 84th Avenue Rd, Miami, FL 33156",Coral Gables,construction,4.8,Y,verified
direct_processing_network,Direct Processing Network,(855) 955-6111,https://directprocessingnetwork.com/,"12915 SW 132nd St STE 4B, Miami, FL 33186",Coral Gables,other,4.8,Y,verified
discoverydaycarecenter,Discovery Day Care Center,,,,Coral Gables,education,,N,
discoveryyearschildcarecenter,Discovery Years Child Care Center,,,,Coral Gables,education,,N,
districtinstructionalcenter10,District Instructional Center 10,,,,Coral Gables,education,,N,
districtinstructionalcenter8,District Instructional Center 8,,,,Merrick Park,education,,N,
districtinstructionalcenter9,District Instructional Center 9,,,,Coral Gables,education,,N,
dixieautoservice,Dixie Auto Service Inc,(305) 667-5096,https://dixieautoservice.com/,,Sunset / South Gables,auto_dealer,4.7,N,verified
dlelawyersabogadosdeaccidentesmiami,DLE Lawyers | Abogados De Accidentes Miami,(305) 363-7855,https://www.dlelawyers.com/,,Alhambra Circle,legal,4.8,N,verified
dmg_corporation,DMG Corporation,(305) 887-1431,https://giovannymadridfr.com,,Coral Gables,financial_services,1,Y,unverified
docbsfreshkitchen,Doc B's Fresh Kitchen,,,,Coral Gables,food_beverage,4.6,N,
doc_bs_restaurant__bar,Doc B's Restaurant + Bar,(786) 864-1220,https://docbsrestaurant.com/locations/coral-gables,301 Miracle Mile,Miracle Mile,food_beverage,4.7,N,verified
docdigitalsem,Doc Digital SEM,(954) 737-3031,https://docdigitalsem.com/locations/fort-lauderdale-digital-marketing-agency/?utm_source=google&utm_medium=gmb_fort_lauderdale&utm_campaign=local_seo,,Coral Gables,marketing,5,N,verified
doctorsmedicalcenter,Doctor's Medical Center,(305) 685-5688,,,Coral Gables,healthcare,4.0,N,
doctors_hospital,Doctors Hospital,(786) 308-3000,https://baptisthealth.net/locations/hospitals/doctors-hospital?utm_source=yext&utm_medium=google&utm_campaign=listing&y_source=1_MTIwNTAyMzUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,5000 University Drive,University of Miami Area,healthcare,4.8,N,verified
doctorshospitalsportsmedicinetherapy,Doctors Hospital Sports Medicine Therapy,,,,University of Miami,healthcare,4.5,N,
doctorsindependentmedical,Doctors Independent Medical,(305) 444-1155,http://dimeimmigration.com/,,Coral Gables,healthcare,3.3,N,verified
dogtown,Dogtown,(305) 448-5225,https://www.barkfetchrun.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,3686 Grand Avenue,Coral Gables,personal_services,4.5,N,verified
dohanlaw,Dohan Law,(305) 536-3400,http://www.dohanlaw.com/,,Ponce de Leon Corridor,legal,4.9,N,verified
dojo_izakaya,Dojo Izakaya,(305) 849-3456,http://www.dojomiami.com/,"148 Giralda Ave, Coral Gables, FL 33134",Coral Gables,food_beverage,4.4,N,verified
dollar_general,Dollar General,(786) 633-4430,https://www.dollargeneral.com/store-directory/fl/miami/12984,5175 Southwest 8th Street,Coral Gables,retail,4.2,N,verified
dollar_tree,Dollar Tree,(786) 864-1585,https://locations.dollartree.com/fl/miami/3301-coral-way-103?utm_source=google&utm_medium=organic&utm_campaign=maps,"3301 Coral Wy #103, Miami, FL 33145",Coral Gables,retail,4.1,N,verified
dominos,Domino's,(305) 667-3666,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,5877 Ponce de Leon Boulevard,Douglas Road Corridor,food_beverage,3.3,N,verified
don_pan_international_bakery,Don Pan International Bakery,,http://www.donpan.com/,400 South Dixie Highway,Coral Gables,food_beverage,4,N,verified
don_quixote_de_la_mancha,Don Quixote De La Mancha,(305) 444-9293,http://www.actorsplayhouse.org/,"280 Miracle Mile, Coral Gables, FL 33134",University of Miami Area,hospitality,4.7,N,verified
donetmcmillantrontz,"Donet, McMillan & Trontz, P.A.",(305) 444-0030,https://www.dmtlaw.com/,,Ponce de Leon Corridor,legal,4.9,N,verified
donlevyrosen_rosen,Donlevy-Rosen & Rosen,(305) 459-3283,http://protectyou.com/,"2121 Ponce de Leon Blvd # 320, Coral Gables, FL 33134",Coral Gables,legal,5,N,verified
donut_with_balls_number_28,Donut with Balls Number 28,(305) 203-0552,https://antoniobachour.com/?utm_source=google,"2020 Salzedo St, Miami, FL 33134, United States",University of Miami Area,hospitality,4.6,N,verified
doodycalls_of_miami,DoodyCalls of Miami,(305) 520-7904,https://www.doodycalls.com/miami/?utm_source=GMrB&utm_medium=organic&utm_campaign=CoralGables,,Coral Gables,other,5,Y,verified
door_dash,Door Dash,,https://doordash.com,,Coral Gables,food_beverage,1.7,Y,unverified
dopazo_associates_insurance_services,Dopazo & Associates Insurance Services,(305) 470-8500,http://www.dopazoinsurance.com/,"10723 SW 104th St, Miami, FL 33176",Coral Gables,insurance,4.8,Y,verified
double_c,Double C,(561) 789-3113,https://doublec.com,"2988 McFarlane Rd, Coconut Grove, FL 33133",Coral Gables,professional_services,4.6,Y,unverified
doubledayengineering,DoubleDay Engineering,(305) 209-2396,http://www.doubledayengineering.com/,,Ponce de Leon Corridor,professional_services,4.7,N,verified
douglas_elliman,Douglas Elliman,(305) 695-6060,https://www.elliman.com/florida/office/510-b-705-111646/coral-gables?utm_source=GMB&utm_medium=Organic_search&utm_campaign=GMB_Coral_Gables_FL,"1515 Sunset Dr #10, Coral Gables, FL 33143",Coral Gables,real_estate,5,Y,verified
douglasellimanrealestateofficeoralgablesfl,"Douglas Elliman Real Estate Office in Coral Gables, FL",(305) 695-6060,https://www.elliman.com/florida/office/510-b-705-111646/coral-gables?utm_source=GMB&utm_medium=Organic_search&utm_campaign=GMB_Coral_Gables_FL,,Sunset / South Gables,real_estate,5.0,N,verified
dralysaherman,Dr. Alysa Herman,(305) 444-4979,https://www.dralysaherman.com/?utm_source=google&utm_medium=local&utm_campaign=coralgables-drherman-website,,Bird Road Corridor,healthcare,4.6,N,verified
dramarilisgonzalezmd,"Dr. Amarilis Gonzalez, MD",(305) 443-7427,https://www.toplinemd.com/the-center-for-gynecology-and-restorative-medicine/marien-yanes/,,Coral Gables,other,4.2,N,verified
drceciliammarinpsyd,"Dr. Cecilia M. Marin, Psy.D.",(305) 764-2333,http://www.drceciliamarin.com/,,Alhambra Circle,healthcare,5.0,N,verified
drdulceccabreramd,"Dr. Dulce C. Cabrera, MD",(305) 445-2941,,,Miracle Mile,healthcare,3.7,N,
drfernandamercademd,"Dr. Fernanda Mercade, MD",(786) 442-2100,https://drmercade.com/,,Coral Gables,other,4.8,N,verified
drfranciscoakerdelmd,"Dr. Francisco A. Kerdel, MD",(305) 324-2110,https://fadcenter.com/about-us/our-doctors/francisco-kerdel-md/,,Coral Gables,healthcare,4.3,N,verified
drfrankdon,Dr. Frank Don,(305) 324-2110,https://fadcenter.com/about-us/our-doctors/frank-don-do/,,Coral Gables,healthcare,4.7,N,verified
drfranklinpimentelmd,"Dr. Franklin Pimentel, MD",(305) 445-0700,,,Coral Gables,other,4.3,N,
drisraelcabrera,Dr. Israel Cabrera,(305) 666-2111,,,University of Miami,other,5.0,N,
drivangcarrasquillaescotomd,"Dr. Ivan G. Carrasquilla-Escoto, MD",(305) 443-3001,http://www.primecare1.com/,,Alhambra Circle,healthcare,4.8,N,verified
drjoaquinmjimenezdecardenasmd,"Dr. Joaquin M. Jimenez De Cardenas, MD",(305) 444-6882,,,Bird Road Corridor,healthcare,4.9,N,
drjorgergarciaod,Dr. Jorge R Garcia OD PA,(305) 443-6660,http://www.jorgergarciaodpa.com/,,Coral Gables,healthcare,5.0,N,verified
drjoseglampreabe,Dr. Jose G. Lampreabe,(305) 441-0910,https://www.msmc.com/doctor/jose-g-lampreabe/,,Coral Gables,healthcare,4.9,N,verified
drkarenmartinezzensmiles,Dr. Karen Martinez - Zen Smiles,(305) 446-5676,http://www.zensmilesmiami.com/,,Miracle Mile,healthcare,4.9,N,verified
drmartingrossmandccoralgableschiropracticcentre,"Dr. Martin Grossman, DC - Coral Gables Chiropractic Centre",(305) 446-1095,https://www.drmartingrossman.com/,,Bird Road Corridor,healthcare,4.8,N,verified
drmichaelgutierrez,Dr. Michael Gutierrez,(305) 585-4564,https://jacksonhealth.org/find-a-doctor/michael-gutierrez/,,Coral Gables,healthcare,4.8,N,verified
drrhehardreyesmd,"Dr. Rheinchard Reyes, MD",(305) 445-3372,https://www.rreyesmd.com/,,Coral Gables,healthcare,4.7,N,verified
drrubejrdomd,"Dr. Rube J. Pardo, MD",(305) 448-5795,https://rymap.org/business/dr-rube-j-pardo-md-24xg67,,Ponce de Leon Corridor,healthcare,3.8,N,verified
drstephaniemaypsyd,"Dr. Stephanie May, Psy.D.",(954) 288-2414,https://www.drstephaniemay.com/,,Miracle Mile,healthcare,5.0,N,verified
drtjgiuffrida,Dr. TJ Giuffrida,(305) 461-2000,https://miamidermcenter.com/?y_source=1_MjQzMjc3NzktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,Ponce de Leon Corridor,healthcare,4.7,N,verified
drwilliammoyaldcccspcoralwaychiropracticcenter,"Dr. William Moyal, DC, CCSP - Coral Way Chiropractic Center",(786) 820-1455,https://coralwaychiropracticcenter.com/,,Douglas Road Corridor,healthcare,4.9,N,verified
dream_team_law,Dream Team Law,(786) 219-9416,https://www.dreamteamfightsforyou.com/,"1120 Ponce de Leon Blvd, Coral Gables, FL 33134",Coral Gables,legal,4.7,Y,verified
dream_team_law_pllc,"Dream Team Law, PLLC",(866) 255-8326,https://www.dreamteamfightsforyou.com/,"1120 Ponce de Leon Blvd, Coral Gables, FL 33134",Coral Gables,legal,4.7,Y,verified
drip_n_bodied,Drip N Bodied,(305) 908-9282,http://www.dripnbodied.com/,"1001 Ponce de Leon Blvd Suite A, Coral Gables, FL 33134",Coral Gables,other,5,Y,verified
drury_law_firm,Drury Law Firm,(305) 723-1100,https://drurypa.com,"1200 Anastasia Ave #240, Coral Gables, FL 33134",Coral Gables,legal,5,Y,unverified
dsnhousecollectivemiamicreativeagency,DSN HOUSE COLLECTIVE - Miami Creative Agency,(305) 456-7253,https://www.dsnhousecollective.com/,,Ponce de Leon Corridor,marketing,5.0,N,verified
dukanee_beauty_supply,Dukanee Beauty Supply,(305) 666-7830,http://www.dukaneebeautysupply.com/,6520 Southwest 24th Street,Coral Gables,personal_services,4.9,N,verified
duncanelectricalservice,Duncan Electrical Service,(305) 315-4904,,,Bird Road Corridor,construction,4.1,N,
dunduns__barbershop_coral_gables,DUNDUNs - Barbershop Coral Gables,(786) 689-5516,https://dundunbarbershop.com/,2263 Southwest 37th Avenue,Coral Gables,retail,5.0,N,verified
dunkin,Dunkin',(305) 330-4357,https://locations.dunkindonuts.com/en/fl/miami/8099-s-dixie-hwy/349618?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=349618&y_source=1_MTIxMTM4MzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,8099 South Dixie Highway,Sunset / South Gables,food_beverage,3.8,N,verified
durbansegninigallery,Durban Segnini Gallery,(305) 774-7740,http://www.durbansegnini.com/,,Bird Road Corridor,arts_culture,4.9,N,verified
dynamicaarchitecture,Dynamica Architecture,(305) 376-8889,http://www.dynamica8.com/,,Ponce de Leon Corridor,professional_services,5.0,N,verified
egomezc,E. Gomez CPA LLC,(305) 497-0552,https://www.egomezcpa.com/,,Bird Road Corridor,accounting,4.9,N,verified
early_learning_coalition_of_miamidademonroe,Early Learning Coalition of MiamiDade/Monroe,(305) 646-7220,http://www.elcmdm.org/,"2555 Ponce de Leon Blvd STE 210, Coral Gables, FL 33134",Coral Gables,education,3.8,Y,verified
easescreen_america_llc,"Easescreen America, LLC",(305) 710-5032,https://easescreen.com,"1601 NW 72nd Ave, Miami, FL 33126",Coral Gables,technology,4,Y,unverified
east_coast_properties_commercial_real_estate,East Coast Properties & Commercial Real Estate,(786) 942-2177,https://eastcoastcre.com/,,Coral Gables,real_estate,,Y,verified
eastshorearchitects,Eastshore Architects,(305) 648-2006,http://www.eastshore.net/,,Coral Gables,professional_services,,N,verified
eastsidecellars,Eastside Cellars,(212) 996-9463,https://eastsidecellars.com/,,Coral Gables,food_beverage,4.2,N,verified
eatinghouse,Eating House,,http://www.eatinghousemiami.com/,,Coral Gables,food_beverage,4.3,N,verified
eatinghousemiami,Eating House Miami,(786) 580-3745,http://www.eatinghousemiami.com/,,Ponce de Leon Corridor,food_beverage,4.5,N,verified
ebenezerdaycareandkindergarten,Ebenezer Day Care and Kindergarten,,,,Coral Gables,education,,N,
ebenezerdaycarecenter,Ebenezer Day Care Center,,,,Coral Gables,education,,N,
eberjeycoralgablesatshopsatmerrickrk,Eberjey Coral Gables at Shops at Merrick Park,(305) 763-8455,http://www.eberjey.com/,,Bird Road Corridor,retail,4.7,N,verified
ecig_shop_miami,Ecig Shop Miami,(786) 505-8273,http://ecigshopmiami.com/,Southwest 24th Street,Coral Gables,retail,4.5,N,unverified
ecrengineering,ECR Engineering,(786) 886-7775,http://ecreng.com/,,Ponce de Leon Corridor,professional_services,,N,verified
edelmanfinancialengines,Edelman Financial Engines,(833) 752-6333,https://www.edelmanfinancialengines.com/location.fl.Miami-Coral-Gables/?utm_medium=organic&utm_source=google&utm_campaign=gmb-listing&utm_content=yext,,Alhambra Circle,financial_services,5.0,N,verified
edwardbeinereyewearatcocowalkcoconutgrove,Edward Beiner Eyewear at CocoWalk Coconut Grove,(786) 216-7850,http://www.edwardfisherdmd.com/,,Douglas Road Corridor,healthcare,4.9,N,unverified
edward_bernier,Edward Bernier,(786) 216-7850,https://www.edwardbeiner.com/boutiques/coconut-grove/,3015 Grand Avenue,Douglas Road Corridor,retail,,N,unverified
edward_jones,Edward Jones,(305) 460-9594,https://www.edwardjones.com/us-en/financial-advisor/nicolas-eterovic?y_source=1_NDE3NjAxNi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"150 Alhambra Cir STE 1170, Coral Gables, FL 33134, United States",Coral Gables,financial_services,,Y,verified
einstein_bros_bagels,Einstein Bros. Bagels,(305) 668-6260,https://locations.einsteinbros.com/us/fl/south-miami/5946-s-dixie-hwy?y_source=1_OTA1MDAxMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,5946 South Dixie Highway,Sunset / South Gables,food_beverage,4,N,verified
eisneramper,EisnerAmper,(305) 371-6200,http://www.eisneramper.com/,,Coral Gables,accounting,,Y,verified
el_atlacatl,El Atlacatl,(305) 649-8000,https://elatlacatl.com/,3199 Southwest 8th Street,Coral Gables,food_beverage,4.2,N,verified
elbrazofuertebakery,El Brazo Fuerte Bakery,(305) 444-7720,http://ebfbakery.com/,,Coral Gables,food_beverage,4.5,N,verified
el_car_wash,El Car Wash,(866) 305-4329,https://elcarwash.com/fl/car-wash-in-coral-way/,6901 Southwest 40th Street,Bird Road Corridor,auto_dealer,4.8,N,verified
el_churrascaso_grill_bird_road,El Churrascaso Grill Bird Road,,https://www.instagram.com/elchurrascasogrill_birdroad?igsh=Y2FnczI3ZHN2ZnVz,"6505 SW 40th St, Miami, FL 33155",Bird Road Corridor,food_beverage,4.4,N,verified
el_mago_de_las_fritas,El Mago de las Fritas,(305) 266-8486,http://elmagodelasfritas.com/,5828 Southwest 8th Street,Coral Gables,food_beverage,4.8,N,verified
