business_name,phone,website,address,lat,lon,postcode,rating,review_count,category_raw,price,source
Consulate General of Barbados,(305) 442-1994,,"2121 Ponce de Leon Blvd #1300, Coral Gables, FL 33134",,,,5,,Foreign consulate,,serpapi
Consulate General of Brazil,,https://www.gov.br/mre/pt-br/consulado-miami,"3150 Southwest 38th Avenue #100, Consulate General of Brazil, Ground floor, Miami, FL 33146, United States",,,,4.6,,['Foreign consulate'],,serpapi
Consulate General of Paraguay,(305) 374-9090,http://www.consulparmiami.org/,"2655 S Le Jeune Rd Suite 910, Coral Gables, FL 33134",,,,4.7,,['Foreign consulate'],,serpapi
Consulate General of Peru,(786) 713-2400,http://www.consulado.pe/es/Miami,"1401 Ponce de Leon Blvd, Coral Gables, FL 33134",,,,4.1,,['Foreign consulate'],,serpapi
Consulate General of Spain,(305) 446-5511,http://www.exteriores.gob.es/Consulados/MIAMI/,"2655 S Le Jeune Rd #203, Coral Gables, FL 33134",,,,3.5,,Foreign consulate,,serpapi
Consulate of Hungary,(305) 448-2131,http://www.consulate-miami.com/hungary.html,"1550 Madruga Ave, Coral Gables, FL 33146",,,,3.1,,Foreign consulate,,serpapi
"ContactLink, LLC",(305) 677-8432,,"2100 Ponce de Leon Blvd #601, Coral Gables, FL 33134",,,,4,,Insurance agency,,serpapi
Continental Academy,(800) 285-3514,http://www.continentalacademy.com/,"15327 NW 60th Ave #235, Miami Lakes, FL 33014",,,,,,Private educational institution,,serpapi
CookinGenie,(833) 436-4387,https://cookingenie.com/,"3702 W Spruce St #1372, Tampa, FL 33607",,,,5,,Personal chef service,,serpapi
Copper 29 Bar,(786) 830-9640,http://www.copper29bar.com/,"206 Miracle Mile, Coral Gables, FL 33134",,,,4.3,,"['Bar', 'American restaurant', 'Brunch restaurant', 'Live music bar', 'Restaurant']",,serpapi
Copy Express,+1 305-442-0952,http://copyexpressmiami.com/,"1414 Ponce de Leon Blvd, Coral Gables, FL 33134, United States",,,,4.2,,['Copy shop'],,serpapi
Coral Church,(305) 448-7421,http://www.gablesucc.org/,"3010 De Soto Blvd, Coral Gables, FL 33134",,,,4.8,363,United Church of Christ,,serpapi
Coral Gables Acupuncture,+1 305-446-3009,https://miamiacupuncture.com/,"2645 Douglas Rd suite 501, Miami, FL 33133, United States",,,,4.9,,Acupuncture clinic,,serpapi
Coral Gables Adult & Continuing Education Center,(305) 443-4871,https://sites.google.com/view/coral-gables-adult/english?authuser=0,"Enter from Le Jeune Road, 450 Bird Rd Bldg #9, Coral Gables, FL 33146",,,,5,,"['English language school', 'Adult education school', 'General education school']",,serpapi
Coral Gables Adult Education Center,(305) 443-4871,https://sites.google.com/view/coral-gables-adult/english?authuser=0,"Enter from Le Jeune Road, 450 Bird Rd Bldg #9, Coral Gables, FL 33146",,,,5,,"['English language school', 'Adult education school', 'General education school']",,serpapi
Coral Gables Art Cinema,(786) 472-2249,http://gablescinema.com/,"260 Aragon Ave, Coral Gables, FL 33134",,,,4.8,,"['Movie theater', 'Non-profit organization']",,serpapi
Coral Gables Car Accident Lawyer Group,(305) 446-9702,https://accidentlawgrouppa.com/,"2655 S Le Jeune Rd Suite 550, Coral Gables, FL 33134",,,,4.3,22,Personal injury attorney,,serpapi
Coral Gables Cardiology Associates,(305) 443-5291,http://www.coralgablescardiology.com/,"475 Biltmore Way Suite 201, Coral Gables, FL 33134",,,,5,,"['Internist', 'Cardiologist']",,serpapi
Coral Gables City Hall,(305) 446-6800,http://www.coralgables-fl.gov/,"405 Biltmore Way, Coral Gables, FL 33134",,,,4.2,,['Government office'],,serpapi
Coral Gables Community Foundation,(305) 446-9670,https://gablesfoundation.org/,"288 Aragon Ave Suite D, Coral Gables, FL 33134",,,,5,,['Foundation'],,serpapi
Coral Gables Congregational Church,(305) 448-7421,http://www.gablesucc.org/,"3010 De Soto Blvd, Coral Gables, FL 33134",,,,4.8,363,"['United Church of Christ', 'Church', 'Historical landmark', 'Place of worship', 'Wedding chapel', 'Wedding venue']",,serpapi
Coral Gables Dentistry,(305) 567-1992,https://www.coralgablesdentistry.com/,"3326 Ponce de Leon Blvd, Coral Gables, FL 33134",,,,5,,Dentist,,serpapi
Coral Gables Development Services,(305) 460-5235,http://www.coralgables.com/,"405 Biltmore Way, Coral Gables, FL 33134",,,,2.5,,Government office,,serpapi
Coral Gables Executive Physicians,(305) 446-9940,https://www.cgepmd.com/?utm_source=google&utm_medium=gbp&utm_campaign=local,"800 Douglas Rd Ste 125, Miami, FL 33134",,,,5,,Internist,,serpapi
Coral Gables Eye Care,(305) 444-8331,https://clarineyecare.com/coral-gables-eye-doctor/,"58 Miracle Mile, Coral Gables, FL 33134",,,,4.7,,"['Optometrist', 'Contact lenses supplier', 'Eye care center', 'Glasses repair service', 'Optician', 'Sunglasses store']",,serpapi
Coral Gables Graphics,(305) 351-3210,,,,,,5,,"['Custom t-shirt store', 'Embroidery service', 'Service establishment', 'Graphic designer', 'Promotional products supplier', 'Sticker manufacturer']",,serpapi
Coral Gables Hospital,(305) 445-8461,https://www.coralgableshospital.org/,"3100 Douglas Rd, Coral Gables, FL 33134",,,,3.8,,['Medical Center'],,serpapi
Coral Gables International Art Center,(786) 362-5132,http://www.sanctuaryofthearts.org/,"410 Andalusia Ave, Coral Gables, FL 33134",,,,4.9,,Arts organization,,serpapi
Coral Gables Lodge No. 260,,https://coralgablesmason.org/,"41 Valencia Ave, Coral Gables, FL 33134",,,,4.8,,['Fraternal organization'],,serpapi
Coral Gables Magazine,(305) 452-0501,https://globalmiamimagazine.com/,"1200 Anastasia Ave #217, Coral Gables, FL 33134",,,,,,Publisher,,serpapi
Coral Gables Physical Therapy,(305) 441-5258,https://www.pinecrestpt.com/,"4110 Aurora St, Coral Gables, FL 33146",,,,4.7,,Physical therapy clinic,,serpapi
Coral Gables Plumbing,(305) 280-9196,https://www.coralgablesplumbing.com/,"13101 SW 87th Ave, Miami, FL 33176",,,,4.8,,Plumber,,serpapi
Coral Gables Professional Firefighters Assn.,(305) 460-5571,https://www.coralgables.com/department/fire,"2151 Salzedo St, Coral Gables, FL 33134",,,,4.2,,Fire station,,serpapi
Coral Gables Tag Agency,+1 305-444-1138,http://www.autotagagency.net/locations/coral-gables-tag-agency/,"1418 Ponce de Leon Blvd, Coral Gables, FL 33134, United States",,,,4.8,,['Auto tag agency'],,serpapi
Coral Gables Trust Company,(786) 497-1212,https://cgtrust.com/,"255 Alhambra Cir #333, Coral Gables, FL 33134",,,,4.2,,['Financial consultant'],,serpapi
Coral Gables Waterway,,,"Coral Gables, FL 33143",,,,3.7,,['Channel'],,serpapi
Coral Gables Woman's Club,(305) 448-7080,http://coralgableswomansclub.org/,"1001 E Ponce De Leon Blvd, Coral Gables, FL 33134",,,,4.6,,"['Banquet hall', 'Club', 'Event venue']",,serpapi
Coral Wealth Management,(305) 671-3915,https://www.coralwm.com/?utm_source=omg-gbp&utm_medium=webclick,"20801 Biscayne Blvd STE 403, Miami, FL 33180",,,,5,,Financial planner,,serpapi
"Cordo Claims Group, LLC",(877) 552-6736,http://cordoclaims.com/,"12350 SW 132nd Ct STE 102, Miami, FL 33186",,,,5,,['Loss adjuster'],,serpapi
CorEvents Inc.,(786) 351-9325,http://www.cor-events.com/,,,,,4.8,,"['Event management company', 'Service establishment']",,serpapi
Cortadito Coffee House,+1 786-410-0175,https://cortaditocoffeehouse.com/,"200 Miracle Mile, Coral Gables, FL 33134, United States",,,,4.6,,"['Coffee shop', 'Bakery', 'Breakfast restaurant', 'Catering food and drink supplier', 'Cuban restaurant', 'Espresso bar', 'Juice shop', 'Pastry shop', 'Restaurant', 'Sandwich shop']",,serpapi
Cortadito Coffee House Coral Gables,(786) 410-0175,https://cortaditocoffeehouse.com/,"200 Miracle Mile, Coral Gables, FL 33134",,,,4.6,,"['Coffee shop', 'Bakery', 'Breakfast restaurant', 'Catering food and drink supplier', 'Cuban restaurant', 'Espresso bar', 'Juice shop', 'Pastry shop', 'Restaurant', 'Sandwich shop']",,serpapi
Cosford Cinema,(305) 284-4627,http://www.cosfordcinema.com/,"5030 Brunson Dr, Coral Gables, FL 33146",,,,4.5,,['Movie theater'],,serpapi
Costazul Peruvian Cuisine,(786) 360-3775,https://costazulmiami.com/,"160 Giralda Ave, Coral Gables, FL 33134",,,,4.9,,"['Peruvian restaurant', 'Latin American restaurant', 'Restaurant', 'Seafood restaurant']",,serpapi
Counseling Center,(305) 448-8325,https://miamicounseling.com/,"111 Majorca Ave B, Coral Gables, FL 33134",,,,4.5,75,Counselor,,serpapi
Courtyard by Marriott Miami at Dolphin Mall,(305) 994-9343,https://www.marriott.com/en-us/hotels/miadm-courtyard-miami-at-dolphin-mall/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"11275 NW 12th St, Doral, FL 33172",,,,4.4,,"['Hotel', 'Meeting planning service']",,serpapi
Courtyard Marriott Miami Coral Gables,(305) 443-2301,https://www.marriott.com/en-us/hotels/miagb-courtyard-miami-coral-gables/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"2051 S Le Jeune Rd, Coral Gables, FL 33134",,,,4.1,,"['Hotel', 'Meeting planning service']",,serpapi
Courtyard Miami Coconut Grove,(305) 858-2500,https://www.marriott.com/en-us/hotels/miagv-courtyard-miami-coconut-grove/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"2649 S Bayshore Dr, Miami, FL 33133",,,,3.9,,"['Hotel', 'Meeting planning service']",,serpapi
Courtyard Miami Coral Gables,(305) 443-2301,https://www.marriott.com/en-us/hotels/miagb-courtyard-miami-coral-gables/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"2051 S Le Jeune Rd, Coral Gables, FL 33134",,,,4.1,,"['Hotel', 'Meeting planning service']",,serpapi
Coutler Discount,(305) 446-2325,,"1800 Ponce de Leon Blvd, Coral Gables, FL 33134",,,,4.2,,Discount store,,serpapi
Coyo Taco,(786) 629-7929,https://coyo-taco.com/coral-gables/,"126 Giralda Ave, Coral Gables, FL 33134",,,,4.1,,Taco restaurant,,serpapi
Craft With A Purpose,(786) 772-6932,https://www.craftmiami.us/,"127 Giralda Ave, Coral Gables, FL 33134",,,,4.9,,Restaurant,,serpapi
"Crawford Real Estate Holdings, LLC",(305) 663-1122,https://www.crawfordresidences.com/,"1701 Ponce de Leon Blvd Suite 203, Coral Gables, FL 33134",,,,3.7,,General contractor,,serpapi
creative & publicity,(305) 799-9936,http://www.michelleagency.com/,"95 Merrick Wy 3rd floor, Coral Gables, FL 33134",,,,4.2,,Marketing agency,,serpapi
Cricket Wireless,(786) 580-3102,https://www.cricketwireless.com/stores/fl/coral-gables/4823-sw-8th-st-spc-no4823?utm_source=Google&utm_medium=Organic_Search&utm_campaign=Yext_Listings,"4823 SW 8th St Spc NO4823, Coral Gables, FL 33134",,,,4.8,,Cell phone store,,serpapi
Crown,(786) 621-9463,https://crownwineandspirits.com/,"1590 S Dixie Hwy, Coral Gables, FL 33146",,,,4.7,,Liquor store,,serpapi
Cuban Museum,(305) 529-5400,http://thecuban.org/,"1200 Coral Wy, Miami, FL 33145",,,,4.8,,Museum,,serpapi
Cueto Law Group,(786) 882-5710,https://cuetolawgroup.com/,"4000 Ponce de Leon Blvd #470, Coral Gables, FL 33146",,,,4.9,,"['Business attorney', 'Estate litigation attorney', 'Estate planning attorney', 'Law firm', 'Attorney', 'Real estate attorney', 'Trial attorney']",,serpapi
"Cueto Law Group, P.L.",(786) 882-5710,https://cuetolawgroup.com/,"4000 Ponce de Leon Blvd #470, Coral Gables, FL 33146",,,,4.9,,"['Business attorney', 'Estate litigation attorney', 'Estate planning attorney', 'Law firm', 'Attorney', 'Real estate attorney', 'Trial attorney']",,serpapi
Cushman & Wakefield,(305) 371-4411,https://www.cushmanwakefield.com/en/united-states/offices/miami?utm_source=google&utm_medium=organic&utm_campaign=gmb_uberall_USA026,"333 SE 2nd Ave #3900, Miami, FL 33131",,,,1.6,,"['Commercial real estate agency', 'Office space rental agency', 'Property maintenance', 'Property management company', 'Real estate agency', 'Real estate agent', 'Real estate appraiser', 'Real estate consultant', 'Real estate developer', 'Real estate surveyor']",,serpapi
CVS Pharmacy,(305) 459-7202,https://www.cvs.com/store-locator/coral-gables-fl-pharmacies/1906-ponce-de-leon-blvd-coral-gables-fl-33134/storeid=17786?WT.mc_id=LS_GOOGLE_RX_17786,"1906 Ponce de Leon Blvd, Coral Gables, FL 33134",,,,4,,Pharmacy,,serpapi
Dade County Federal Credit Union,(305) 471-5080,https://www.dcfcu.org/,"111 NW 1st St, Miami, FL 33128",,,,3.5,,Federal credit union,,serpapi
Dade Maytag Home Appliance Center,(786) 733-9343,https://www.maxappliancerepairmiami.com/,"301 Almeria Ave Suite 110, Coral Gables, FL 33134",,,,4.9,,Appliance repair service,,serpapi
Dairy Queen,(305) 665-1387,http://www.dairyqueen.com/,"4040 SW 67th Ave, Miami, FL 33155",,,,4.4,,Ice cream shop,,serpapi
Dance Sway,(305) 607-3144,https://dancesway.com/,"7140 Bird Rd, Miami, FL 33155",,,,4.8,,"['Dance school', 'Ballroom dance instructor', 'Dance hall', 'Salsa classes']",,serpapi
Daniel's,(305) 912-2639,https://www.danielssteak.com/miami/,"1500 San Ignacio Ave, Coral Gables, FL 33146",,,,4.8,,['Steak house'],,serpapi
David S. Willig Chartered,(305) 860-1881,,"2837 SW 3rd Ave, Miami, FL 33129",,,,4.6,,['Attorney'],,serpapi
David William Hotel Condo Association,(305) 903-1867,,"700 Biltmore Way, Coral Gables, FL 33134",,,,4.6,,['Association / Organization'],,serpapi
Daybreak,(305) 284-4577,https://dineoncampus.com/miami,"1211 Wm E Walsh Ave, Coral Gables, FL 33146",,,,5,,['Restaurant'],,serpapi
"DC Financial Services, LLC",(305) 951-8381,https://dcfinservices.com/,"9830 SW 77th Ave # 210, Miami, FL 33156",,,,4.9,,Credit counseling service,,serpapi
"De La Hoz, Perez & Barbeito, PLLC",(305) 448-5585,http://www.dpbcpa.com/,"2800 Ponce de Leon Blvd Suite 1020, Coral Gables, FL 33134",,,,4.8,,"['Certified public accountant', 'Accounting firm', 'Business management consultant', 'Financial audit', 'Tax consultant']",,serpapi
"De Maio Immigration Law, PLLC",(786) 232-9120,https://www.demaio-law.com/,"2121 Ponce de Leon Blvd # 550, Coral Gables, FL 33134",,,,5,124,"['Immigration attorney', 'Law firm', 'Legal services']",,serpapi
Dean of Students Office,(608) 263-5700,https://doso.students.wisc.edu/,"70 Bascom Hall, 500 Lincoln Dr, Madison, WI 53706",,,,5,,Academic department,,serpapi
Debowsky Design Group,,http://www.citybeautiful.net/,Florida,,,,,,,,serpapi
DeColores Collision Center,(305) 649-0595,https://decolorescollisioncenter.com/,"280 SW 22nd Ave, Miami, FL 33135",,,,4.2,,['Auto body shop'],,serpapi
Dedicated Public Adjusters,(305) 607-2870,https://dedicatedpa.com/contact/,"14707 S Dixie Hwy Suite 200, Palmetto Bay, FL 33176",,,,3.7,,['Insurance agency'],,serpapi
DeleiteS | Events & Catering,(786) 412-8414,https://www.deleitesevents.com/,,,,,5,,"['Caterer', 'Service establishment']",,serpapi
Delgado Garcia Communications,(305) 608-2167,,"5880 SW 46th Terrace, Miami, FL 33155",,,,,,Advertising agency,,serpapi
Delia Izquierdo Insurance Agency Inc,(305) 442-2182,http://www.deliaizquierdoinsurance.com/,"7171 Coral Wy suite 309, Miami, FL 33155",,,,5,,['Insurance agency'],,serpapi
Delta Air Lines,,https://www.delta.com/us/en/delta-sky-club/locations,"Departures, Miami, FL 33126",,,,4.1,,Travel lounge,,serpapi
Derma Era Holistic Med Spa,(305) 707-2134,https://dermalera.zoca.com/?utm_source=googlemaps&utm_medium=googlemaps&utm_campaign=googlemaps,"717 Ponce de Leon Blvd STE 206, Miami, FL 33134",,,,5,,"['Medical spa', 'Facial spa', 'Massage therapist', 'Waxing hair removal service']",,serpapi
Design Resource Center,,,"63 Merrick Wy, Coral Gables, FL 33134, United States",,,,5,,Corporate office,,serpapi
Designhouse,(305) 456-7253,https://dsnhousecollective.com/,"150 Alhambra Cir Suite 1001, Coral Gables, FL 33134",,,,5,,Marketing agency,,serpapi
Diced,(786) 773-2190,http://dicedfood.com/,"2342 SW 67th Ave, Miami, FL 33155",,,,4.5,,Health food restaurant,,serpapi
Digital Bay Tech,(786) 727-2190,http://www.digitalbaytech.com/,"13611 S Dixie Hwy #379, Miami, FL 33176",,,,4.3,,['Home automation company'],,serpapi
Digital Bay Tech | Smart Home Automation,(786) 727-2190,http://www.digitalbaytech.com/,"13611 S Dixie Hwy #379, Miami, FL 33176",,,,4.3,,Home automation company,,serpapi
Digital Future Marketing,(404) 583-5904,http://www.futurevintageagency.com/,,,,,5,,Marketing agency,,serpapi
Digital Radiology Inc.,(954) 834-6362,https://lifeimagingfla.com/contact/?utm_source=gmb_auth,"2344 Douglas Rd, Coral Gables, FL 33134",,,,4.9,,Medical diagnostic imaging center,,serpapi
Dion Generators Solutions,(305) 450-8787,https://diongenerators.com/,"12931 SW 84th Avenue Rd, Miami, FL 33156",,,,4.8,,"['Electric generator shop', 'Electrical installation service', 'Electrician']",,serpapi
Direct Processing Network,(855) 955-6111,http://www.directprocessingnetwork.com/,"12915 SW 132nd St STE 4B, Miami, FL 33186",,,,4.8,,['Software company'],,serpapi
DMG Corporation,(305) 510-9766,,,,,,1,,"['Cleaning service', 'Service establishment']",,serpapi
Doc B's Restaurant + Bar,(786) 864-1220,https://docbsrestaurant.com/locations/coral-gables,"301 Miracle Mile, Coral Gables, FL 33134",,,,4.7,,"['American restaurant', 'Bar', 'Restaurant']",,serpapi
Doc Digital SEM,(954) 737-3031,https://docdigitalsem.com/locations/fort-lauderdale-digital-marketing-agency/?utm_source=google&utm_medium=gmb_fort_lauderdale&utm_campaign=local_seo,"501 E Las Olas Blvd #300, Fort Lauderdale, FL 33301",,,,5,,Internet marketing service,,serpapi
Doctors Hospital,(786) 308-3000,https://baptisthealth.net/locations/hospitals/doctors-hospital?utm_source=yext&utm_medium=google&utm_campaign=listing&y_source=1_MTIwNTAyMzUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"5000 University Dr, Coral Gables, FL 33146",,,,4.8,,['Hospital'],,serpapi
Dogtown,(305) 448-5225,https://www.barkfetchrun.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,"3686 Grand Ave, Miami, FL 33133",,,,4.5,,Dog day care center,,serpapi
Dojo Izakaya,(305) 849-3456,http://www.dojomiami.com/,"148 Giralda Ave, Coral Gables, FL 33134",,,,4.4,,['Food and drink'],,serpapi
Dollar General,(786) 633-4430,https://www.dollargeneral.com/store-directory/fl/miami/12984,"5175 SW 8th St, Miami, FL 33134",,,,4.2,,"['Dollar store', 'Convenience store', 'Discount store', 'Drug store', 'Gift shop', 'Grocery store', 'Toy store']",,serpapi
Dollar Tree,(786) 864-1585,https://locations.dollartree.com/fl/miami/3301-coral-way-103?utm_source=google&utm_medium=organic&utm_campaign=maps,"3301 Coral Wy #103, Miami, FL 33145",,,,4.1,,Dollar store,,serpapi
Domino's,(305) 448-7900,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps_menutest,"1400 Ponce de Leon Blvd, Coral Gables, FL 33134",,,,3.3,678,Pizza delivery,,serpapi
Don Pan International Bakery,,http://www.donpan.com/,"400 S Dixie Hwy, Coral Gables, FL 33146",,,,4,,"['Venezuelan restaurant', 'Bakery', 'Cake shop', 'Restaurant']",,serpapi
Don Quixote De La Mancha,(305) 444-9293,http://www.actorsplayhouse.org/,"280 Miracle Mile, Coral Gables, FL 33134",,,,4.7,,['Performing arts theater'],,serpapi
Donlevy-Rosen & Rosen,(305) 447-0061,http://protectyou.com/,"2121 Ponce de Leon Blvd # 320, Coral Gables, FL 33134",,,,5,,['Attorney'],,serpapi
Donut with Balls Number 28,+1 305-203-0552,http://www.antoniobachour.com/,"2020 Salzedo St, Miami, FL 33134, United States",,,,4.6,,Bakery,,serpapi
DoodyCalls of Miami,(305) 520-7904,https://www.doodycalls.com/miami/?utm_source=GMrB&utm_medium=organic&utm_campaign=CoralGables,,,,,5,,"['Waste management service', 'Debris removal service', 'Service establishment', 'Lawn care service', 'Pet supply store', 'Tent rental service', 'Turf supplier']",,serpapi
Door Dash,,,,,,,1.7,,Corporate office,,serpapi
Dopazo & Associates Insurance Services,(305) 470-8500,http://www.dopazoinsurance.com/,"10723 SW 104th St, Miami, FL 33176",,,,4.8,,"['Insurance agency', 'Auto insurance agency', 'Health insurance agency', 'Home insurance agency']",,serpapi
Double C,(305) 800-6672,http://www.mrccoconutgrove.com/,"2988 McFarlane Rd, Coconut Grove, FL 33133",,,,4.6,,Hotel,,serpapi
Douglas Elliman,(305) 695-6060,https://www.elliman.com/florida/office/510-b-705-111646/coral-gables?utm_source=GMB&utm_medium=Organic_search&utm_campaign=GMB_Coral_Gables_FL,"1515 Sunset Dr #10, Coral Gables, FL 33143",,,,5,,"['Real estate agency', 'Commercial real estate agency', 'Real estate agent', 'Real estate consultant']",,serpapi
Dream Team Law,(855) 255-8326,https://www.dreamteamfightsforyou.com/,"1120 Ponce de Leon Blvd, Coral Gables, FL 33134",,,,4.7,209,['Personal injury attorney'],,serpapi
"Dream Team Law, PLLC",(855) 255-8326,https://www.dreamteamfightsforyou.com/,"1120 Ponce de Leon Blvd, Coral Gables, FL 33134",,,,4.7,209,['Personal injury attorney'],,serpapi
Drip N Bodied,(305) 908-9282,http://www.dripnbodied.com/,"1001 Ponce de Leon Blvd Suite A, Coral Gables, FL 33134",,,,5,,['Medical spa'],,serpapi
Drury Law Firm,(305) 615-1617,http://hddlawfirm.com/,"1200 Anastasia Ave #240, Coral Gables, FL 33134",,,,5,,Law firm,,serpapi
Dukanee Beauty Supply,(305) 666-7830,http://www.dukaneebeautysupply.com/,"7101 SW 8th St, Miami, FL 33144",,,,4.9,,Beauty supply store,,serpapi
DUNDUNs - Barbershop Coral Gables,(786) 689-5516,https://dundunbarbershop.com/,"2263 SW 37th Ave, Coral Gables, FL 33145",,,,5,,['Barber shop'],,serpapi
Dunkin',(305) 444-1805,https://www.dunkindonuts.com/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=300797,"2720 S Dixie Hwy E, Miami, FL 33133",,,,3.8,,Coffee shop,,serpapi
E. Gomez CPA LLC,(305) 497-0552,https://www.egomezcpa.com/,"4000 Ponce de Leon Blvd #470, Coral Gables, FL 33146",,,,4.9,,"['Certified public accountant', 'Accounting firm', 'Bookkeeping service', 'Tax consultant', 'Tax preparation']",,serpapi
Early Learning Coalition of MiamiDade/Monroe,(305) 646-7220,http://www.elcmdm.org/,"2555 Ponce de Leon Blvd STE 210, Coral Gables, FL 33134",,,,3.8,,['Non-profit organization'],,serpapi
"Easescreen America, LLC",(305) 592-0909,http://www.screentechusa.com/,"1601 NW 72nd Ave, Miami, FL 33126",,,,4,,['Exporter'],,serpapi
Ecig Shop Miami,(786) 542-6255,https://www.vapensmokeshop.com/,"467 S Dixie Hwy, Coral Gables, FL 33146",,,,4.5,,Tobacco shop,,serpapi
education,(305) 443-4871,https://sites.google.com/view/coral-gables-adult/english?authuser=0,"Enter from Le Jeune Road, 450 Bird Rd Bldg #9, Coral Gables, FL 33146",,,,5,,English language school,,serpapi
Edward Bernier,,http://www.citybeautiful.net/,Florida,,,,,,,,serpapi
Edward Jones,+1 305-460-9594,https://www.edwardjones.com/us-en/financial-advisor/nicolas-eterovic?y_source=1_NDE3NjAxNi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"150 Alhambra Cir STE 1170, Coral Gables, FL 33134, United States",,,,,,Financial consultant,,serpapi
Einstein Bros. Bagels,(305) 284-1134,,"1350 Miller Dr, Coral Gables, FL 33146",,,,4,,"['Bagel shop', 'Bakery', 'Breakfast restaurant', 'Cafe']",,serpapi
El Atlacatl,(305) 649-8000,http://www.elatlacatlmiami.com/,"3199 SW 8th St, Miami, FL 33135",,,,4.2,,Salvadoran restaurant,,serpapi
El Car Wash,(866) 305-4329,https://elcarwash.com/fl/car-wash-in-coral-gables/,"5201 SW 8th St, Coral Gables, FL 33134",,,,4.8,,"['Car wash', 'Car detailing service']",,serpapi
El Churrascaso Grill Bird Road,,https://www.instagram.com/elchurrascasogrill_birdroad?igsh=Y2FnczI3ZHN2ZnVz,"6505 SW 40th St, Miami, FL 33155",,,,4.4,,['Restaurant'],,serpapi
El Mago de las Fritas,(305) 266-8486,http://elmagodelasfritas.com/,"5828 SW 8th St, Miami, FL 33144",,,,4.8,,"['Cuban restaurant', 'Caribbean restaurant', 'Latin American restaurant']",,serpapi
El Palacio de los Jugos,(786) 616-8913,https://elpalaciodelosjugos.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=SW-16-y-27-Ave,"1545 SW 27th Ave, Miami, FL 33145",,,,4.3,,Cuban restaurant,,serpapi
El Quart Segell,(305) 448-8224,https://lacasitacubancuisine.com/,"3805 SW 8th St, Coral Gables, FL 33134",,,,4.5,,"['Cuban restaurant', 'Spanish restaurant']",,serpapi
El Rey de las Fritas,(305) 644-6054,https://elreydelasfritas.com/,"1821 SW 8th St, Miami, FL 33135",,,,4.5,,"['Cuban restaurant', 'Breakfast restaurant', 'Brunch restaurant', 'Hamburger restaurant', 'Restaurant']",,serpapi
El Shaddai Skincare Day Spa,(305) 284-8636,http://pecansdayspacoralgables.com/,"520 Biltmore Way, Coral Gables, FL 33134",,,,4.9,,Day spa,,serpapi
El Taquitos,(305) 846-9608,https://www.eltaquito.restaurant/,"1380 SW 8th St, Miami, FL 33135",,,,4.1,,Mexican restaurant,,serpapi
Element Miami International Airport,(305) 636-1600,https://www.marriott.com/en-us/hotels/miael-element-miami-international-airport/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"3525 NW 25th St, Miami, FL 33142",,,,4,,"['Hotel', 'Meeting planning service']",,serpapi
Elia At Sebastian's Cafe,(786) 558-4548,https://newman-alumni-center.com/about-2/sebastians-cafe/,"6200 San Amaro Dr, Coral Gables, FL 33146",,,,4.9,,['Cafe'],,serpapi
Eliptek Technology Group,(888) 601-5351,https://elevateconsult.com/contact-us/,"1172 S Dixie Hwy, Coral Gables, FL 33146",,,,5,,['Computer security service'],,serpapi
Ella Paradis,(833) 880-8833,,"8880 NW 20th St STE K-L, Miami, FL 33172",,,,5,1,['Adult entertainment store'],,serpapi
Emmy Squared Pizza,+1 786-607-3669,,"230 Miracle Mile, Coral Gables, FL 33134, United States",,,,4.4,,"['Restaurant', 'Pizza restaurant']",,serpapi
Enrique Munoz,(305) 261-7777,http://www.enriquemunozstudio.com/,"6055 SW 8th St, West Miami, FL 33144",,,,4.5,,"['Photographer', 'Photo lab', 'Portrait studio', 'Wedding photographer']",,serpapi
Epic Smiles Miami,(786) 245-6181,https://dentistlittlehavana.com/?utm_source=google&utm_medium=social&utm_campaign=Epic+Smiles+Miami&utm_term=Dentist+Little+Havana,"2525 SW 8th St, Miami, FL 33135",,,,4.9,,"['Dentist', 'Cosmetic dentist', 'Dental clinic']",,serpapi
Episcopal Church Center,(305) 284-2333,http://www.umchapel.org/,"1150 Stanford Dr, Coral Gables, FL 33146",,,,4.9,16,Episcopal church,,serpapi
Equinox Coral Gables,(786) 497-8200,https://www.equinox.com/clubs/florida/coralgables?cid=gmb,"370 San Lorenzo Ave, Coral Gables, FL 33146",,,,3.6,,"['Gym', 'Physical fitness program', 'Pilates studio', 'Spa', 'Yoga studio']",,serpapi
Equipaws Pet Services,(305) 794-3733,http://www.equipawspetservices.com/,"5825 Sunset Dr # 306, South Miami, FL 33143",,,,4.9,,"['Dog walker', 'Pet sitter']",,serpapi
