business_id,business_name,category_primary,postcode,expected_dataset,license_status,license_number,license_expiry,matched_name,match_score,notes
cybs,CYBS,consulting,33134,,not_required,,,,,
cynthiagolomb,Cynthia Golomb,healthcare,33146,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
dmnails,D & M Nails,personal_services,33146,,not_required,,,,,
dade_county_federal_credit_union,Dade County Federal Credit Union,banking,33134,,not_required,,,,,
dade_maytag_home_appliance_center,Dade Maytag Home Appliance Center,retail,33155,,not_required,,,,,
dadeschool,Dade School,education,33134,,not_required,,,,,
dadelanddermatologygroupdavidrodriguezmd,"Dadeland Dermatology Group: David Rodriguez, MD",healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
dairy_queen,Dairy Queen,food_beverage,33155,food_service,verified_active,SEA2321246,10/01/2026,DAIRY QUEEN,100,
dameradreize,Damera & Dreize PA,legal,33134,,not_required,,,,,
dancesway,Dance Sway,arts_culture,33143,,not_required,,,,,
daniels,Daniel's,food_beverage,33146,food_service,verified_active,SEA2336018,10/01/2026,DANIEL'S MIAMI,100,
danielsmiami,Daniel's Miami,food_beverage,33146,food_service,verified_active,SEA2336018,10/01/2026,DANIEL'S MIAMI,100,
danittzazimiclabel,Danittza Zimic Label,retail,33146,,not_required,,,,,
datapro,"Datapro, Inc.",technology,33134,,not_required,,,,,
davidfairchildelementaryschool,David Fairchild Elementary School,education,33146,,not_required,,,,,
davidhernandezc,"David Hernandez, C.P.A., P.A.",accounting,33134,,not_required,,,,,
davidplummerassociates,David Plummer & Associates Inc,professional_services,33134,,not_required,,,,,
david_william_hotel_condo_association,David William Hotel Condo Association,hospitality,33134,,not_required,,,,,
davinci_institute,DaVinci Institute,education,33133,,not_required,,,,,
dawsonassociatesc,"Dawson & Associates, CPA",accounting,33134,,not_required,,,,,
daybreak,Daybreak,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
dc_financial_services_llc,"DC Financial Services, LLC",financial_services,33134,,not_required,,,,,
delahozperezbarbeitop,"De La Hoz, Perez & Barbeito, PLLC",accounting,33134,,not_required,,,,,
delaosac,DE LA OSA C.P.A.,accounting,33134,,not_required,,,,,
de_maio_immigration_law_pllc,"De Maio Immigration Law, PLLC",legal,33134,,not_required,,,,,
dean_of_students_office,Dean of Students Office,professional_services,33146,,not_required,,,,,
decomarketing,Deco Marketing LLC,marketing,33134,,not_required,,,,,
decorhousefurniture,Decor House Furniture,retail,33146,,not_required,,,,,
dedicated_public_adjusters,Dedicated Public Adjusters,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
dedicated_wealth_partners_of_raymond_james,Dedicated Wealth Partners of Raymond James,financial_services,33134,,not_required,,,,,
deelvolkswagencoralgables,Deel Volkswagen Coral Gables,auto_dealer,33133,,not_required,,,,,
deltoroinsurance,Del Toro Insurance,insurance,33134,,not_required,,,,,
delgado_garcia_communications,Delgado Garcia Communications,personal_services,33134,,not_required,,,,,
delia_izquierdo_insurance_agency_inc,Delia Izquierdo Insurance Agency Inc,insurance,33134,,not_required,,,,,
delightsofbeirut,Delights of Beirut,food_beverage,33143,food_service,verified_active,SEA2333136,10/01/2026,DELIGHTS OF BEIRUT,100,
dennys,Denny's,food_beverage,33146,food_service,verified_active,SEA2318042,10/01/2026,DENNY'S RESTAURANT #8698,100,
dentistsofcoralgables,Dentists of Coral Gables,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
derm360merrickrk,Derm360-Merrick Park,healthcare,33146,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
derma_era_holistic_med_spa,Derma Era Holistic Med Spa,wellness,33134,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
dermatologochildrensskenter,DERMATOLOGO Children's Skin Center,healthcare,33146,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
dermatologyassociatesresearch,Dermatology Associates & Research,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
designhouse,Designhouse,professional_services,33134,,not_required,,,,,
devoncleaners,Devon Cleaners,personal_services,33146,,not_required,,,,,
diamondbanc,Diamond Banc,retail,33134,,not_required,,,,,
diced,Diced,food_beverage,33155,food_service,verified_active,SEA2335359,10/01/2026,DICED,100,
digestivemedicineassociates,Digestive Medicine Associates,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
digital_future_marketing,Digital Future Marketing,marketing,33134,,not_required,,,,,
discoverydaycarecenter,Discovery Day Care Center,education,33146,,not_required,,,,,
discoveryyearschildcarecenter,Discovery Years Child Care Center,education,33134,,not_required,,,,,
districtinstructionalcenter10,District Instructional Center 10,education,33143,,not_required,,,,,
districtinstructionalcenter8,District Instructional Center 8,education,33134,,not_required,,,,,
districtinstructionalcenter9,District Instructional Center 9,education,33143,,not_required,,,,,
dixieautoservice,Dixie Auto Service Inc,auto_dealer,33143,,not_required,,,,,
dlelawyersabogadosdeaccidentesmiami,DLE Lawyers | Abogados De Accidentes Miami,legal,33134,,not_required,,,,,
dmg_corporation,DMG Corporation,financial_services,33134,,not_required,,,,,
doc_bs_restaurant__bar,Doc B's Restaurant + Bar,food_beverage,33134,food_service,verified_active,SEA2335577,10/01/2026,DOC B'S FRESH KITCHEN,100,
doctorsmedicalcenter,Doctor's Medical Center,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
doctors_hospital,Doctors Hospital,healthcare,33146,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
doctorshospitalsportsmedicinetherapy,Doctors Hospital Sports Medicine Therapy,healthcare,33146,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
doctorsindependentmedical,Doctors Independent Medical,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
doerenmayhew,Doeren Mayhew,food_beverage,33143,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
dogtown,Dogtown,personal_services,33133,,not_required,,,,,
dohanlaw,Dohan Law,legal,33134,,not_required,,,,,
dollar_general,Dollar General,retail,33134,,not_required,,,,,
dollar_tree,Dollar Tree,retail,33134,,not_required,,,,,
dominos,Domino's,food_beverage,33146,food_service,verified_active,NOS2311546,10/01/2026,DOMINOS PIZZA #5090,100,
don_pan_international_bakery,Don Pan International Bakery,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
don_quixote_de_la_mancha,Don Quixote De La Mancha,hospitality,33146,,not_required,,,,,
donetmcmillantrontz,"Donet, McMillan & Trontz, P.A.",legal,33134,,not_required,,,,,
donlevyrosen_rosen,Donlevy-Rosen & Rosen,legal,33134,,not_required,,,,,
donut_with_balls_number_28,Donut with Balls Number 28,hospitality,33146,,not_required,,,,,
dopazo_associates_insurance_services,Dopazo & Associates Insurance Services,insurance,33133,,not_required,,,,,
doubledayengineering,DoubleDay Engineering,professional_services,33134,,not_required,,,,,
douglas_elliman,Douglas Elliman,real_estate,33143,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
douglasellimanrealestateofficeoralgablesfl,"Douglas Elliman Real Estate Office in Coral Gables, FL",real_estate,33143,real_estate,unlicensed,,,,,no active DBPR Real Estate Commission (corporations) license found in area
dralysaherman,Dr. Alysa Herman,healthcare,33146,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
dramarilisgonzalezmd,"Dr. Amarilis Gonzalez, MD",other,33134,,not_required,,,,,
drceciliammarinpsyd,"Dr. Cecilia M. Marin, Psy.D.",healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
drdulceccabreramd,"Dr. Dulce C. Cabrera, MD",healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
drfernandamercademd,"Dr. Fernanda Mercade, MD",other,33134,,not_required,,,,,
drfranciscoakerdelmd,"Dr. Francisco A. Kerdel, MD",healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
drfrankdon,Dr. Frank Don,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
drfranklinpimentelmd,"Dr. Franklin Pimentel, MD",other,33134,,not_required,,,,,
drisraelcabrera,Dr. Israel Cabrera,other,33146,,not_required,,,,,
drivangcarrasquillaescotomd,"Dr. Ivan G. Carrasquilla-Escoto, MD",healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
drjoaquinmjimenezdecardenasmd,"Dr. Joaquin M. Jimenez De Cardenas, MD",healthcare,33146,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
drjoseglampreabe,Dr. Jose G. Lampreabe,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
drkarenmartinezzensmiles,Dr. Karen Martinez - Zen Smiles,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
drmartingrossmandccoralgableschiropracticcentre,"Dr. Martin Grossman, DC - Coral Gables Chiropractic Centre",healthcare,33133,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
drmichaelgutierrez,Dr. Michael Gutierrez,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
drrhehardreyesmd,"Dr. Rheinchard Reyes, MD",healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
drrubejrdomd,"Dr. Rube J. Pardo, MD",healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
drstephaniemaypsyd,"Dr. Stephanie May, Psy.D.",healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
drtjgiuffrida,Dr. TJ Giuffrida,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
dream_team_law,Dream Team Law,legal,33134,,not_required,,,,,
dsnhousecollectivemiamicreativeagency,DSN HOUSE COLLECTIVE - Miami Creative Agency,marketing,33134,,not_required,,,,,
dukanee_beauty_supply,Dukanee Beauty Supply,personal_services,33155,,not_required,,,,,
duncanelectricalservice,Duncan Electrical Service,construction,33146,construction,unlicensed,,,,,no active DBPR Construction Industry license found in area
dunkin,Dunkin',food_beverage,33143,food_service,verified_active,SEA2334306,10/01/2026,DUNKIN DONUTS #10,100,
durbansegninigallery,Durban Segnini Gallery,arts_culture,33146,,not_required,,,,,
dynamicaarchitecture,Dynamica Architecture,professional_services,33134,,not_required,,,,,
egomezc,E. Gomez CPA LLC,accounting,33146,,not_required,,,,,
early_learning_coalition_of_miamidademonroe,Early Learning Coalition of MiamiDade/Monroe,education,33134,,not_required,,,,,
eastshorearchitects,Eastshore Architects,professional_services,33133,,not_required,,,,,
eatinghousemiami,Eating House Miami,food_beverage,33134,food_service,verified_active,SEA2337303,10/01/2026,EATING HOUSE,100,
ebenezerdaycareandkindergarten,Ebenezer Day Care and Kindergarten,education,33134,,not_required,,,,,
ebenezerdaycarecenter,Ebenezer Day Care Center,education,33134,,not_required,,,,,
eberjeycoralgablesatshopsatmerrickrk,Eberjey Coral Gables at Shops at Merrick Park,retail,33146,,not_required,,,,,
ecig_shop_miami,Ecig Shop Miami,retail,33155,,not_required,,,,,
ecogreenhandyman,EcoGreen Handyman,construction,33134,construction,unlicensed,,,,,no active DBPR Construction Industry license found in area
ecrengineering,ECR Engineering,professional_services,33134,,not_required,,,,,
edelmanfinancialengines,Edelman Financial Engines,financial_services,33134,,not_required,,,,,
edwardbeinereyewearatcocowalkcoconutgrove,Edward Beiner Eyewear at CocoWalk Coconut Grove,healthcare,33133,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
edward_bernier,Edward Bernier,retail,33133,,not_required,,,,,
edward_jones,Edward Jones,financial_services,33134,,not_required,,,,,
einstein_bros_bagels,Einstein Bros. Bagels,food_beverage,33143,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
el_car_wash,El Car Wash,auto_dealer,33155,,not_required,,,,,
el_churrascaso_grill_bird_road,El Churrascaso Grill Bird Road,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
el_mago_de_las_fritas,El Mago de las Fritas,food_beverage,33144,food_service,verified_active,SEA2318733,10/01/2026,EL MAGO DE LAS FRITAS,100,
el_palacio_de_los_jugos,El Palacio de los Jugos,food_beverage,33155,food_service,verified_active,SEA2326328,10/01/2026,EL PALACIO DE LOS JUGOS,100,
ellomarpetshop,El Palomar Pet Shop,retail,33134,,not_required,,,,,
el_pinero,El Pinero,retail,33155,,not_required,,,,,
el_quart_segell,El Quart Segell,hospitality,33146,,not_required,,,,,
elsalvadorschool,El Salvador School,education,33134,,not_required,,,,,
el_shaddai_skincare_day_spa,El Shaddai Skincare Day Spa,retail,33134,,not_required,,,,,
el_taquitos,El Taquitos,food_beverage,33134,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
elaineking,Elaine King,financial_services,33146,,not_required,,,,,
electricsuntanningsalons,Electric Sun Tanning Salons,personal_services,33143,,not_required,,,,,
elekronelectric,Elekron Electric Inc,construction,33134,construction,unlicensed,,,,,no active DBPR Construction Industry license found in area
elevatemiamichurch,Elevate Miami Church,nonprofit,33133,,not_required,,,,,
elevatepsychiatry,Elevate Psychiatry,healthcare,33133,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
elevatedglamour,Elevated Glamour,personal_services,33134,,not_required,,,,,
elf,Elf,marketing,33134,,not_required,,,,,
elia_at_sebastians_caf,Elia At Sebastian's Cafe,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
ella_paradis,Ella Paradis,retail,33134,,not_required,,,,,
elsatalerofamilydaycarehome,Elsa Talero Family Day Care Home,education,33134,,not_required,,,,,
emergent_global_investments_llc,"Emergent Global Investments, LLC",financial_services,33134,,not_required,,,,,
emilianobreitsalons,Emiliano Breit Salon & Spa,personal_services,33134,,not_required,,,,,
empoweredlivingchiropractic,Empowered Living Chiropractic,healthcare,33133,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
engirtners,Engipartners,professional_services,33134,,not_required,,,,,
englishcenterheadstart,English Center Head Start,education,33134,,not_required,,,,,
enrique_muoz,Enrique Munoz,construction,33144,construction,unlicensed,,,,,no active DBPR Construction Industry license found in area
enterprise,Enterprise,auto_dealer,33143,,not_required,,,,,
entrepidus,Entrepidus,technology,33134,,not_required,,,,,
envisionoptique,Envision Optique,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
epiphanyschool,Epiphany School,education,33143,,not_required,,,,,
episcopal_church_center,Episcopal Church Center,nonprofit,33146,,not_required,,,,,
equinox,EQUINOX,wellness,33146,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
equinoxcoralgables,Equinox Coral Gables,wellness,33146,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
ernestogonzalez,Ernesto Gonzalez PA,accounting,33134,,not_required,,,,,
ernestomotel,Ernesto Motel,hospitality,33134,,not_required,,,,,
esqtitle__real_estate_law,ESQ.title | Real Estate Law,legal,33134,,not_required,,,,,
esri,Esri,technology,33134,,not_required,,,,,
essenceboutique,Essence Boutique,retail,33134,,not_required,,,,,
esthetics_by_salima,Esthetics by Salima,retail,33143,,not_required,,,,,
esthetique_spa,Esthetique Spa,retail,33155,,not_required,,,,,
estrella_insurance,Estrella Insurance,insurance,33155,,not_required,,,,,
europeanautoservicecenter,European Auto Service Center,auto_dealer,33146,,not_required,,,,,
eutelsat_americas_miami,Eutelsat Americas Miami,professional_services,33134,,not_required,,,,,
evangelism_for_christ_church,Evangelism for Christ Church,nonprofit,33143,,not_required,,,,,
evelynrichardsonfamilydaycarecenter,Evelyn Richardson Family Day Care Center,education,33143,,not_required,,,,,
evensky_katz_foldes_financial_wealth_management,Evensky & Katz / Foldes Financial Wealth Management,accounting,33134,,not_required,,,,,
everbank,EverBank,banking,33134,,not_required,,,,,
evgochargingstation,EVgo Charging Station,construction,33134,construction,unlicensed,,,,,no active DBPR Construction Industry license found in area
evolutionsalons,Evolution Salon & Spa,personal_services,33134,,not_required,,,,,
executive_tropic_garden_hotel,Executive Tropic Garden Hotel,hospitality,33144,,not_required,,,,,
express_travel_a_gray_dawes_company,Express Travel (a Gray Dawes Company),accounting,33146,,not_required,,,,,
extacymotel,Extacy Motel,hospitality,33134,,not_required,,,,,
extra_space_storage,Extra Space Storage,retail,33143,,not_required,,,,,
exxon,Exxon,auto_dealer,33155,,not_required,,,,,
eyeglassplace,Eyeglass Place Inc,healthcare,33146,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
ezgeneralcontractor,EZ General Contractor LLC,construction,33155,construction,verified_active,CMC1251822,08/31/2028,EZ GENERAL CONTRACTOR LLC,100,
f45trainingcoralgables,F45 Training Coral Gables,wellness,33143,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
fabsconstructionremodeling,Fab's Construction & Remodeling,construction,33134,construction,verified_active,CGC020606,08/31/2026,R B S CONSTRUCTION INC,100,
facialmaniamedscoralgables,Facial Mania Med Spa - Coral Gables,wellness,33146,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
faculty_club,Faculty Club,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
fairlawnelementaryschool,Fairlawn Elementary School,education,33144,,not_required,,,,,
family_dollar,Family Dollar,retail,33144,,not_required,,,,,
fantasy_1958,"Fantasy, 1958",hospitality,33146,,not_required,,,,,
fcc_usa_soccer_for_peace_foundation,FCC USA (Soccer for Peace Foundation),nonprofit,33134,,not_required,,,,,
fecundfig,FecundFig,marketing,33134,,not_required,,,,,
ferrari,Ferrari,retail,33134,,not_required,,,,,
ferrerlaw,Ferrer Law PA,legal,33134,,not_required,,,,,
fine_line_furniture_accessories,Fine Line Furniture & Accessories,retail,33146,,not_required,,,,,
fingerprinttechnologies,Fingerprint Technologies,personal_services,33134,,not_required,,,,,
fintech_espresso,Fintech Espresso,professional_services,33134,,not_required,,,,,
fiola_miami,Fiola Miami,food_beverage,33146,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
fiorista,Fiorista,retail,33134,,not_required,,,,,
firstamericanbank,First American Bank,banking,33134,,not_required,,,,,
first_baptist_church_of_south_miami,First Baptist Church of South Miami,nonprofit,33146,,not_required,,,,,
first_citizens_bank,First Citizens Bank,banking,33134,,not_required,,,,,
first_horizon_bank,First Horizon Bank,banking,33143,,not_required,,,,,
first_solution_insurance,First Solution Insurance,insurance,33155,,not_required,,,,,
first_umc_coral_gables_church,First UMC Coral Gables  Church,nonprofit,33134,,not_required,,,,,
firstunitedmethodistchurchofcoralgablesthegrowingplaceschool,First United Methodist Church of Coral Gables & The Growing Place School,nonprofit,33134,,not_required,,,,,
firstbankfloridacoralgables,FirstBank Florida - Coral Gables,banking,33134,,not_required,,,,,
fitness_first,Fitness First,wellness,33134,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
fitness1midtown,Fitness1 Midtown,wellness,33134,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
five_guys,Five Guys,food_beverage,33146,food_service,verified_active,SEA2332228,10/01/2026,FIVE GUYS BURGERS AND FRIES,100,
flagleranimalclinic,Flagler Animal Clinic,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
flaglerautoreir,Flagler Auto Repair,auto_dealer,33155,,not_required,,,,,
flaglernails,Flagler Nails,personal_services,33134,,not_required,,,,,
flaglersmokeshop,Flagler smoke shop,retail,33134,,not_required,,,,,
flagstarbank,Flagstar Bank,banking,33134,,not_required,,,,,
flanaganbodenheimerinjuryandwrongfuldeathlawfirm,Flanagan & Bodenheimer Injury and Wrongful Death Law Firm,legal,33134,,not_required,,,,,
flemings_prime_steakhouse_wine_bar_coral_gables,Fleming's Prime Steakhouse & Wine Bar Coral Gables,food_beverage,33134,food_service,verified_active,SEA2330934,10/01/2026,FLEMING'S PRIME STEAKHOUSE #2005,91,
flipwash,FlipWash,auto_dealer,33134,,not_required,,,,,
floralinea,Floralinea,retail,33133,,not_required,,,,,
floranaflowers,Florana Flowers,retail,33155,,not_required,,,,,
floridaacademicdermatologycenter,Florida Academic Dermatology Center,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
florida_construction_engineering,Florida Construction & Engineering,professional_services,33134,,not_required,,,,,
floridadoctorsgroup,Florida Doctors Group,consulting,33134,,not_required,,,,,
florida_education_institute,Florida Education Institute,education,33144,,not_required,,,,,
floridalanguageinstitute,Florida Language Institute,education,33143,,not_required,,,,,
florida_lemark_corporation,Florida Lemark Corporation,construction,33146,construction,verified_active,CGC057870,08/31/2028,FLORIDA LEMARK CORPORATION,100,
florida_state_day_celebrations_inc,Florida State Day Celebrations Inc.,personal_services,33155,,not_required,,,,,
floridatrustandestatepro,Florida Trust and Estate Pro,legal,33134,,not_required,,,,,
floridianfirstrealty,Floridian First Realty,real_estate,33146,real_estate,verified_active,CQ1047365,31-MAR-28,FLORIDIAN FIRST REALTY CORP,100,
floridianfurnitureco,Floridian Furniture Co,retail,33134,,not_required,,,,,
flossy_smiles_dental_implants__esthetics_dr_gio,Flossy Smiles Dental Implants & Esthetics: Dr. Gio,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
flowerdreammiami,Flower Dream Miami,retail,33134,,not_required,,,,,
flowers__services,Flowers & Services,retail,33155,,not_required,,,,,
flowersatthegables,Flowers at the Gables,retail,33146,,not_required,,,,,
fluidmarketplaces,Fluid Marketplaces,marketing,33134,,not_required,,,,,
flyingwithairyogadance,Flying with Air - Yoga & Dance,wellness,33134,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
focaccia_bistro,Focaccia Bistro,food_beverage,33133,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
fogodechobraziliansteakhouse,Fogo de Chao Brazilian Steakhouse,food_beverage,33134,food_service,verified_active,SEA2336838,10/01/2026,FOGO DE CHAO,100,
fontana_italian_biltmore_hotel_miami,Fontana Italian Biltmore Hotel Miami,food_beverage,33134,food_service,verified_active,SEA2322779,10/01/2026,BILTMORE LOUNGE,100,
food__drink_station,Food & Drink Station,food_beverage,33143,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
foreverpools,ForeverPools,wellness,33134,out_of_scope,out_of_scope,,,,,massage/therapy may need DOH license — verify manually
forma_dental,Forma Dental,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
formulamiami,Formula Miami,auto_dealer,33146,,not_required,,,,,
formula_one_sports_cars,Formula One Sports Cars,retail,33146,,not_required,,,,,
fortuninsurance,Fortun Insurance,insurance,33134,,not_required,,,,,
foundationoftheamericas,Foundation of the Americas,nonprofit,33134,,not_required,,,,,
four_leaf_marketing_consulting,Four Leaf Marketing & Consulting,consulting,33134,,not_required,,,,,
four_points_by_sheraton_coral_gables,Four Points by Sheraton Coral Gables,hospitality,33134,,not_required,,,,,
foxslounge,Fox's Lounge,food_beverage,33143,food_service,unlicensed,,,,,no active DBPR Hotels & Restaurants (food service) license found in area
francesstuckerelementaryschool,Frances S Tucker Elementary School,education,33134,,not_required,,,,,
fredastairedancestudios,Fred Astaire Dance Studios,education,33134,,not_required,,,,,
freddo_traditional_gelato,Freddo Traditional Gelato,food_beverage,33134,food_service,verified_active,SEA2337072,10/01/2026,FREDDO CORAL GABLES,100,
freedom_christian_academy,Freedom Christian Academy,education,33134,,not_required,,,,,
frenchies_dinner,Frenchies Dinner,food_beverage,33134,food_service,verified_active,SEA2321912,10/01/2026,FRENCHIE'S,100,
fresco,Fresco,retail,33144,,not_required,,,,,
fresh_del_monte_produce_inc,Fresh Del Monte Produce Inc.,retail,33134,,not_required,,,,,
friedlandcarmona,Friedland | Carmona,legal,33146,,not_required,,,,,
fritz__franz_bierhaus,Fritz & Franz Bierhaus,food_beverage,33134,food_service,verified_active,SEA2327071,10/01/2026,FRITZ & FRANZ BIERHAUS,100,
frost_school_of_music,Frost School of Music,education,33146,,not_required,,,,,
fuelfoamdetailing,Fuel & Foam Detailing,auto_dealer,33134,,not_required,,,,,
fullserviceconstructioncomnyoharalandscapeandmaintenance,Full-service construction company O'Hara Landscape and Maintenance Inc,construction,33146,construction,verified_active,CRC1327498,08/31/2026,Y & Y CONSTRUCTION INC,100,
fundacionmanosdelsur,Fundacion Manos del Sur,nonprofit,33146,,not_required,,,,,
fusion_md_cosmetic_surgery,Fusion MD Cosmetic Surgery,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
fyzicaltherapyandbalancecentersformerlyphysicaltherapyassociates,Fyzical Therapy and Balance Centers - formerly Physical Therapy Associates PA,healthcare,33143,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
g_alvarez_studio_inc,"G Alvarez Studio, Inc.",professional_services,33134,,not_required,,,,,
gh_factor_llc,"G.H. Factor, LLC",other,33133,,not_required,,,,,
gw_carver_elementary_school,G.W. Carver Elementary School,education,33146,,not_required,,,,,
gables_academy_of_miami,Gables Academy of Miami,education,33146,,not_required,,,,,
gablesanimalclinic,Gables Animal Clinic,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
gablesautobrokers,Gables Auto Brokers Inc.,auto_dealer,33165,,not_required,,,,,
gables_cigars,Gables Cigars,retail,33134,,not_required,,,,,
gablesconstructiongroup,Gables Construction Group,construction,33134,construction,verified_active,CGC1522181,08/31/2028,GABLES CONSTRUCTION GROUP CORP,100,
gablescovehotel,Gables Cove Hotel,hospitality,33134,,not_required,,,,,
gableseliteinsurance,Gables Elite Insurance Inc,insurance,33134,,not_required,,,,,
gables_engineering,Gables Engineering,professional_services,33146,,not_required,,,,,
gablesexceptionaldentistry,Gables Exceptional Dentistry,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
gablesexceptionalsmiles,Gables Exceptional Smiles,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
gablesfamilydentalofcoralgables,Gables Family Dental of Coral Gables,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
gablesfancycorner,Gables Fancy Corner,retail,33134,,not_required,,,,,
gablesfinancialrtnersmiami,Gables Financial Partners Miami,financial_services,33134,,not_required,,,,,
gables_inn,Gables Inn,hospitality,33146,,not_required,,,,,
gablesismile,Gables iSmile,healthcare,33134,out_of_scope,out_of_scope,,,,,FL Dept. of Health (not DBPR — check flhealthsource.gov)
