business_id,business_name,website
coralplumbingservices,Coral Plumbing & Services,
coralreefplumbing,Coral Reef Plumbing,
coralterraceelementaryschool,Coral Terrace Elementary School,
coralterraceschool,Coral Terrace School,
coral_villa_christian_academy,Coral Villa Christian Academy,
coralwayanimalclinic,Coral Way Animal Clinic,https://www.coralwayanimalclinic.us/
coralwaychiropracticcenter,Coral Way Chiropractic Center,
coralwaycleaners,Coral Way Cleaners,
coralwaydisccenter,Coral Way Disc Center,
coral_wealth_management,Coral Wealth Management,https://coralwm.com
cordo_claims_group_llc,"Cordo Claims Group, LLC",https://cordoclaims.com
corevents_inc,CorEvents Inc.,https://corevents.com
corkandbarrelwineandspirits,Cork and Barrel Wine and Spirits,
cornishhernandezgonzalezp,"Cornish Hernandez Gonzalez, PLLC",http://lungdoctors.com/
oschemapilatesrehab,CorpoSchema Pilates & Rehab,
cortadito_coffee_house,Cortadito Coffee House,https://cortaditocoffeehouse.com
cortaditocoffeehousecoralgables,Cortadito Coffee House Coral Gables,https://cortaditocoffeehouse.com/
corwilarchitects,Corwil Architects Inc,
cosabellabeautysalonands,Cosa bella beauty salon and spa,
cosford_cinema,Cosford Cinema,https://cosfordcinema.com
costazulperuviancuisine,Costazul Peruvian Cuisine,https://costazulmiami.com/
counseling_center,Counseling Center,https://miamicounseling.com/
countach,Countach Inc.,
courtyard_by_marriott_miami_at_dolphin_mall,Courtyard by Marriott Miami at Dolphin Mall,https://marriott.com/miadm
courtyardbymarriottmiamicoconutgrove,Courtyard by Marriott Miami Coconut Grove,https://www.marriott.com/en-us/hotels/miagv-courtyard-miami-coconut-grove/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0
courtyard_marriott_miami_coral_gables,Courtyard Marriott Miami Coral Gables,https://marriott.com/miagb
courtyard_miami_coconut_grove,Courtyard Miami Coconut Grove,https://www.marriott.com/miagv
courtyard_miami_coral_gables,Courtyard Miami Coral Gables,https://www.marriott.com/miagb
coutler_discount,Coutler Discount,
coyo_taco,Coyo Taco,https://coyotaco.com/coralgables
cmiami,CPA Miami,http://www.cpamiami.com/
cpselectric,CPS Electric Inc,
crbeautystudio,CR Beauty Studio LLC,
craftcoconutgrove,CRAFT Coconut Grove,
craftcoralgables,CRAFT Coral Gables,https://www.craftmiami.us/
craftsouthmiami,CRAFT South Miami,https://www.craftmiami.us/
craft_with_a_purpose,Craft With A Purpose,https://craftwithapurpose.com
cratebarrel,Crate & Barrel,https://www.crateandbarrel.com/stores/coral-gables/str814?utm_source=gmb&utm_medium=organic_search
crawford_real_estate_holdings_llc,"Crawford Real Estate Holdings, LLC",https://crawfordrealestateholdings.com
crazyfornails,Crazy For Nails Corp,
cremagourmet,Crema Gourmet,
crema_gourmet_espresso_bar,Crema Gourmet Espresso Bar,https://cremagourmet.com
cricket_wireless,Cricket Wireless,https://www.cricketwireless.com/stores/fl/coral-gables/4823-sw-8th-st-spc-no4823?utm_source=Google&utm_medium=Organic_Search&utm_campaign=Yext_Listings
crown,Crown,https://crownwineandspirits.com/
crownwinespirits,Crown Wine & Spirits,
crystal_academy_therapy_center,Crystal Academy Therapy Center,
crystal_academy_therapy_center_school_autism_developmental_d,Crystal Academy Therapy Center & School  Autism & Developmental Delays,https://crystalacademycg.org
cuban_museum,Cuban Museum,https://coralgablesmuseum.org/
cucina_fresca,Cucina Fresca,
cuetoengineering,Cueto Engineering,
cueto_law_group,Cueto Law Group,https://cuetolawgroup.com/
cueto_law_group_pl,"Cueto Law Group, P.L.",https://cuetolawgroup.com
cumminscederbergcoastalmarineengineering,Cummins Cederberg - Coastal & Marine Engineering,
curvesnwaves,Curves N' Waves,
cushman_wakefield,Cushman & Wakefield,https://cushmanwakefield.com
cuttingedgeinnovative,Cutting Edge Innovative,
cviche105,CVI.CHE 105,https://ceviche105.com
cviche105coralgables,CVI.CHE 105 - Coral Gables,https://www.ceviche105.com/
cvs,CVS,https://www.cvs.com/store-locator/miami-fl-pharmacies/3349-pan-american-drive-miami-fl-33133/storeid=11413?WT.mc_id=LS_GOOGLE_FS_11413
cvs_pharmacy,CVS Pharmacy,https://www.cvs.com/store-locator/coral-gables-fl-pharmacies/1160-s-dixie-hwy-coral-gables-fl-33146/storeid=4059
cvspharmacyyms,CVS Pharmacy y más,https://www.cvs.com/store-locator/miami-fl-pharmacies/5695-sw-8th-street-miami-fl-33134/storeid=3443?WT.mc_id=LS_GOOGLE_RX_3443
dmnails,D & M Nails,https://www.drlisareiss.com/
dade_county_federal_credit_union,Dade County Federal Credit Union,https://dcfcu.org
dade_county_medical_association,Dade County Medical Association,https://miamimed.com
dade_maytag_home_appliance_center,Dade Maytag Home Appliance Center,https://www.maxappliancerepairmiami.com/
dadeschool,Dade School,
dadelanddermatologygroupdavidrodriguezmd,"Dadeland Dermatology Group: David Rodriguez, MD",http://www.lolysoptical.com/
dailyflowsmovementstudio,Daily Flows Movement Studio,
dairy_queen,Dairy Queen,https://www.dairyqueen.com/locations/fl/miami/4040-sw-67th-ave/5427
dameradreize,Damera & Dreize PA,
dancesway,Dance Sway,https://dancesway.com/
daniels,Daniel's,https://www.danielssteak.com/miami/
danielsmiami,Daniel's Miami,
datapro,"Datapro, Inc.",
davidfairchildelementaryschool,David Fairchild Elementary School,
davidhernandezc,"David Hernandez, C.P.A., P.A.",
davidplummerassociates,David Plummer & Associates Inc,
davidswilligchartered,David S. Willig Chartered,
david_william_hotel_condo_association,David William Hotel Condo Association,
davinci_institute,DaVinci Institute,
dawsonassociatesc,"Dawson & Associates, CPA",
day_pitney,Day Pitney,https://daypitney.com
daybreak,Daybreak,https://dineoncampus.com/miami
dc_financial_services_llc,"DC Financial Services, LLC",https://2ndchancecredit.net
delahozperezbarbeitop,"De La Hoz, Perez & Barbeito, PLLC",https://dpbcpa.com
delaosac,DE LA OSA C.P.A.,
de_maio_immigration_law_pllc,"De Maio Immigration Law, PLLC",https://www.demaio-law.com/
dean_of_students_office,Dean of Students Office,https://doso.students.wisc.edu/
debowsky_design_group,Debowsky Design Group,https://debowsky.com
decomarketing,Deco Marketing LLC,
decolores_collision_center,DeColores Collision Center,https://decolorescollisioncenter.com/
decorhousefurniture,Decor House Furniture,https://www.decorhousefurniture.com/
dedicated_public_adjusters,Dedicated Public Adjusters,https://dedicatedpa.com
dedicated_wealth_partners_of_raymond_james,Dedicated Wealth Partners of Raymond James,https://raymondjames.com/dedicatedwealthpartners
deelvolkswagencoralgables,Deel Volkswagen Coral Gables,
deltoroinsurance,Del Toro Insurance,https://www.deltoroinsurance.com/florida-insurance-agency-coral-gables/
delanceywine,Delancey Wine,
deleites_events_catering,DeleiteS | Events & Catering,https://deleitesevents.com
delgado_garcia_communications,Delgado Garcia Communications,https://dgcommunications.com
delia_izquierdo_insurance_agency_inc,Delia Izquierdo Insurance Agency Inc,https://deliaizquierdoinsuranceagency.com
delightsofbeirut,Delights of Beirut,
delta_air_lines,Delta Air Lines,https://delta.com
dennys,Denny's,https://locations.dennys.com/FL/CORAL-GABLES/248698
dentistsofcoralgables,Dentists of Coral Gables,https://www.dentistsofcoralgables.com/?sc_cid=GBP%3AO%3AGP%3A984%3AOrganic_Search%3AGeneral%3Ana&_vsrefdom=organic_gbp&y_source=1_MTA5OTAzMzctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
derm360merrickrk,Derm360-Merrick Park,https://godoghq.com/research-triangle-park-intro-offer/
derma_era_holistic_med_spa,Derma Era Holistic Med Spa,https://dermaleraspa.com
dermatologochildrensskenter,DERMATOLOGO Children's Skin Center,
dermatologyassociatesresearch,Dermatology Associates & Research,
design_resource_center,Design Resource Center,https://designresourcecentersf.com
designhouse,Designhouse,https://designhouseagency.com
devoncleaners,Devon Cleaners,
diamondbanc,Diamond Banc,
diced,Diced,http://dicedfood.com/
digestivemedicineassociates,Digestive Medicine Associates,
digital_bay_tech,Digital Bay Tech,http://www.digitalbaytech.com/
digital_bay_tech_smart_home_automation,Digital Bay Tech | Smart Home Automation,https://digitalbaytech.com
digital_future_marketing,Digital Future Marketing,http://www.futurevintageagency.com/
digital_radiology_inc,Digital Radiology Inc.,https://lifeimagingfla.com/contact/?utm_source=gmb_auth
dion_generators_solutions,Dion Generators Solutions,https://diongenerators.com
direct_processing_network,Direct Processing Network,https://directprocessingnetwork.com
discoverydaycarecenter,Discovery Day Care Center,
discoveryyearschildcarecenter,Discovery Years Child Care Center,
districtinstructionalcenter10,District Instructional Center 10,
districtinstructionalcenter8,District Instructional Center 8,
districtinstructionalcenter9,District Instructional Center 9,
dixieautoservice,Dixie Auto Service Inc,
dlelawyersabogadosdeaccidentesmiami,DLE Lawyers | Abogados De Accidentes Miami,http://kaplantriallawyers.com/
dmg_corporation,DMG Corporation,https://giovannymadridfr.com
docbsfreshkitchen,Doc B's Fresh Kitchen,
doc_bs_restaurant__bar,Doc B's Restaurant + Bar,https://docbsrestaurant.com/locations/coral-gables
docdigitalsem,Doc Digital SEM,https://docdigitalsem.com
doctorsmedicalcenter,Doctor's Medical Center,
doctors_hospital,Doctors Hospital,https://baptisthealth.net/en/facilities/doctors-hospital/
doctorshospitalsportsmedicinetherapy,Doctors Hospital Sports Medicine Therapy,
doctorsindependentmedical,Doctors Independent Medical,
dogtown,Dogtown,https://www.barkfetchrun.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp
dohanlaw,Dohan Law,http://www.dohanlaw.com/
dojo_izakaya,Dojo Izakaya,http://www.dojomiami.com/
dollar_general,Dollar General,https://www.dollargeneral.com/store-directory/fl/miami/12984
dollar_tree,Dollar Tree,https://www.dollartree.com/locations/fl/miami/5029/
dominos,Domino's,https://pizza.dominos.com/florida/coral-gables/5877-ponce-de-leon-blvd
don_pan_international_bakery,Don Pan International Bakery,https://donpan.com/
don_quixote_de_la_mancha,Don Quixote De La Mancha,http://www.actorsplayhouse.org/
donetmcmillantrontz,"Donet, McMillan & Trontz, P.A.",
donlevyrosen_rosen,Donlevy-Rosen & Rosen,https://protectyou.com
donut_with_balls_number_28,Donut with Balls Number 28,http://www.antoniobachour.com/
doodycalls_of_miami,DoodyCalls of Miami,https://doodycalls.com/miami
door_dash,Door Dash,https://doordash.com
dopazo_associates_insurance_services,Dopazo & Associates Insurance Services,https://dopazoinsurance.com
double_c,Double C,https://doublec.com
doubledayengineering,DoubleDay Engineering,
douglas_elliman,Douglas Elliman,https://elliman.com
douglasellimanrealestateofficeoralgablesfl,"Douglas Elliman Real Estate Office in Coral Gables, FL",https://www.elliman.com/florida/office/510-b-705-111646/coral-gables?utm_source=GMB&utm_medium=Organic_search&utm_campaign=GMB_Coral_Gables_FL
dralysaherman,Dr. Alysa Herman,http://www.bodyworkchiro.com/
dramarilisgonzalezmd,"Dr. Amarilis Gonzalez, MD",https://www.toplinemd.com/the-center-for-gynecology-and-restorative-medicine/marien-yanes/
drceciliammarinpsyd,"Dr. Cecilia M. Marin, Psy.D.",http://www.drceciliamarin.com/
drdulceccabreramd,"Dr. Dulce C. Cabrera, MD",
drfernandamercademd,"Dr. Fernanda Mercade, MD",https://drmercade.com/
drfranciscoakerdelmd,"Dr. Francisco A. Kerdel, MD",
drfrankdon,Dr. Frank Don,http://www.mymedicalproviders.com/
drfranklinpimentelmd,"Dr. Franklin Pimentel, MD",
drisraelcabrera,Dr. Israel Cabrera,
drivangcarrasquillaescotomd,"Dr. Ivan G. Carrasquilla-Escoto, MD",http://www.primecare1.com/
drjoaquinmjimenezdecardenasmd,"Dr. Joaquin M. Jimenez De Cardenas, MD",
drjorgergarciaod,Dr. Jorge R Garcia OD PA,http://www.jorgergarciaodpa.com/
drjoseglampreabe,Dr. Jose G. Lampreabe,
drkarenmartinezzensmiles,Dr. Karen Martinez - Zen Smiles,
drmartingrossmandccoralgableschiropracticcentre,"Dr. Martin Grossman, DC - Coral Gables Chiropractic Centre",
drmichaelgutierrez,Dr. Michael Gutierrez,https://jacksonhealth.org/find-a-doctor/michael-gutierrez/
drrhehardreyesmd,"Dr. Rheinchard Reyes, MD",https://www.rreyesmd.com/
drrubejrdomd,"Dr. Rube J. Pardo, MD",
drstephaniemaypsyd,"Dr. Stephanie May, Psy.D.",https://www.drstephaniemay.com/
drtjgiuffrida,Dr. TJ Giuffrida,
drwilliammoyaldcccspcoralwaychiropracticcenter,"Dr. William Moyal, DC, CCSP - Coral Way Chiropractic Center",
dream_team_law,Dream Team Law,https://dreamteamfightsforyou.com
dream_team_law_pllc,"Dream Team Law, PLLC",https://Dreamteamfightsforyou.com
drip_n_bodied,Drip N Bodied,https://dripnbodied.com
drury_law_firm,Drury Law Firm,https://drurypa.com
dsnhousecollectivemiamicreativeagency,DSN HOUSE COLLECTIVE - Miami Creative Agency,
dukanee_beauty_supply,Dukanee Beauty Supply,http://www.dukaneebeautysupply.com/
duncanelectricalservice,Duncan Electrical Service,
dunduns__barbershop_coral_gables,DUNDUNs - Barbershop Coral Gables,https://dundunbarbershop.com/
dunkin,Dunkin',https://locations.dunkindonuts.com/en/fl/miami/8099-s-dixie-hwy/349618
durbansegninigallery,Durban Segnini Gallery,
dynamicaarchitecture,Dynamica Architecture,
egomezc,E. Gomez CPA LLC,https://www.egomezcpa.com/
early_learning_coalition_of_miamidademonroe,Early Learning Coalition of MiamiDade/Monroe,https://elcmdm.org
easescreen_america_llc,"Easescreen America, LLC",https://easescreen.com
east_coast_properties_commercial_real_estate,East Coast Properties & Commercial Real Estate,https://www.acehardware.com/store-details/18010
eastshorearchitects,Eastshore Architects,
eastsidecellars,Eastside Cellars,
eatinghouse,Eating House,
eatinghousemiami,Eating House Miami,
ebenezerdaycareandkindergarten,Ebenezer Day Care and Kindergarten,
ebenezerdaycarecenter,Ebenezer Day Care Center,
eberjeycoralgablesatshopsatmerrickrk,Eberjey Coral Gables at Shops at Merrick Park,http://www.eberjey.com/
ecig_shop_miami,Ecig Shop Miami,http://ecigshopmiami.com/
ecrengineering,ECR Engineering,
edelmanfinancialengines,Edelman Financial Engines,
edwardbeinereyewearatcocowalkcoconutgrove,Edward Beiner Eyewear at CocoWalk Coconut Grove,http://www.edwardfisherdmd.com/
edward_bernier,Edward Bernier,https://www.edwardbeiner.com/boutiques/coconut-grove/
edward_jones,Edward Jones,https://edwardjones.com/alexvenot
einstein_bros_bagels,Einstein Bros. Bagels,https://locations.einsteinbros.com/us/fl/south-miami/5946-s-dixie-hwy
eisneramper,EisnerAmper,https://eisneramper.com
el_atlacatl,El Atlacatl,https://elatlacatlmiami.com/
elbrazofuertebakery,El Brazo Fuerte Bakery,
el_car_wash,El Car Wash,https://elcarwash.com/fl/car-wash-in-coral-gables/
el_churrascaso_grill_bird_road,El Churrascaso Grill Bird Road,https://www.instagram.com/elchurrascasogrill_birdroad?igsh=Y2FnczI3ZHN2ZnVz
el_mago_de_las_fritas,El Mago de las Fritas,http://www.elmagodelasfritas.com/
el_palacio_de_los_jugos,El Palacio de los Jugos,https://elpalaciodelosjugos.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=SW-16-y-27-Ave
ellomarpetshop,El Palomar Pet Shop,
el_pinero,El Pinero,
el_quart_segell,El Quart Segell,https://lacasitacubancuisine.com/
el_rey_de_las_fritas,El Rey de las Fritas,https://www.elreydelasfritas.com/
elsalvadorschool,El Salvador School,
el_shaddai_skincare_day_spa,El Shaddai Skincare Day Spa,http://www.elshaddaiskincaredayspa.com/
el_taquitos,El Taquitos,https://www.eltaquito.restaurant/
elaineking,Elaine King,
electricsuntanningsalons,Electric Sun Tanning Salons,
electrikpros,Electrik Pros,
elekronelectric,Elekron Electric Inc,
element_miami_international_airport,Element Miami International Airport,https://elementhotels.marriott.com
elevatemiamichurch,Elevate Miami Church,
elia_at_sebastians_caf,Elia At Sebastian's Cafe,https://newmanalumnicenter.miami.edu/about-2/sebastians-cafe/
eliptek_technology_group,Eliptek Technology Group,https://eliptek.com
ella_paradis,Ella Paradis,https://www.ellaparadis.com/miami
elsatalerofamilydaycarehome,Elsa Talero Family Day Care Home,
emergent_global_investments_llc,"Emergent Global Investments, LLC",https://emergentgi.com
emilianobreitsalons,Emiliano Breit Salon & Spa,https://www.emilianobreitsalon.com/
emmy_squared_pizza,Emmy Squared Pizza,https://emmysquaredpizza.com
empoweredlivingchiropractic,Empowered Living Chiropractic,
englishcenterheadstart,English Center Head Start,
enrique_muoz,Enrique Munoz,https://www.enriquemunozstudio.com/
enterprise,Enterprise,
entrepidus,Entrepidus,
envisionoptique,Envision Optique,https://www.envisionoptique.com/
epgdbusinesslaw,EPGD Business Law,https://epgdlaw.com
epic_smiles_miami,Epic Smiles Miami,https://dentistlittlehavana.com/?utm_source=google&utm_medium=social&utm_campaign=Epic+Smiles+Miami&utm_term=Dentist+Little+Havana
epiphanyschool,Epiphany School,
episcopal_church_center,Episcopal Church Center,http://www.umchapel.org/
equinox,EQUINOX,https://equinox.com/clubs/florida/coral-gables
equinoxbryantrk,Equinox Bryant Park,
equinoxcoralgables,Equinox Coral Gables,https://equinox.com
equinoxgramercy,Equinox Gramercy,
equinoxgreenwichavenue,Equinox Greenwich Avenue,
equinoxhighline,Equinox High Line,
equinoxrockefellercenter,Equinox Rockefeller Center,
equinoxtribeca,Equinox Tribeca,
equinoxwallstreet,Equinox Wall Street,
equipaws_pet_services,Equipaws Pet Services,https://equipawspetservices.com
equitable_advisors,Equitable Advisors,https://southflorida.equitableadvisors.com
erba,Erba,https://erbamiami.com
erba_miami,Erba Miami,http://erbamiami.com/
erica_simons,Erica Simons,https://www.drsimonplasticsurgery.com/
erin_anding,Erin Anding,https://erinhuyler.ewm.com/
ernestogonzalez,Ernesto Gonzalez PA,
esqtitle__real_estate_law,ESQ.title | Real Estate Law,https://www.esqtitle.law
esri,Esri,
essenceboutique,Essence Boutique,https://www.essencemiami.com/collections/whats-new
estetica_le_fate_llc,"Estetica Le Fate, LLC",https://lefatespa.com
esthetics_by_salima,Esthetics by Salima,https://estheticsbyhalima.com/?y_source=1_MTAxNjMxNzE2NC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
esthetique_spa,Esthetique Spa,http://www.skintiquemiami.com/
estrella_insurance,Estrella Insurance,https://agents.estrellainsurance.com/en-us/fl/miami/327.html?utm_source=google&utm_medium=cpc
europeanautoservicecenter,European Auto Service Center,
eutelsat_americas_miami,Eutelsat Americas Miami,http://www.eutelsat.com
evangelism_for_christ_church,Evangelism for Christ Church,https://www.cccgables.org/
evelynrichardsonfamilydaycarecenter,Evelyn Richardson Family Day Care Center,
evensky_katz_foldes_financial_wealth_management,Evensky & Katz / Foldes Financial Wealth Management,https://evenskykatz.com
everbank,EverBank,https://everbank.com
evgochargingstation,EVgo Charging Station,
evolution_payment_systems,Evolution Payment Systems,https://evolutionpayments.com
evolutionsalons,Evolution Salon & Spa,
executive_tropic_garden_hotel,Executive Tropic Garden Hotel,https://www.executivefantasyhotels.com/
exit9giftemporium,Exit9 Gift Emporium,
explore_foster_miami,Explore Foster Miami,https://explorefostermiami.com
express_travel_a_gray_dawes_company,Express Travel (a Gray Dawes Company),https://expresstravelus.com
extendedstayamericapremiersuitesmiamicoralgables,Extended Stay America Premier Suites- Miami - Coral Gables,https://www.extendedstayamerica.com/hotels/fl/miami/coral-gables?channel=gmb-listing&utm_source=google&utm_medium=organic&utm_campaign=gmb_listing
extensis_hr,Extensis HR,https://extensishr.com
extra_space_storage,Extra Space Storage,https://www.extraspace.com/storage/facilities/us/florida/miami/3672/
exxon,Exxon,https://www.exxon.com/en/find-station/200316004
eyeglassplace,Eyeglass Place Inc,
ezgeneralcontractor,EZ General Contractor LLC,
ezmiamiplumbingservicereiremergency,EZ Miami Plumbing Service Repair & Emergency,
f45trainingcoralgables,F45 Training Coral Gables,
fabsconstructionremodeling,Fab's Construction & Remodeling,
faadebakery,Facade Bakery,https://www.instagram.com/facademiami/
facialmaniamedscoralgables,Facial Mania Med Spa - Coral Gables,
faculty_club,Faculty Club,https://dineoncampus.com/miami/faculty-club
fairchild_tropical_botanic_garden,Fairchild Tropical Botanic Garden,https://fairchildgarden.org
fairlawnelementaryschool,Fairlawn Elementary School,http://www.dadeschools.net/schools/schoolinformation/school_details.asp?id=1801
family_dollar,Family Dollar,https://locations.familydollar.com/fl/miami/5978-sw-64th-street?utm_source=google&utm_medium=organic&utm_campaign=maps
family_medical_group_gables,Family Medical Group Gables,https://thefamilymedgroup.com
fantasy_1958,"Fantasy, 1958",http://www.citybeautiful.net/
fcc_usa_soccer_for_peace_foundation,FCC USA (Soccer for Peace Foundation),https://fcc.futbol/usa
fercomotors,Ferco Motors,
ferdinand_funeral_homes__crematory,Ferdinand Funeral Homes & Crematory,https://www.ferdinandfuneralhomes.com/
ferrari,Ferrari,https://miami.ferraridealers.com/en-US/
ferrerlaw,Ferrer Law PA,https://www.sl-cpa.net/
fiallo_design,Fiallo Design,https://fiallodesign.com
fiba_international_basketball_federation,FIBA (International Basketball Federation),https://fiba.basketball
fine_line_furniture_accessories,Fine Line Furniture & Accessories,https://fineline.us
fine_line_furniture_and_accessories,Fine Line Furniture and Accessories,https://fineline.us
fingerprinttechnologies,Fingerprint Technologies,
fintech_espresso,Fintech Espresso,https://fintechespresso.com/
fiola_miami,Fiola Miami,
firstamericanbank,First American Bank,https://firstambank.com
first_baptist_church_of_south_miami,First Baptist Church of South Miami,http://coralpark.org/
first_citizens_bank,First Citizens Bank,https://firstcitizens.com
first_horizon_bank,First Horizon Bank,https://firsthorizon.com
first_solution_insurance,First Solution Insurance,http://www.firstsolutioninsurance.com/
first_umc_coral_gables_church,First UMC Coral Gables  Church,https://welovecoralgables.org
firstunitedmethodistchurchofcoralgablesthegrowingplaceschool,First United Methodist Church of Coral Gables & The Growing Place School,
first_united_methodist_church_of_miami,First United Methodist Church of Miami,https://firstchurchmiami.org
firstbank_florida,FirstBank Florida,https://1firstbank.com
firstbankfloridacoralgables,FirstBank Florida - Coral Gables,
fis_global,FIS Global,https://fisglobal.com
fitness_first,Fitness First,https://www.lifetime.life/locations/fl/coral-gables.html?utm_source=google&utm_medium=local&utm_campaign=google-local-club
five_guys,Five Guys,https://restaurants.fiveguys.com/1540-s-dixie-highway-(us-1)
flagleranimalclinic,Flagler Animal Clinic,
flaglerautoreir,Flagler Auto Repair,
flaglernails,Flagler Nails,
flaglersmokeshop,Flagler smoke shop,
flagstar,Flagstar,https://flagstar.com
flagstarbank,Flagstar Bank,https://www.flagstar.com/coral-gables-flagstar-bank-florida-2240.html
flanaganbodenheimerinjuryandwrongfuldeathlawfirm,Flanagan & Bodenheimer Injury and Wrongful Death Law Firm,
flatironwinesspirits,Flatiron Wines & Spirits,
fleites_law_pa,"Fleites Law, P.A.",https://www.fleiteslaw.com
flemings_prime_steakhouse_wine_bar_coral_gables,Fleming's Prime Steakhouse & Wine Bar Coral Gables,https://flemingssteakhouse.com
flor_de_flamenco,Flor de Flamenco,https://flordeflamenco.com
floridaacademicdermatologycenter,Florida Academic Dermatology Center,
florida_blue,Florida Blue,https://floridablue.com
florida_construction_engineering,Florida Construction & Engineering,https://fcebuild.com
floridadoctorsgroup,Florida Doctors Group,
florida_education_institute,Florida Education Institute,https://www.fei.edu/
floridafinancialadvisors,Florida Financial Advisors,
florida_grand_opera,Florida Grand Opera,https://fgo.org
florida_international_university,Florida International University,https://fiu.edu
floridalanguageinstitute,Florida Language Institute,
florida_lemark_corporation,Florida Lemark Corporation,https://floridalemark.com
florida_power_light,Florida Power & Light,https://fpl.com
florida_restaurant_lodging_association,Florida Restaurant & Lodging Association,https://frla.org
florida_retail_federation,Florida Retail Federation,https://frf.org
florida_state_day_celebrations_inc,Florida State Day Celebrations Inc.,https://floridastateday.com
floridatrustandestatepro,Florida Trust and Estate Pro,
floridianfirstrealty,Floridian First Realty,http://www.floridianfirstrealty.com/
floridianfurnitureco,Floridian Furniture Co,http://floridianfurniture.com/
flossy_smiles_dental_implants__esthetics_dr_gio,Flossy Smiles Dental Implants & Esthetics: Dr. Gio,https://www.flossysmiles.com/
flowerdreammiami,Flower Dream Miami,https://www.flowerdreammiami.com/
flowers__services,Flowers & Services,http://www.bfleur.com/
flowersatthegables,Flowers at the Gables,https://shopflowersatthegables.com/
fluentica,Fluentica,https://fluenticanyc.com
fluidmarketplaces,Fluid Marketplaces,
flyingwithairyogadance,Flying with Air - Yoga & Dance,
focaccia_bistro,Focaccia Bistro,http://www.focacciabistro.com
fogodechobraziliansteakhouse,Fogo de Chao Brazilian Steakhouse,https://fogodechao.com/location/coral-gables/
fogo_de_cho_coral_gables,Fogo de Chao Coral Gables,https://fogo.com
fohhn_audio_americas_llc,"Fohhn Audio Americas, LLC",https://fohnn.com
fontaine_retirement_group,Fontaine Retirement Group,https://fontaineretirement.com
fontana_italian_biltmore_hotel_miami,Fontana Italian Biltmore Hotel Miami,https://www.biltmorehotel.com/dining/fontana/
fontanarestaurant,Fontana Restaurant,
fontana_ristorante,Fontana Ristorante,https://biltmorehotel.com/coralgablesdining/fontana
food__drink_station,Food & Drink Station,https://www.craftmiami.us/
foreyes,For Eyes,https://locations.foreyes.com/fl/miami/3542-coral-way.html?y_source=1_NjM2NzY5MDktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
forma_dental,Forma Dental,https://formadental.co/
formulamiami,Formula Miami,
formula_one_sports_cars,Formula One Sports Cars,https://formula-1-sport-cars.ebizautos.com/
fortuninsurance,Fortun Insurance,http://www.oneinsuranceservices.com/
foundationoftheamericas,Foundation of the Americas,
four_leaf_marketing_consulting,Four Leaf Marketing & Consulting,https://fourleafmc.com
four_points_by_sheraton_coral_gables,Four Points by Sheraton Coral Gables,https://marriott.com/fllfp
foxslounge,Fox's Lounge,https://www.foxslounge.com/
francesstuckerelementaryschool,Frances S Tucker Elementary School,
francesco,Francesco,https://francescorestaurant.com
frank_rolfes,Frank Rolfes,http://www.rascoklock.com/
fratellino,Fratellino,
fredastairedancestudios,Fred Astaire Dance Studios,
fred_astaire_dance_studios_coral_gables,Fred Astaire Dance Studios  Coral Gables,https://fredastaire.com/coralgables
freddo_traditional_gelato,Freddo Traditional Gelato,https://freddo.com
freebee,Freebee,https://ridefreebee.com
freedom_christian_academy,Freedom Christian Academy,
freemans_hindman,Freeman's | Hindman,https://hindmanauctions.com
frenchies_dinner,Frenchies Dinner,http://www.frenchiesdiner.com
fresco,Fresco,https://www.frescoymas.com/
frescoyms,Fresco y Más,
fresh_del_monte_produce_inc,Fresh Del Monte Produce Inc.,https://freshdelmonte.com
friends_of_gables_high,Friends of Gables High,https://friendsofgableshigh.org
friends_of_the_underline,Friends of The Underline,https://theunderline.org
fritz__franz_bierhaus,Fritz & Franz Bierhaus,https://www.bierhaus.cc/
fritzandfranzbierhaus,Fritz and Franz Bierhaus,
frost_school_of_music,Frost School of Music,https://music.miami.edu
frost_science_museum,Frost Science Museum,https://frostscience.org
fullserviceconstructioncomnyoharalandscapeandmaintenance,Full-service construction company O'Hara Landscape and Maintenance Inc,https://oharalandscape.com
fundacionmanosdelsur,Fundacion Manos del Sur,
fusion_md_cosmetic_surgery,Fusion MD Cosmetic Surgery,https://www.fusionmdcosmeticsurgery.com
futura_optical,Futura Optical,https://futuraeyedoctors.com
futurama1637artbuilding,Futurama 1637 Art Building,http://www.instagram.com/futurama1637artgalleries
fytpersonaltraining,Fyt Personal Training,
fyzicaltherapyandbalancecentersformerlyphysicaltherapyassociates,Fyzical Therapy and Balance Centers - formerly Physical Therapy Associates PA,https://doctors.umiamihealth.org/provider/Patrick+Elias/728069
g_alvarez_studio_inc,"G Alvarez Studio, Inc.",https://galvarezstudio.com
gfajardoartgallery,G. Fajardo Art Gallery,
gh_factor_llc,"G.H. Factor, LLC",https://ghfactor.net
gw_carver_elementary_school,G.W. Carver Elementary School,https://gwces.com
gables_academy_of_miami,Gables Academy of Miami,
