business_id,business_name,contact_name,phone,website,address,latitude,longitude,postcode,neighborhood_area,category_primary,category_secondary,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,top_delights,top_pain_points,osint_confidence,validation_tier,red_flag_present,red_flag_severity,red_flag_notes,chamber_member,source_file,batch_id,last_reviewed_date,corroboration_sources,corroboration_count,sunbiz_status,sunbiz_name,sunbiz_filing_number,price_tier_source,lat,lon,pkp_edges_summary,pkp_key_signals,pkp_node_type,pkp_picks_shovels_summary,pkp_primary_actions,pkp_primary_risks,pkp_undercurrents_summary,review_count_source
cebadarooftop,Cebada Rooftop,,(786) 409-2287,http://cebadarooftop.com/,,25.7497,-80.2647,33134,Ponce de Leon Corridor,food_beverage,Spanish restaurant,$$,4.2,Google (Outscraper),87,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.751219499999998,-80.257361,Ponce corridor professional cluster,Monitor for rating/review changes,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Prospect for CGCC membership,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,inferred
cecile,Cecile,,(305) 397-8206,http://www.cecilebakerycafe.com/,5738 Sunset Drive,25.7062,-80.282,33143,Sunset / South Gables,retail,retail/bakery,$$,4.5,Google (SerpApi),36,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.704201,-80.2861702,Local business network,High rating (4.5) — quality leader; Low validation confidence — verify status,asset,POS systems; inventory management; commercial lease market,Prospect for CGCC membership,E-commerce disruption; foot traffic dependency,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,inferred
centennial_bank,Centennial Bank,Mr. Joaquin O. Guerrero,(786) 413-1265,https://my100bank.com,"121 Alhambra Plz Ste 1750, Coral Gables, FL 33134",25.742227,-80.266061,,Coral Gables,banking,Banking and Financial Services,$$,4.2,Google (SerpApi),20,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network; Alhambra financial cluster,Monitor for rating/review changes,infrastructure,Federal Reserve system; FDIC; payment processing networks,Maintain monitoring cadence,Standard operational risks,Fintech competition; crypto regulation; de-risking Latin correspondent banking,inferred
centerforsocialchange,Center for Social Change,,(786) 235-8030,http://www.4socialchange.org/,,25.753,-80.235,33145,Coral Gables,nonprofit,Non-profit organization,$,4.7,Google (Outscraper),52,,,0.85,High,Y,Critical,multiple_issues(2),N,outscraper,,2026-02-19,google,1,,,,inferred,25.7509339,-80.2286556,Local business network,High rating (4.7) — quality leader,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
central_christian_church,Central Christian Church,,(305) 446-6132,https://www.cccgables.org/,"222 Menores Ave #3906, Coral Gables, FL 33134",25.7497,-80.2647,33134,Ponce de Leon Corridor,nonprofit,nonprofit/place_of_worship,$,4.9,Google (SerpApi),54,,,0.60,Low,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,"google,osm",2,,,,original,25.7579472,-80.2597612,Ponce corridor professional cluster,High rating (4.9) — quality leader; Low validation confidence — verify status,asset,General commercial infrastructure,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,original
centralchristianchurchcccgables,Central Christian Church (CCC Gables),,(305) 446-6132,https://www.cccgables.org/,,25.7497,-80.2647,33134,Ponce de Leon Corridor,nonprofit,Christian church,$,4.9,Google (Outscraper),54,,,1.0,High,N,,,N,outscraper,,2026-02-19,"google,osm",2,,,,inferred,25.757997999999997,-80.259844,Ponce corridor professional cluster,High rating (4.9) — quality leader,asset,General commercial infrastructure,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,original
centralchristianchurchfooddistributioncenter,Central Christian Church - Food Distribution Center,,(305) 446-6132,http://www.cccgables.org/,,25.7497,-80.2647,33134,Ponce de Leon Corridor,banking,Food bank,$$,4.9,Google (Outscraper),20,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.757942099999998,-80.2598241,Ponce corridor professional cluster; Alhambra financial cluster,High rating (4.9) — quality leader,infrastructure,Federal Reserve system; FDIC; payment processing networks,Prospect for CGCC membership,Standard operational risks,Fintech competition; crypto regulation; de-risking Latin correspondent banking,inferred
centralperkwineandspirits,Central Perk Wine and Spirits,,(212) 350-9914,http://centralperkwinenyc.com/,,25.742227,-80.266061,10019,Coral Gables,retail,Liquor store,$$,4.6,Google (Outscraper),36,,,0.55,Moderate,Y,Critical,multiple_issues(3),N,outscraper,,2026-02-19,google,1,,,,inferred,,,Local business network,High rating (4.6) — quality leader,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
centuryhomebuildersgroup,Century Homebuilders Group,,(305) 599-8100,https://www.centuryhomebuilders.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,,25.7497,-80.2647,33134,Ponce de Leon Corridor,real_estate,Real estate developer,$$,3.7,Google (Outscraper),56,,,0.95,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7556849,-80.25864589999999,Ponce corridor professional cluster,Monitor for rating/review changes,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
ceperoeyecarecenter,Cepero Eyecare Center,,(305) 858-4057,http://miamieyeexam.com/,,25.753,-80.235,33145,Coral Gables,healthcare,Optometrist,$$$,4.8,Google (Outscraper),52,,,0.55,Moderate,Y,Critical,multiple_issues(3),N,outscraper,,2026-02-19,google,1,,,,inferred,25.7510099,-80.22219989999999,Local business network,High rating (4.8) — quality leader,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
cernudaarte,Cernuda Arte,,(305) 461-1050,,,25.7497,-80.2647,33134,Ponce de Leon Corridor,arts_culture,Art gallery,$$,4.6,Google (Outscraper),8,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7429384,-80.25809579999999,Ponce corridor professional cluster,High rating (4.6) — quality leader,platform,General commercial infrastructure,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
crtoitalianrestaurant,Certo Italian Restaurant,,(305) 456-3200,https://certomiami.com/,"1200 SW 57th Ave, West Miami, FL 33144",25.742227,-80.266061,,Coral Gables,food_beverage,"Italian, Steakhouse",$$,4.9,Google (SerpApi),84,,,0.70,Moderate,N,,,N,ta,CG-OSINT-20260212-v4.0,2026-02-12,tripadvisor,1,,,,original,,,Local business network,High rating (4.9) — quality leader,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Prospect for CGCC membership,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,original
cesarbarbershop,Cesar Barbershop,,(786) 568-2241,,,25.7497,-80.2647,33134,Coral Gables,food_beverage,Barber shop,$$,4.9,Google (Outscraper),87,,,0.7,Moderate,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.771658799999997,-80.25656579999999,Local business network,High rating (4.9) — quality leader,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Prospect for CGCC membership,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,inferred
cfscoffeeforthesoulcoralgables,"CFS Coffee For The Soul, Coral Gables",,(786) 953-6594,https://www.cfscoffee.com/,,25.7497,-80.2647,33134,Miracle Mile,food_beverage,Coffee shop,$$,4.8,Google (Outscraper),87,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.750989699999998,-80.260088,Miracle Mile retail corridor; Miracle Mile dining cluster,High rating (4.8) — quality leader,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Prospect for CGCC membership,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,inferred
chapelofthevenerablebedeepiscolchurchcenteratuniversityofmiami,"Chapel of the Venerable Bede, Episcopal Church Center at University of Miami",,(305) 284-2333,http://www.umchapel.org/,,25.7211,-80.2773,33146,University of Miami,nonprofit,Episcopal church,$,4.9,Google (Outscraper),16,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7176489,-80.27493659999999,UM institutional anchor,High rating (4.9) — quality leader,asset,General commercial infrastructure,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,original
chapman_partnership,Chapman Partnership,Ms. Najely Deleon,(305) 329-3000,https://chapmanpartnership.org,"1550 N Miami Ave, Miami, FL 33136",25.742227,-80.266061,,Coral Gables,other,,$$,3.3,Google (SerpApi),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,Monitor for rating/review changes,asset,General commercial infrastructure,Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
chargepoint,ChargePoint,,(888) 758-4389,https://www.chargepoint.com/,"10 Aragon Ave, Coral Gables, FL 33134",25.7062,-80.282,33143,Sunset / South Gables,other,other_amenity/charging_station,$$,,Google (SerpApi),,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7090999,-80.2878981,Local business network,Low validation confidence — verify status,asset,General commercial infrastructure,Prospect for CGCC membership; Collect rating data via SerpApi enrichment; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,
charlotte_lorber_powell,Charlotte Lorber Powell,Ms. Charlotte Lorber,(305) 444-6000,,"1550 Madruga Ave, Coral Gables, FL 33146",25.742227,-80.266061,,Coral Gables,other,,$$,3,Google (SerpApi),2,,,0.55,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,Monitor for rating/review changes,asset,General commercial infrastructure,Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,original
charmingsmilesdentalcenter,Charming Smiles Dental Center,,(786) 360-6812,,,25.7497,-80.2647,33134,Miracle Mile,healthcare,Dentist,$$$,4.8,Google (Outscraper),52,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.750102299999998,-80.262928,Miracle Mile retail corridor,High rating (4.8) — quality leader,asset,EMR systems; medical supply distributors; insurance billing networks,Prospect for CGCC membership,Standard operational risks,Telehealth expansion; insurance reimbursement tightening; aging population,inferred
chase,Chase,,(305) 569-0083,https://locator.chase.com/fl/miami/2209-sw-37th-ave,2209 Southwest 37th Avenue,25.753,-80.235,33145,Douglas Road Corridor,banking,banking/bank,$$$,3.5,Google (SerpApi),20,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7495937,-80.2543951,Douglas Road transit corridor; Alhambra financial cluster,Monitor for rating/review changes,infrastructure,Federal Reserve system; FDIC; payment processing networks,Prospect for CGCC membership,Standard operational risks,Fintech competition; crypto regulation; de-risking Latin correspondent banking,inferred
chasebank,Chase Bank,,(305) 569-0083,,,25.753,-80.235,33145,Coral Gables,banking,Bank,$$,3.0,Google (Outscraper),20,,,0.9,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.749606,-80.25435399999999,Alhambra financial cluster,Monitor for rating/review changes,infrastructure,Federal Reserve system; FDIC; payment processing networks,Prospect for CGCC membership,Standard operational risks,Fintech competition; crypto regulation; de-risking Latin correspondent banking,inferred
chase_motor,Chase Motor,,(786) 615-6079,https://www.chase-motor.com/,"6700 SW 24th St, Miami, FL 33155",25.7211,-80.2773,33146,Coral Gables,auto_dealer,retail/car,$$,4,Google (SerpApi),36,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7477239,-80.3038888,Local business network,Monitor for rating/review changes,asset,POS systems; inventory management; commercial lease market,Prospect for CGCC membership,E-commerce disruption; foot traffic dependency,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,inferred
chateaubloom,Chateau Bloom,,(786) 224-4845,,,25.7497,-80.2647,33134,Ponce de Leon Corridor,retail,Florist,$$,4.9,Google (Outscraper),36,,,0.95,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.744400799999998,-80.2582527,Ponce corridor professional cluster,High rating (4.9) — quality leader,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
chateaubleauhotel,ChateauBleau Hotel,,(305) 448-2634,,,25.7497,-80.2647,33134,Coral Gables,hospitality,Hotel,$$$,2.9,Google (Outscraper),257,,,1.0,High,Y,Operational,low_rating(2.9),N,outscraper,,2026-02-19,google,1,,,,inferred,25.760781599999998,-80.2586978,Local business network,Low rating (2.9) — at-risk,platform,"OTAs (Booking, Expedia); food distributors; linen services",Prospect for CGCC membership,Standard operational risks,Short-term rental regulation; international tourism recovery; labor costs,inferred
chefsucrecaf,Chef Sucre Café,,(305) 444-2025,https://sucre-cafe.com/,,25.7497,-80.2647,33134,Coral Gables,food_beverage,Coffee shop,$$,4.5,Google (Outscraper),87,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.748538999999997,-80.26432299999999,Local business network,High rating (4.5) — quality leader,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Prospect for CGCC membership,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,inferred
cheilteam_uno,Cheil/Team Uno,Mr. Xavier Mantilla,(786) 725-8532,https://cheil.com,,25.742227,-80.266061,,Coral Gables,marketing,Advertising / Marketing / Graphic Design,$$,,,,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,Monitor for rating/review changes,platform,General commercial infrastructure,Collect rating data via SerpApi enrichment,Standard operational risks,General market conditions; Coral Gables growth trajectory,
cherrybekaert,Cherry Bekaert,Arlene Labrador,786-693-6300,https://cbh.com,,25.742227,-80.266061,,Coral Gables,accounting,Accounting,$$$$,4.0,Multi-platform,4,Professional expertise,Most toxic work environment documented,1.0,High,Y,Critical,multiple_issues(2),N,agent1-scraper,batch_cgcc_osint_01,2026-02-11,agent1,1,,,,original,,,Local business network,Monitor for rating/review changes,asset,General commercial infrastructure,Prospect for CGCC membership,Red flag:   CULTURE CRISIS; Workplace toxicity = talent drain,General market conditions; Coral Gables growth trajectory,inferred
chevron,Chevron,,(305) 265-9990,https://www.chevronwithtechron.com/station/801-SW-42nd-Ave-Miami-FL-33134-id202650,6690 Southwest 40th Street,25.7077,-80.3093,33155,Bird Road Corridor,auto_dealer,auto_services/fuel,$$,3.5,Google (SerpApi),110,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7331117,-80.3025491,Bird Road commercial strip,Monitor for rating/review changes,asset,General commercial infrastructure,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
chicken_kitchen,Chicken Kitchen,,(305) 669-2099,http://www.chickenkitchen.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb&utm_content=south-dixie-coral-gables,400 South Dixie Highway,25.7211,-80.2773,33146,Bird Road Corridor,food_beverage,food_beverage/restaurant,$$,4.2,Google (SerpApi),87,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7260509,-80.2618951,Bird Road commercial strip,Low validation confidence — verify status,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Prospect for CGCC membership,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,inferred
chicos,Chico's,,(305) 446-6932,https://www.chicos.com/locations/us/fl/coral-gables/350-san-lorenzo-ave/,,25.7211,-80.2773,33146,Bird Road Corridor,retail,Women's clothing store,$$,4.5,Google (Outscraper),36,,,0.95,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.731407599999997,-80.2603475,Bird Road commercial strip,High rating (4.5) — quality leader,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
childcarecenter,Child Care Center,,,,,25.7062,-80.282,33143,Sunset / South Gables,education,amenity:kindergarten,$$,,,,,,0.8,High,Y,Operational,no_contact_info,N,osm,,2026-02-19,osm,1,,,,inferred,25.7047222,-80.2788889,Local business network,Monitor for rating/review changes,infrastructure,Accreditation bodies; EdTech platforms; textbook supply,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,Standard operational risks,General market conditions; Coral Gables growth trajectory,
childcarelaboratory,Child Care Laboratory,,,,,25.7497,-80.2647,33134,Bird Road Corridor,education,amenity:kindergarten,$$,,,,,,0.8,High,Y,Operational,no_contact_info,N,osm,,2026-02-19,osm,1,,,,inferred,25.7388904,-80.2510851,Bird Road commercial strip,Monitor for rating/review changes,infrastructure,Accreditation bodies; EdTech platforms; textbook supply,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,Standard operational risks,General market conditions; Coral Gables growth trajectory,
childrens_home_society_of_florida,Children's Home Society of Florida,Ms. Gloria Saiz,(305) 254-9759,https://chsfl.org,"17501 SW 117th Ave, Miami, FL 33157",25.742227,-80.266061,,Coral Gables,nonprofit,,$$,4.2,Google (SerpApi),52,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,Monitor for rating/review changes,asset,General commercial infrastructure,Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
chilln,Chill-N,,(786) 534-4858,https://www.chilln.com/,7316 Southwest 57th Avenue,25.7062,-80.282,33143,Sunset / South Gables,food_beverage,food_beverage/ice_cream,$$,4.6,Google (SerpApi),87,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7031644,-80.2856424,Local business network,High rating (4.6) — quality leader; Low validation confidence — verify status,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Prospect for CGCC membership,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,inferred
chipotle,Chipotle,,(786) 441-2385,https://locations.chipotle.com/fl/miami/2235-sw-37th-ave,2235 Southwest 37th Avenue,25.753,-80.235,33145,Sunset / South Gables,food_beverage,food_beverage/fast_food,$$,3.9,Google (SerpApi),87,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7493266,-80.2543748,Local business network,Monitor for rating/review changes,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Prospect for CGCC membership,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,inferred
chiropractorcoralgables,Chiropractor - Coral Gables,,(305) 365-7988,,,25.7497,-80.2647,33134,Ponce de Leon Corridor,healthcare,Chiropractor,$$$,,Google (Outscraper),,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.758468099999998,-80.2587807,Ponce corridor professional cluster,Monitor for rating/review changes,asset,EMR systems; medical supply distributors; insurance billing networks,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,Standard operational risks,Telehealth expansion; insurance reimbursement tightening; aging population,
chocolate_fashion,Chocolate Fashion,Ms. Persy Berger,(305) 461-3200,https://chocolatefashiononline.com,"248 Andalusia Ave, Coral Gables, FL",25.7497,-80.2647,33134,Coral Gables,food_beverage,,$$,4.2,Web,179,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,25.748397999999998,-80.25984799999999,CGCC member network,179 reviews — high visibility,asset,General commercial infrastructure,Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,original
choicemd,ChoiceMD,Ms. Vanessa Bedoya,(305) 777-0219,https://choicemd.com,4000 Ponce de Leon Boulevard,25.7211,-80.2773,33146,Bird Road Corridor,other,Mayor Daniella Levine Cava,$$,3,Google (SerpApi),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,25.7339831,-80.2589483,Bird Road commercial strip; CGCC member network,Monitor for rating/review changes,asset,General commercial infrastructure,Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
chopsteakhousebar,Chop Steakhouse & Bar,,(305) 692-0762,https://www.chopsteakhouse.com/,,25.73,-80.2415,33133,Douglas Road Corridor,food_beverage,Steak house,$$,4.8,Google (Outscraper),87,,,0.95,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7282516,-80.2421722,Douglas Road transit corridor,High rating (4.8) — quality leader,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
christ_journey_church,Christ Journey Church,Ms. Vannia Enriquez,(305) 448-4425,https://christjourney.org,"624 Anastasia Ave, Coral Gables, FL 33134",25.7497,-80.2647,33134,Coral Gables,nonprofit,Non Profit Organizations,$$,4.8,Google (Outscraper),113,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,25.7413247,-80.2671127,CGCC member network,High rating (4.8) — quality leader; 113 reviews — high visibility,asset,General commercial infrastructure,Maintain monitoring cadence,Standard operational risks,General market conditions; Coral Gables growth trajectory,original
christaindaycarecenter,Christain Day Care Center,,,,,25.7062,-80.282,33143,Coral Gables,education,amenity:kindergarten,$$,,,,,,0.8,High,Y,Operational,no_contact_info,N,osm,,2026-02-19,osm,1,,,,inferred,25.7102778,-80.2872222,Local business network,Monitor for rating/review changes,infrastructure,Accreditation bodies; EdTech platforms; textbook supply,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,Standard operational risks,General market conditions; Coral Gables growth trajectory,
christys,Christy's,,,http://www.christysrestaurant.com/,,25.742227,-80.266061,,Coral Gables,food_beverage,"American, Steakhouse",$$,4.2,TripAdvisor,225,,,0.70,Moderate,Y,Operational,no_contact_info,N,ta,CG-OSINT-20260212-v4.0,2026-02-12,tripadvisor,1,,,,original,,,Local business network,225 reviews — high visibility,platform,"Sysco, US Foods supply chain; POS systems; delivery platforms",Prospect for CGCC membership,Lease renewal risk; labor cost pressure,Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,original
chromaticartgallery,Chromatic Art Gallery,,(863) 266-7613,,,25.7497,-80.2647,33134,Miracle Mile,arts_culture,Art gallery,$$,,Google (Outscraper),,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7482732,-80.2561336,Miracle Mile retail corridor,Monitor for rating/review changes,platform,General commercial infrastructure,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,Standard operational risks,General market conditions; Coral Gables growth trajectory,
chrycyeyegroup,Chrycy Eye Group,,(305) 443-3783,,,25.753,-80.235,33145,Coral Gables,healthcare,Optometrist,$$$,4.0,Google (Outscraper),52,,,0.85,High,Y,Critical,multiple_issues(2),N,outscraper,,2026-02-19,google,1,,,,inferred,25.7555902,-80.2545433,Local business network,Monitor for rating/review changes,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
churchofthelittleflower,Church of the Little Flower,,(305) 446-9950,http://cotlf.org/,,25.7497,-80.2647,33134,Coral Gables,nonprofit,Catholic church,$,4.5,Google (Outscraper),148,,,1.0,High,N,,,N,outscraper,,2026-02-19,google,1,,,,inferred,25.7445403,-80.2813513,Local business network,High rating (4.5) — quality leader; 148 reviews — high visibility,asset,General commercial infrastructure,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,original
ciao_moving__storage,Ciao Moving & Storage,,(305) 531-4222,https://ciaomoving.com/,3000 Coral Way,25.753,-80.235,33145,Douglas Road Corridor,professional_services,professional_services/moving_company,$$$,4.9,Google (SerpApi),75,,,0.60,Moderate,Y,Critical,multiple_issues(2),N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7498545,-80.2424634,Douglas Road transit corridor,High rating (4.9) — quality leader,asset,General commercial infrastructure,Prospect for CGCC membership,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
cici_skincare,Cici Skincare,Ms. Cecilia Moron,(240) 394-5733,https://ciciskincare.com,"6701 Sunset Dr # 105, Miami, FL 33143",25.742227,-80.266061,,Coral Gables,personal_services,Beauty Salon & Spa,$$,4.9,Google (SerpApi),56,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,cgcc,1,,,,original,,,CGCC member network,High rating (4.9) — quality leader,asset,General commercial infrastructure,Maintain monitoring cadence,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
ciegatetechnologiesmanageditservicesmiamifl,"Ciegate Technologies 💻 Managed It Services Miami, FL",,(305) 501-2880,https://ciegate.com/,,25.6777,-80.2929,33156,Sunset / South Gables,technology,Computer service,$$,5.0,Google (Outscraper),56,,,0.6,Moderate,Y,Critical,multiple_issues(2),N,outscraper,,2026-02-19,google,1,,,,inferred,25.6870841,-80.3157056,Local business network,High rating (5.0) — quality leader,infrastructure,"Cloud providers (AWS, Azure); dev talent pipeline; VC ecosystem",Prospect for CGCC membership,Standard operational risks,AI talent war; South Florida tech migration; VC funding normalization,inferred
cinpolis_luxury_cinemas,Cinepolis Luxury Cinemas,,(786) 628-1260,https://www.cinepolisusa.com/coconut/home?preferred=true,3105 Grand Avenue,25.73,-80.2415,33133,Douglas Road Corridor,arts_culture,other_amenity/cinema,$$,3.8,Google (SerpApi),8,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7287012,-80.2423659,Douglas Road transit corridor,Low validation confidence — verify status,asset,General commercial infrastructure,Prospect for CGCC membership; Re-categorize with manual review,Standard operational risks,General market conditions; Coral Gables growth trajectory,inferred
circle_k,Circle K,,(305) 443-6972,,"4941 SW 8th St, Coral Gables, FL 33134",25.7497,-80.2647,33134,Coral Gables,retail,retail/convenience,$$,2.7,Google (SerpApi),36,,,0.60,Low,Y,Operational,low_rating(2.7); low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7642916,-80.2764443,Local business network,Low rating (2.7) — at-risk; Low validation confidence — verify status,asset,POS systems; inventory management; commercial lease market,Prospect for CGCC membership,E-commerce disruption; foot traffic dependency,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,inferred
circles_and_waves_xx,Circles and Waves XX,,(305) 442-1430,,"126 Miracle Mile, Coral Gables, FL 33134",25.7211,-80.2773,33146,University of Miami Area,hospitality,tourism/artwork,$$$,4.5,Google (SerpApi),257,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,osm,1,,,,original,25.7190409,-80.2759653,Local business network,High rating (4.5) — quality leader; Low validation confidence — verify status,platform,"OTAs (Booking, Expedia); food distributors; linen services",Prospect for CGCC membership,Standard operational risks,Short-term rental regulation; international tourism recovery; labor costs,inferred
