business_id,business_name,contact_name,phone,website,address,lat,lon,postcode,neighborhood_area,category_primary,category_secondary,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,top_delights,top_pain_points,osint_confidence,validation_tier,red_flag_present,red_flag_severity,red_flag_notes,chamber_member,source_file,batch_id,last_reviewed_date,pkp_node_type,pkp_edges_summary,pkp_picks_shovels_summary,pkp_undercurrents_summary,pkp_key_signals,pkp_primary_risks,pkp_primary_actions,corroboration_sources,corroboration_count,price_tier_source,latitude,longitude,review_count_source
antonioperezc,"Antonio Perez CPA, P.A.",,(786) 478-7715,,,25.7503404,-80.2570322,33134,Miracle Mile,food_beverage,Certified public accountant,$$,5.0,Google (Outscraper),87,,,1.0,High,N,,,N,outscraper,,2026-02-19,platform,Miracle Mile retail corridor; Miracle Mile dining cluster,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,High rating (5.0) — quality leader,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
apexengineering,Apex Engineering,,,,,25.7340275,-80.2590105,33146,Bird Road Corridor,professional_services,Engineer,$$$,,Google (Outscraper),,,,1.0,High,Y,Operational,no_contact_info,N,outscraper,,2026-02-19,asset,Bird Road commercial strip,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,google,1,inferred,25.7211,-80.2773,
apizza_brooklyn,Apizza Brooklyn,,(786) 216-7153,http://www.apizzabrooklyn.com/,5755 Southwest 40th Street,25.734806,-80.288025,33155,Bird Road Corridor,food_beverage,food_beverage/restaurant,$$,4.4,Google (SerpApi),87,,,0.60,Low,Y,Critical,multiple_issues(2); low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Bird Road commercial strip,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,Low validation confidence — verify status,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,osm,1,original,25.7077,-80.3093,inferred
aps_security_group_inc,APS Security Group Inc.,Mr. Mauricio Figueras,(305) 591-8282,https://apsmiami.com,"4679 SW 72nd Ave, Miami, FL 33155",,,,Coral Gables,accounting,Accounting Department,$$$,5,Google (SerpApi),4,,,0.40,Low,Y,Operational,suspicious_perfect_rating; low_confidence_unverified,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader; Low validation confidence — verify status,Low OSINT confidence — data quality risk,Maintain monitoring cadence,cgcc,1,original,,,inferred
apti_american_physical_therapy_institute,APTI American Physical Therapy Institute,Ms. Marie Roddam,(305) 323-8653,,,,,,Coral Gables,healthcare,,$$,,,,,,0.55,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,EMR systems; medical supply distributors; insurance billing networks,Telehealth expansion; insurance reimbursement tightening; aging population,Monitor for rating/review changes,Standard operational risks,Collect rating data via SerpApi enrichment,cgcc,1,original,,,
ara_gallery_cultural_center,Ara Gallery Cultural Center,,(305) 446-5578,https://americascollection.com/,"4213 Ponce de Leon Blvd, Coral Gables, FL 33146",25.764874,-80.255662,33133,Coral Gables,arts_culture,other_amenity/arts_centre,$$,4.9,Google (SerpApi),8,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Local business network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.9) — quality leader; Low validation confidence — verify status,Standard operational risks,Prospect for CGCC membership,osm,1,original,25.73,-80.2415,inferred
araneyeassociatescoralgables,Aran Eye Associates - Coral Gables,,(305) 442-2020,,,25.761596899999997,-80.26297129999999,33134,Coral Gables,healthcare,Optometrist,$$$,4.3,Google (Outscraper),52,,,0.95,High,N,,,N,outscraper,,2026-02-19,asset,Local business network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership; Re-categorize with manual review,google,1,inferred,25.7497,-80.2647,inferred
arbys,Arby's,,(305) 265-2011,https://www.arbys.com/locations/us/fl/miami/6760-sw-8th-st/store-167/,6760 Southwest 8th Street,25.7627499,-80.3052117,33144,Coral Gables,food_beverage,food_beverage/fast_food,$$,4.3,Google (SerpApi),87,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Local business network,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,Monitor for rating/review changes,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,osm,1,original,25.756,-80.308,inferred
arcano_sabores_de_esencia_hispana,Arcano  Sabores de Esencia Hispana,Mr. Juan Diego Canahuati,(305) 530-8332,https://arcanomiami.com,"259 Giralda Ave, Coral Gables, FL 33134",,,,Coral Gables,wellness,,$$,4.8,Google (SerpApi),213,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,platform,CGCC member network,Equipment suppliers; certification bodies; insurance panels,General market conditions; Coral Gables growth trajectory,High rating (4.8) — quality leader,Standard operational risks,Maintain monitoring cadence,cgcc,1,original,,,inferred
architectural_design_collaborative_inc,Architectural Design Collaborative Inc.,Mr. Raymundo Feito,(305) 442-1188,https://adcinternational.net,"235 Alcazar Ave, Coral Gables, FL 33134",25.753177899999997,-80.259599,33134,Coral Gables,professional_services,Architecture / Engineering / Planning / Interior Design,$$,5.0,Google (Outscraper),75,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader,Standard operational risks,Maintain monitoring cadence,cgcc,1,original,25.7497,-80.2647,inferred
archivist_cafe,Archivist Cafe,,(305) 284-2715,https://dineoncampus.com/miami,"1300 Memorial Dr, Coral Gables, FL 33146",25.7208798,-80.2787485,33146,University of Miami Area,food_beverage,food_beverage/cafe,$$,5,Google (SerpApi),87,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Local business network,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,High rating (5.0) — quality leader,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,osm,1,original,25.7211,-80.2773,inferred
arcoagentinsurance,Arco Agent Insurance Inc,,(305) 582-2845,http://www.arcoagent.com/,"2000 Ponce de Leon Blvd Ste 515, Coral Gables, FL 33134",,,,,insurance,['Insurance agency'],$$,3,Web,12,,,1.0,High,N,,,N,non-cgcc-run1,,2026-02-19,infrastructure,Alhambra financial cluster,General commercial infrastructure,Climate risk repricing; Citizens Insurance reform; litigation environment,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership,cgcc,1,inferred,,,inferred
area_stage_company,Area Stage Company,Ms. Maria Rodaz,(305) 666-2078,https://areastage.org,"5701 Sunset Dr Suite 286, South Miami, FL 33143",,,,Coral Gables,arts_culture,,$$,4.9,Google (SerpApi),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.9) — quality leader,Standard operational risks,Re-categorize with manual review,cgcc,1,original,,,original
arhaus,Arhaus,,(786) 228-7067,,,25.731093899999998,-80.25846829999999,33146,Bird Road Corridor,retail,Furniture store,$$,3.8,Google (Outscraper),36,,,1.0,High,N,,,N,outscraper,,2026-02-19,asset,Bird Road commercial strip,POS systems; inventory management; commercial lease market,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,Monitor for rating/review changes,E-commerce disruption; foot traffic dependency,Prospect for CGCC membership,google,1,inferred,25.7211,-80.2773,inferred
arias__abbass_your_attorneys,Arias & Abbass Your Attorneys,,(786) 530-4357,https://talktomyattorneys.com,4531 Ponce de Leon Blvd,25.7295903,-80.2598731,33146,Coral Gables,legal,legal/lawyer,$$$,5,Google (SerpApi),242,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,asset,Local business network,"Westlaw, LexisNexis; court filing systems; professional liability carriers",AI disruption in document review; Latin America cross-border demand growing,High rating (5.0) — quality leader; 242 reviews — high visibility,Standard operational risks,Prospect for CGCC membership,osm,1,original,25.7211,-80.2773,original
armandolaciosbarberstudiocoralgables,Armando Palacios Barber Studio - Coral Gables,,(786) 469-1573,,,25.7504816,-80.23936359999999,33145,Douglas Road Corridor,food_beverage,Barber shop,$$,5.0,Google (Outscraper),87,,,0.9,High,N,,,N,outscraper,,2026-02-19,platform,Douglas Road transit corridor,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,High rating (5.0) — quality leader,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,google,1,inferred,25.753,-80.235,inferred
armstrong_jazz_house,Armstrong Jazz House,Mr. Alfred Santamaria,(786) 382-3135,https://armstrongjazzhouse.com,,25.749656299999998,-80.2601451,33134,Coral Gables,arts_culture,,$$,4.9,TripAdvisor,8,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.9) — quality leader,Standard operational risks,Re-categorize with manual review,cgcc,1,original,25.7497,-80.2647,inferred
aromas_del_peru,Aromas del Peru,,(786) 347-0506,https://aromasperu.com/locations/west-miami/,5757 Southwest 8th Street,25.7637212,-80.289117,33144,Ponce de Leon Corridor,food_beverage,food_beverage/restaurant,$$,4.9,Google (Outscraper),87,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Ponce corridor professional cluster,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,High rating (4.9) — quality leader,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,osm,1,original,25.756,-80.308,inferred
arpeengineering,ARPE Engineering,,(305) 444-9809,,,25.7539293,-80.25921559999999,33134,Ponce de Leon Corridor,professional_services,Engineering consultant,$$$,5.0,Google (Outscraper),75,,,1.0,High,N,,,N,outscraper,,2026-02-19,asset,Ponce corridor professional cluster,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
arrowheadnurseryandkindergarten,Arrowhead Nursery and Kindergarten,,,,,25.769544,-80.3056067,33134,Coral Gables,education,amenity:school,$$,,,,,,0.8,High,Y,Operational,no_contact_info,N,osm,,2026-02-19,infrastructure,Local business network,Accreditation bodies; EdTech platforms; textbook supply,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,osm,1,inferred,25.7497,-80.2647,
arte_cucine,ARTE CUCINE,Ms. Josefina Giordano,(305) 456-1372,https://artecucine.com,"221 Miracle Mile, Coral Gables, FL 33134, United States",,,,Coral Gables,retail,,$$,5,Google (SerpApi),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader,Standard operational risks,Re-categorize with manual review,cgcc,1,original,,,original
arteysafe,Arte y Pasión Cafe,,(786) 542-9746,,,25.7506129,-80.25900039999999,33134,Miracle Mile,food_beverage,Cafe,$$,4.8,Google (Outscraper),87,,,1.0,High,N,,,N,outscraper,,2026-02-19,platform,Miracle Mile retail corridor; Miracle Mile dining cluster,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,High rating (4.8) — quality leader,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
artefactocoralgables,Artefacto Coral Gables,,(305) 774-0004,,,25.7309226,-80.25665839999999,33146,Bird Road Corridor,retail,Furniture store,$$,3.9,Google (Outscraper),36,,,1.0,High,N,,,N,outscraper,,2026-02-19,asset,Bird Road commercial strip,POS systems; inventory management; commercial lease market,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,Monitor for rating/review changes,E-commerce disruption; foot traffic dependency,Prospect for CGCC membership,google,1,inferred,25.7211,-80.2773,inferred
arthur_j_gallagher,Arthur J. Gallagher,Ms. Claudia Barrio,(786) 547-0816,https://ajg.com,"9155 S Dadeland Blvd Suite 1112, Miami, FL 33156",,,,Coral Gables,insurance,,$$,,Google (SerpApi),,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Collect rating data via SerpApi enrichment; Re-categorize with manual review,cgcc,1,original,,,
arthur_murray_coral_gables_dance_studio,Arthur Murray Coral Gables Dance Studio,Ms. Katia Kanevskaya,(305) 444-6136,https://arthurmurray.com,"2916 Ponce de Leon Blvd, Coral Gables, FL 33134",,,,Coral Gables,arts_culture,Dance Instruction,$$,4.8,Google (SerpApi),8,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.8) — quality leader,Standard operational risks,Re-categorize with manual review,"cgcc,google",2,original,,,inferred
arthurmurraydancestudiocoralgables,Arthur Murray Dance Studio Coral Gables,,(305) 444-6136,,,25.7452586,-80.2588681,33134,Ponce de Leon Corridor,education,Dance school,$$,4.8,Google (Outscraper),30,,,1.0,High,N,,,N,outscraper,,2026-02-19,infrastructure,Ponce corridor professional cluster,Accreditation bodies; EdTech platforms; textbook supply,General market conditions; Coral Gables growth trajectory,High rating (4.8) — quality leader,Standard operational risks,Prospect for CGCC membership,"cgcc,google",2,inferred,25.7497,-80.2647,inferred
arthur_murray_international_inc,Arthur Murray International Inc.,Mr. Rodney Rett,(305) 445-9645,https://arthurmurray.com,"1077 Ponce de Leon Blvd, Coral Gables, FL 33134",,,,Coral Gables,arts_culture,Franchisor of Dance Studios,$$,3.9,Google (SerpApi),8,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Re-categorize with manual review,cgcc,1,original,,,inferred
artigiano_inc,Artigiano Inc.,Mr. Alex Odio,(305) 569-9970,https://artigianomens.com,"4212 Laguna St, Coral Gables, FL 33146",,,,Coral Gables,other,,$$,4.9,Google (SerpApi),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.9) — quality leader,Standard operational risks,Re-categorize with manual review,cgcc,1,original,,,inferred
artisanbeautystudioandartgallery,Artisan Beauty Studio and Art Gallery,,(305) 444-0988,,,25.756790199999998,-80.25867769999999,33134,Ponce de Leon Corridor,personal_services,Beauty salon,$$,4.9,Google (Outscraper),56,,,1.0,High,N,,,N,outscraper,,2026-02-19,asset,Ponce corridor professional cluster,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.9) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
artlabbcoralgables,ArtLabbé Coral Gables,,,,,25.748135299999998,-80.2588457,33134,Miracle Mile,arts_culture,Art gallery,$$,4.4,Google (Outscraper),8,,,1.0,High,Y,Operational,no_contact_info,N,outscraper,,2026-02-19,platform,Miracle Mile retail corridor,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
arts_business_council_of_miami,Arts & Business Council of Miami,Ms. Renee Pesci,(305) 326-1011,https://artsbizmiami.org,,,,,Coral Gables,arts_culture,,$$,,,,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Collect rating data via SerpApi enrichment; Re-categorize with manual review,cgcc,1,original,,,
arvani_group_llc,"Arvani Group, LLC",Mr. Nikolas Arvanitopoulos,(305) 803-0313,https://arvanibwllc.com,"147 Alhambra Cir #241, Coral Gables, FL 33134",,,,Coral Gables,construction,General Contractors / Construction Management,$$,1,Google (SerpApi),56,,,0.60,Moderate,Y,Critical,very_low_rating(1.0),Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,infrastructure,CGCC member network,Permitting (City of CG); material suppliers; labor unions,Material cost inflation; permitting delays; workforce housing demand,Low rating (1.0) — at-risk,Standard operational risks,Maintain monitoring cadence,cgcc,1,original,,,inferred
arx_creative,ArX Creative,Ms. Maria Eugenia Lanao,(305) 302-0111,https://arxcreative.com,"1805 Ponce de Leon Blvd, Coral Gables, FL 33134",,,,Coral Gables,professional_services,Architecture / Engineering / Planning / Interior Design,$$,4.3,Google (SerpApi),75,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Maintain monitoring cadence,cgcc,1,original,,,inferred
aryahotelandsuitescoconutgroveworldhotelsdisttive,"Arya Hotel and Suites Coconut Grove, WorldHotels Distinctive",,(305) 529-2828,,,25.727158799999998,-80.24088689999999,33133,Douglas Road Corridor,hospitality,Hotel,$$$,4.1,Google (Outscraper),257,,,1.0,High,N,,,N,outscraper,,2026-02-19,platform,Douglas Road transit corridor,"OTAs (Booking, Expedia); food distributors; linen services",Short-term rental regulation; international tourism recovery; labor costs,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.73,-80.2415,inferred
asplumbingheatingcoralgables,AS Plumbing & Heating Coral Gables,,(305) 686-4751,,,25.7335779,-80.26149079999999,33146,Bird Road Corridor,construction,Plumber,$$,5.0,Google (Outscraper),56,,,1.0,High,N,,,N,outscraper,,2026-02-19,infrastructure,Bird Road commercial strip,Permitting (City of CG); material suppliers; labor unions,Material cost inflation; permitting delays; workforce housing demand,High rating (5.0) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7211,-80.2773,inferred
ascendant_insurance_solutions_llc,"Ascendant Insurance Solutions, LLC",Mr. Pablo L. Cejas,(305) 820-4360 x1431,https://ascendantgroup.com,"2199 Ponce de Leon Blvd #500, Miami, FL 33144",,,,Coral Gables,insurance,,$$,2.9,Google (SerpApi),12,,,0.60,Moderate,Y,Operational,low_rating(2.9),Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,infrastructure,CGCC member network; Alhambra financial cluster,General commercial infrastructure,Climate risk repricing; Citizens Insurance reform; litigation environment,Low rating (2.9) — at-risk,Standard operational risks,Maintain monitoring cadence,cgcc,1,original,,,inferred
ascendo_resources_llc,"Ascendo Resources, LLC",Ms. Maria F. Mora,(305) 709-5324,https://ascendo.com,"2 Alhambra Plz PH 2A, Coral Gables, FL 33134",,,,Coral Gables,accounting,Accounting Department,$$$,4.4,Google (SerpApi),4,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Maintain monitoring cadence,cgcc,1,original,,,inferred
ascension_global_staffing_executive_search,Ascension Global Staffing & Executive Search,Ms. Aida Rodriguez,(786) 503-1910,https://ascensionsearch.com,"7480 SW 40th St suite 605, Miami, FL 33155",,,,Coral Gables,consulting,Executive Search & Career Consultants,$$,4,Google (SerpApi),46,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,platform,CGCC member network,CRM platforms; professional networks; conference circuit,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Maintain monitoring cadence,cgcc,1,original,,,inferred
ascensiondescension,Ascension/Descension,,(239) 677-7786,http://ascensionhealingcenterswfl.com/,"1059 NE Pine Island Rd Unit #5, Cape Coral, FL 33909",25.7213418,-80.2775366,33146,University of Miami Area,hospitality,tourism/artwork,$$$,4.8,Google (SerpApi),257,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Local business network,"OTAs (Booking, Expedia); food distributors; linen services",Short-term rental regulation; international tourism recovery; labor costs,High rating (4.8) — quality leader; Low validation confidence — verify status,Standard operational risks,Prospect for CGCC membership,osm,1,original,25.7211,-80.2773,inferred
ashleystore,Ashley Store,,(732) 548-1200,,,,,07094,Coral Gables,retail,Furniture store,$$,4.6,Google (Outscraper),36,,,0.6,Moderate,Y,Critical,multiple_issues(2),N,outscraper,,2026-02-19,asset,Local business network,POS systems; inventory management; commercial lease market,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,High rating (4.6) — quality leader,E-commerce disruption; foot traffic dependency,Prospect for CGCC membership,google,1,inferred,,,inferred
asia_grocery,Asia Grocery,,(786) 268-7700,,6785 Southwest 56th Street,25.7186376,-80.303772,33155,Coral Gables,retail,retail/convenience,$$,4.6,Google (SerpApi),36,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,asset,Local business network,POS systems; inventory management; commercial lease market,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,High rating (4.6) — quality leader,E-commerce disruption; foot traffic dependency,Prospect for CGCC membership,osm,1,original,25.7077,-80.3093,inferred
asiannailsands,Asian Nails and Spa,,(786) 431-1312,,,25.733690799999998,-80.2604209,33146,Bird Road Corridor,personal_services,Nail salon,$$,3.3,Google (Outscraper),56,,,1.0,High,N,,,N,outscraper,,2026-02-19,asset,Bird Road commercial strip,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7211,-80.2773,inferred
asian_thai_kitchen,Asian Thai Kitchen,,(305) 323-9294,https://sw8th.asianthaikitchenonline.com,1981 Southwest 8th Street,25.7656207,-80.2280358,33135,Coral Gables,food_beverage,food_beverage/restaurant,$$,4.5,Google (SerpApi),87,,,0.60,Moderate,N,,,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,platform,Local business network,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,High rating (4.5) — quality leader,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,osm,1,original,25.7666,-80.234,inferred
astorwinesspirits,Astor Wines & Spirits,,(212) 674-7500,,,,,10003,Coral Gables,food_beverage,Wine store,$$,4.7,Google (Outscraper),87,,,0.6,Moderate,Y,Critical,multiple_issues(2),N,outscraper,,2026-02-19,platform,Local business network,"Sysco, US Foods supply chain; POS systems; delivery platforms",Rising rents on Miracle Mile; delivery app commission pressure; labor shortage,High rating (4.7) — quality leader,Lease renewal risk; labor cost pressure,Prospect for CGCC membership,google,1,inferred,,,inferred
att,AT&T,Ms. Thais Asper Keane,(305) 347-5454,https://att.com,2720 South Dixie Highway,25.7389161,-80.239623,33133,Douglas Road Corridor,accounting,Accounting Department,$$$,4.1,Yelp/Booking,4,,,0.5,High,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,Douglas Road transit corridor; CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,"Red flag: [Operational] Cleanliness crisis: dirty vents, bad mattresses, thermostat issues",Maintain monitoring cadence,cgcc,1,original,25.73,-80.2415,inferred
atkinsengineers,"Atkins Engineers, Inc.",,(305) 444-6260,,,25.748144,-80.258166,33134,Miracle Mile,professional_services,Structural engineer,$$$,3.7,Google (Outscraper),75,,,1.0,High,N,,,N,outscraper,,2026-02-19,asset,Miracle Mile retail corridor,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
atlanticcrystalsconstruction,Atlantic Crystals Construction,,(855) 817-8115,,,25.752709799999998,-80.2582005,33134,Ponce de Leon Corridor,construction,Contractor,$$,5.0,Google (Outscraper),56,,,1.0,High,N,,,N,outscraper,,2026-02-19,infrastructure,Ponce corridor professional cluster,Permitting (City of CG); material suppliers; labor unions,Material cost inflation; permitting delays; workforce housing demand,High rating (5.0) — quality leader,Standard operational risks,Prospect for CGCC membership,google,1,inferred,25.7497,-80.2647,inferred
attractions,Attractions,Ms. Mary Neustein,(305) 667-1651,https://fairchildgarden.org,"285 Aragon Ave, Coral Gables, FL 33134",,,,Coral Gables,legal,Attorneys & Law Firms,$$$,4.4,Google (SerpApi),74,,,0.55,Moderate,N,,,Y,cgcc,CG-OSINT-20260211-v2.0,2026-02-11,asset,CGCC member network,"Westlaw, LexisNexis; court filing systems; professional liability carriers",AI disruption in document review; Latin America cross-border demand growing,Monitor for rating/review changes,Standard operational risks,Maintain monitoring cadence,cgcc,1,original,,,inferred
au_advisors,Au Advisors,Ms. Aimee Paraso,(818) 613-8580,https://strikeau.com,"2417 Ponce de Leon Blvd, Coral Gables, FL 33134",,,,Coral Gables,professional_services,,$$,4.9,Google (SerpApi),76,,,0.60,Moderate,N,,,Y,osint-cgcc-v1,batch_cgcc_osint_01,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (4.9) — quality leader,Standard operational risks,Re-categorize with manual review,cgcc,1,original,,,original
auburndaleelementaryschool,Auburndale Elementary School,,,https://auburndaleelem.com/,"3255 Southwest 6th Street, Miami, FL 33135",25.7670896,-80.2491215,33135,Coral Gables,education,amenity:school,$$,,,,,,0.9,High,N,,,N,osm,,2026-02-19,infrastructure,Local business network,Accreditation bodies; EdTech platforms; textbook supply,General market conditions; Coral Gables growth trajectory,Monitor for rating/review changes,Standard operational risks,Prospect for CGCC membership; Collect rating data via SerpApi enrichment,osm,1,inferred,25.7666,-80.234,
audi,Audi,,(786) 885-3479,https://www.thecollectionaudimiami.com/,"200 Bird Rd, Coral Gables, FL 33146",25.7346679,-80.2592644,33134,Bird Road Corridor,retail,retail/car,$$,4.8,Google (SerpApi),36,,,0.60,Low,Y,Operational,low_confidence_unverified,N,osm,CG-OSINT-20260211-v2.0,2026-02-11,asset,Bird Road commercial strip,POS systems; inventory management; commercial lease market,E-commerce pressure; experiential retail shift; tourist foot traffic dependency,High rating (4.8) — quality leader; Low validation confidence — verify status,E-commerce disruption; foot traffic dependency,Prospect for CGCC membership,osm,1,original,25.7497,-80.2647,inferred
audio_visual_company,Audio Visual Company,Mr. Joe Louissaint,(305) 986-5012,https://showtechinc.com,"4472 NW 74th Ave, Miami, FL 33166",,,,Coral Gables,real_estate,Auction House/Appraiser,$$,5,Google (SerpApi),56,,,0.55,Moderate,N,,,Y,cgcc,CG-OSINT-20260211-v2.0,2026-02-11,asset,CGCC member network,General commercial infrastructure,General market conditions; Coral Gables growth trajectory,High rating (5.0) — quality leader,Standard operational risks,Re-categorize with manual review,cgcc,1,original,,,inferred
