business_id,business_name,contact_name,phone,website,address,lat,lon,postcode,neighborhood_area,category_primary,category_secondary,cuisine_type,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,top_delights,top_pain_points,osint_confidence,validation_tier,red_flag_present,red_flag_severity,red_flag_notes,pkp_node_type,pkp_edges_summary,pkp_picks_shovels,pkp_undercurrents,chamber_member,source,batch_id,last_reviewed
arbys,Arby's,,(305) 265-2011,https://www.arbys.com/locations/us/fl/miami/6760-sw-8th-st/store-167/,6760 Southwest 8th Street,25.7627499,-80.3052117,33134,Coral Gables,food_beverage,fast_food,sandwich,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
arcanosaboresdeesenciahisna,Arcano â€‘ Sabores de Esencia Hispana,Mr. Juan Diego Canahuati,(305) 530-8332,arcanomiami.com,,,,,Coral Gables,food_beverage,Restaurants,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
armstrongjazzhouse,Armstrong Jazz House,Mr. Alfred Santamaria,(786) 382-3135,armstrongjazzhouse.com,,,,,Coral Gables,food_beverage,Restaurants,"French, Steakhouse",$$,4.9,TripAdvisor,8,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC+TA,CG-OSINT-20260212-v4.0,2026-02-12
aromasdelperu,Aromas del Peru,,(786) 347-0506,https://aromasperu.com/locations/west-miami/,5757 Southwest 8th Street,25.7637212,-80.289117,33134,Ponce de Leon Corridor,food_beverage,restaurant,peruvian;latin_american,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Ponce de Leon Corridor,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM+OSM,CG-OSINT-20260212-v4.0,2026-02-12
asiagrocery,Asia Grocery,,(786) 268-7700,,6785 Southwest 56th Street,25.7186376,-80.303772,33143,Coral Gables,food_beverage,retail/convenience,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
bpshop,BP Shop,,,,3198 South Dixie Highway,25.736738,-80.2456303,33133,Bird Road Corridor,food_beverage,retail/convenience,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Bird Road Corridor,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM+OSM,CG-OSINT-20260212-v4.0,2026-02-12
babette,Babette,,,,,,,,Coral Gables,food_beverage,"French, Japanese","French, Japanese",$$,4.9,TripAdvisor,16,,,0.70,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,TA,CG-OSINT-20260212-v4.0,2026-02-12
bachourrestaurantandbakery,Bachour Restaurant and Bakery,Ms. Ligia Garcia,(305) 203-0552,antoniobachour.com,,,,,Coral Gables,food_beverage,Restaurants,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
bairesgrioralgables,Baires Grill - Coral Gables,,(786) 409-5121,https://www.bairesgrill.com/,180 Aragon Avenue,25.750198,-80.2584615,33134,Miracle Mile,food_beverage,restaurant,argentinian;steak_house;barbecue,$$,4.1,TripAdvisor,22,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Miracle Mile,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM+TA,CG-OSINT-20260212-v4.0,2026-02-12
bahain,Ball & Chain,Ms. Samantha Nieves,(786) 442-5024,madroomhospitality.com,,,,,Coral Gables,food_beverage,Restaurants,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
barracuda,Barracuda,,,,,25.7277623,-80.2432161,33134,Douglas Road Corridor,food_beverage,bar,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Douglas Road Corridor,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
bay13breweryandkitchen,Bay 13 Brewery And Kitchen,,,,,,,,Coral Gables,food_beverage,"Brew Pub, Bar","Brew Pub, Bar",$$,4.5,TripAdvisor,47,,,0.70,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,TA,CG-OSINT-20260212-v4.0,2026-02-12
bayshoreclubbargrill,Bayshore Club Bar & Grill,,,https://bayshoreclubmiami.com/,,25.7286857,-80.2341865,33133,Coral Gables,food_beverage,restaurant,grill,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
beautythebutcher,Beauty & The Butcher,,,,,25.7050579,-80.2852699,33143,Sunset / South Gables,food_beverage,restaurant,steak_house,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Sunset / South Gables,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
benihana,Benihana,,,,242 Miracle Mile,25.7492917,-80.2595017,33134,Miracle Mile,food_beverage,restaurant,japanese;teppanyaki;steak,$$,3.8,TripAdvisor,166,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Miracle Mile,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM+TA,CG-OSINT-20260212-v4.0,2026-02-12
biddaddyswineliquors,Bid Daddy's Wine & Liquors,,,,,25.7357238,-80.2379249,33133,Douglas Road Corridor,food_beverage,retail/alcohol,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Douglas Road Corridor,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
biltmoresignaturesundaybrunch,Biltmore Signature Sunday Brunch,,,,,,,,Coral Gables,food_beverage,American,American,$$$$,4.3,TripAdvisor,281,,,0.70,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,TA,CG-OSINT-20260212-v4.0,2026-02-12
bioseafood,"Bioseafood, LLC",Mr. Plutarco Cohen,(305) 444-6226,bioseafoodllc.com,,,,,Coral Gables,food_beverage,Distributors â€‘ Seafood,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
birdiebistro,Birdie Bistro,Ms. Rita Tennyson,(786) 357-8387,birdiebistro.co,,,,,Coral Gables,food_beverage,Restaurants â€‘ American,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
birdiesbistro,Birdie's Bistro,,(305) 567-3100,https://birdiebistro.co/,2001 Granada Boulevard,25.752491,-80.2747527,33134,Coral Gables,food_beverage,restaurant,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
blueskyfoodbythepound,Blue Sky Food by the Pound,,,,5751 Southwest 40th Street,25.7348816,-80.2877514,33146,Bird Road Corridor,food_beverage,restaurant,latin_american;cuban,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Bird Road Corridor,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
bodegataqueriaytequila,Bodega Taqueria y Tequila,,(786) 785-1501,,317 Miracle Mile,25.749757,-80.2611516,33134,Miracle Mile,food_beverage,restaurant,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Miracle Mile,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
bostonmarket,Boston Market,,,,,25.7496246,-80.2523193,33134,Coral Gables,food_beverage,fast_food,american;chicken,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
bouchon,Bouchon,Ms. Erin Rouchi,(305) 990-1360,thomaskeller.com/coralâ€‘gablesâ€‘florida/bouchonâ€‘bistro,,,,,Coral Gables,food_beverage,Restaurants,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
bouchonbistro,Bouchon Bistro,,,,,,,,Coral Gables,food_beverage,"French, European","French, European",$$,4.0,TripAdvisor,24,,,0.70,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,TA,CG-OSINT-20260212-v4.0,2026-02-12
bugattibistro,Bugatti Bistro,,,,2504 Ponce de Leon Boulevard,25.7484324,-80.2588916,33134,Miracle Mile,food_beverage,restaurant,italian,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Miracle Mile,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
burgerking,Burger King,,(305) 445-3985,https://www.bk.com/store-locator/store/restaurant_1236?gclid=Cj0KCQjw08aYBhDlARIsAA_gb0eNvvF0pepvSGY7OETJA9Hhg5eyK0Xeo6DSWTsoz4C9k9mObrS637gaAkqeEALw_wcB,2801 Southwest 27th Avenue,25.7385129,-80.2374691,33133,Douglas Road Corridor,food_beverage,fast_food,burger,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Douglas Road Corridor,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM+OSM,CG-OSINT-20260212-v4.0,2026-02-12
claudierestaurant,CLAUDIE RESTAURANT,Ms. Melek Simsek,(305) 990-1101,claudierestaurant.com,,,,,Coral Gables,food_beverage,Restaurants â€‘ French,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
craftcoralgables,CRAFT Coral Gables,,,,,,,,Coral Gables,food_beverage,"American, Pizza","American, Pizza",$$,4.9,TripAdvisor,902,,,0.70,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,TA,CG-OSINT-20260212-v4.0,2026-02-12
cafegrumpy,Cafe Grumpy,,,,,,,,Coral Gables,food_beverage,"American, Coffee","American, Coffee",$$,4.0,TripAdvisor,4,,,0.70,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,TA,CG-OSINT-20260212-v4.0,2026-02-12
caffeabbracci,Caffe Abbracci,,,,,,,,Coral Gables,food_beverage,Italian,Italian,$$,4.3,TripAdvisor,438,,,0.70,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,TA,CG-OSINT-20260212-v4.0,2026-02-12
caffevialetto,Caffe Vialetto,,,,4019 Le Jeune Road,25.7343125,-80.2618744,33146,Bird Road Corridor,food_beverage,restaurant,italian,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Bird Road Corridor,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
cafdemetrio,CafÃ© Demetrio,Mr. Demetrio Pina,(305) 448-4949,cafedemetrio.com,,,,,Coral Gables,food_beverage,Restaurants,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
cafgrumpy,CafÃ© Grumpy,Ms. Caroline Bell,(305) 364-5012,cafegrumpy.com,,,,,Coral Gables,food_beverage,Restaurants,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
californiapizzakitchen,California Pizza Kitchen,,,,,25.7491037,-80.2608692,33134,Miracle Mile,food_beverage,restaurant,pizza,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Miracle Mile,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
calistagreekseafoodtaverna,Calista - Greek Seafood Taverna,,(786) 310-7660,https://www.calistataverna.com/,150 Giralda Avenue,25.7512315,-80.2577866,33134,Ponce de Leon Corridor,food_beverage,restaurant,greek,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Ponce de Leon Corridor,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
calistataverna,Calista Taverna,Mr. Thomas Fotouras,(786) 310-7660,calistataverna.com,,,,,Coral Gables,food_beverage,Restaurants,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
calleocho,Calle Ocho,,,,,25.7653869,-80.2358315,33133,Douglas Road Corridor,food_beverage,retail/convenience,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Douglas Road Corridor,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
cantonroserestaurant,Canton Rose Restaurant,,,,4038 Southwest 67th Avenue,25.7321922,-80.3032021,33146,Bird Road Corridor,food_beverage,restaurant,chinese,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Bird Road Corridor,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
carolinaalehouse,Carolina Ale House,,(305) 666-3757,https://www.carolinaalehouse.com/our-restaurants/miami/,6810 Southwest 40th Street,25.7327724,-80.304606,33146,Bird Road Corridor,food_beverage,restaurant,american;burger,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Bird Road Corridor,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
casajuancho,Casa Juancho,,,,2436 Southwest 8th Street,25.7649817,-80.2358067,33133,Douglas Road Corridor,food_beverage,restaurant,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Douglas Road Corridor,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
casaneos,Casa Neos,Ms. Cynthia Legrand,(786) 706-0744,,,,,,Coral Gables,food_beverage,Restaurant/Hospitality Group,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
cascadepoolcafeatthebiltmorehotelmiami,Cascade Pool Cafe at The Biltmore Hotel Miami,,(305) 913-3189,https://www.biltmorehotel.com/dining/cascade/,1200 Anastasia Avenue,25.7405208,-80.2787875,33134,Coral Gables,food_beverage,restaurant,american,$$$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
catering,Catering,Ms. Lorena Castillo,(786) 475-3166,theboardmiami.com,,,,,Coral Gables,food_beverage,Caterers & Events,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
cateringbyles,Catering by Les,Mr. Les Oppenheim,(305) 669-5221,cateringbyles.com,,,,,Coral Gables,food_beverage,Caterers & Events,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
cateringbylovables,Catering by Lovables,Ms. Elizabeth Silverman,(305) 751-1101,cateringbylovables.com,,,,,Coral Gables,food_beverage,Caterers & Events,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
cava,Cava,,(305) 433-7666,https://cavamia.com/,3850 Southwest 8th Street,25.7644267,-80.258343,33134,Coral Gables,food_beverage,restaurant,spanish,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
chevron,Chevron,,,https://www.chevronwithtechron.com/station/801-SW-42nd-Ave-Miami-FL-33134-id202650,4190 Southwest 8th Street,25.7639911,-80.2627753,33134,Coral Gables,food_beverage,retail/convenience,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM+OSM,CG-OSINT-20260212-v4.0,2026-02-12
chickenkitchen,Chicken Kitchen,,,,400 South Dixie Highway,25.7260509,-80.2618951,33146,Bird Road Corridor,food_beverage,restaurant,american,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Bird Road Corridor,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM+OSM,CG-OSINT-20260212-v4.0,2026-02-12
chilln,Chill-N,,,,7316 Southwest 57th Avenue,25.7031644,-80.2856424,33143,Sunset / South Gables,food_beverage,ice_cream,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Sunset / South Gables,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
chipotle,Chipotle,,(786) 441-2385,https://locations.chipotle.com/fl/miami/2235-sw-37th-ave,2235 Southwest 37th Avenue,25.7493266,-80.2543748,33134,Sunset / South Gables,food_beverage,fast_food,mexican,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Sunset / South Gables,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM+OSM,CG-OSINT-20260212-v4.0,2026-02-12
chocolatefashion,Chocolate Fashion,Ms. Persy Berger,(305) 461-3200,chocolatefashiononline.com,,,,,Coral Gables,food_beverage,Restaurants,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
christys,Christy's,,,,,,,,Coral Gables,food_beverage,"American, Steakhouse","American, Steakhouse",$$,4.2,TripAdvisor,225,,,0.70,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,TA,CG-OSINT-20260212-v4.0,2026-02-12
circlek,Circle K,,,,,25.7642916,-80.2764443,33134,Coral Gables,food_beverage,retail/convenience,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
coffeeforthesoul,Coffee for the Soul,Ms. Carolina Mesa,(786) 953-6594,cfscoffee.com,,,,,Coral Gables,food_beverage,Restaurants â€‘ Bakery/Cafe,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
conopizza,Cono Pizza,,(305) 639-8492,,1200 Southwest 67th Avenue,25.7593122,-80.3040049,33134,Coral Gables,food_beverage,restaurant,pizza,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
cookingenie,CookinGenie,Ms. Laura Madden,(317) 410-0019,cookingenie.com,,,,,Coral Gables,food_beverage,Food & Beverage,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
copper29bar,Copper 29 Bar,Ms. Ana Rivera,(786) 580-4689,copper29bar.com,,,,,Coral Gables,food_beverage,Restaurants,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
cortaditocoffeehouse,Cortadito Coffee House,Ms. Elba Machado,(786) 410-0175,cortaditocoffeehouse.com,,,,,Coral Gables,food_beverage,Restaurants,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
costazulperuviancuisine,Costazul Peruvian Cuisine,,(786) 360-3775,,160 Giralda Avenue,,,,Coral Gables,food_beverage,Peruvian,Peruvian,$$,,,,,,0.70,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,TA,CG-OSINT-20260212-v4.0,2026-02-12
coutlerdiscount,Coutler Discount,,,,1800 Ponce de Leon Boulevard,25.7557802,-80.2591387,33134,Ponce de Leon Corridor,food_beverage,retail/convenience,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Ponce de Leon Corridor,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
coyotaco,Coyo Taco,Ms. Alicia Smith,(786) 629-7929,,1514 South Dixie Highway,25.7090934,-80.2831643,33146,Sunset / South Gables,food_beverage,Restaurants,mexican,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Sunset / South Gables,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC+OSM,CG-OSINT-20260212-v4.0,2026-02-12
cremagourmetespressobar,Crema Gourmet Espresso Bar,Mr. Yiannas Sotirpoulos,(786) 360-4026,cremagourmet.com,,,,,Coral Gables,food_beverage,Restaurants,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,Y,CGCC,CG-OSINT-20260212-v4.0,2026-02-12
crown,Crown,,,,5749 Southwest 40th Street,25.7348864,-80.2876683,33146,Bird Road Corridor,food_beverage,retail/wine,,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Bird Road Corridor,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
cucinafresca,Cucina Fresca,,,,1306 Stanford Drive,25.7197541,-80.2782306,33146,University of Miami,food_beverage,restaurant,italian,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:University of Miami,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
crtoitalianrestaurant,CÃ¨rto Italian Restaurant,,,,,,,,Coral Gables,food_beverage,"Italian, Steakhouse","Italian, Steakhouse",$$,,,84,,,0.70,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,TA,CG-OSINT-20260212-v4.0,2026-02-12
dairyqueen,Dairy Queen,,(305) 665-1387,https://www.dairyqueen.com/locations/fl/miami/4040-sw-67th-ave/5427,4040 Southwest 67th Avenue,25.7321266,-80.3032006,33146,Bird Road Corridor,food_beverage,fast_food,ice_cream;burger;chicken,$$,,,,,,0.55,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC; geo:Bird Road Corridor,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,OSM,CG-OSINT-20260212-v4.0,2026-02-12
daniels,Daniel's,,,,,,,,Coral Gables,food_beverage,Steakhouse,Steakhouse,$$,,,,,,0.70,Moderate,N,,,asset_node,sector:food_beverage; network:CGCC,POS; reservation; inventory; social; delivery,Rent pressure; labor inflation; delivery apps; franchise standardization,N,TA,CG-OSINT-20260212-v4.0,2026-02-12
