business_id,business_name,contact_name,phone,website,address,lat,lon,postcode,neighborhood_area,category_primary,category_secondary,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,top_delights,top_pain_points,osint_confidence,validation_tier,red_flag_present,red_flag_severity,red_flag_notes,chamber_member,source_file,batch_id,last_reviewed_date
evenskykatzfoldesfinancialwealthmanagement,Evensky & Katz / Foldes Financial Wealth Management,Mr. David Evensky,(305) 448-8882,evenskykatz.com,,,,,Coral Gables,financial_services,Wealth Management,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
fisglobal,FIS Global,Ms. Erica Landivar,,fisglobal.com,,,,,Coral Gables,financial_services,Technology Finance,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
fontaineretirementgroup,Fontaine Retirement Group,Mr. David Fontaine,(305) 386-7667,,,,,,Coral Gables,financial_services,Financial Advisors/Wealth Management,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
ghfactor,"G.H. Factor, LLC",Mr. Mauricio Perez,(786) 925-0583,ghfactor.net,,,,,Coral Gables,financial_services,Financing Commercial Accounts Receivables,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
hamptonsgroup,"Hamptons Group, LLC",Mr. Jeff Bartel,(305) 310-9000,hamptonsgroup.com,2800 Southwest 28th Terrace,25.7385255,-80.2392913,33133,Douglas Road Corridor,financial_services,Financial/Investments,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC+OSM,CG-OSINT-20260211-v3.0,2026-02-11
henleyrtnersusa,Henley & Partners USA Inc.,Ms. Isabel Quintero,(786) 233-6668,henleyglobal.com,,,,,Coral Gables,financial_services,Global Citizenship/Residency by Investment,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
hines,Hines,Ms. Rosemary AltareLemus,(305) 444-8900,hines.com,,,,,Coral Gables,financial_services,Real Estate Developers & Investors,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
insigneosecurities,"Insigneo Securities, LLC",Mr. Javier Rivero,(305) 373-9000,insigneo.com,,,,,Coral Gables,financial_services,Financial Advisors/Wealth Management,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
integritywealthadvisoryofjanney,Integrity Wealth Advisory of Janney,Ms. Susan Rutrough,(786) 577-6806,integritywealthadvisoryjanney.com,,,,,Coral Gables,financial_services,Financial Professional  Wealth Management,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
inveniowealthrtners,Invenio Wealth Partners,Mr. Joseph Fernandez,(305) 570-2059,inveniowealth.com,,,,,Coral Gables,financial_services,Wealth Management,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
keskglobalgroup,"KESK Global Group, LLC",Mr. Karel Lens,(786) 523-0003,keskglobal.com,,,,,Coral Gables,financial_services,Financial Services & Advisors,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
mgdeveloper,MG Developer,Mr. Giovanni Insignares,(305) 718-4575,mgdevelopermiami.com,,,,,Coral Gables,financial_services,Real Estate Developers & Investors,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
marinerwealthadvisors,Mariner Wealth Advisors,Ms. Michelle Grillone,(305) 443-0230,marinewealthadvisors.com,,,,,Coral Gables,financial_services,Financial Services & Advisors,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
metrofund,Metro Fund Inc.,Mr. Orlando Diaz,(786) 369-8412,metrofundgroup.com,,,,,Coral Gables,financial_services,Mortgage Lender,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
morganstanleywealthmanagement,Morgan Stanley Wealth Management,Mr. Carlos Shteremberg,(786) 848-3054,morganstanley.com,,,,,Coral Gables,financial_services,Wealth Management,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
mutualofomaha,Mutual of Omaha,Mr. Alfonso Bonilla,(786) 655-0163,agents.mutualofomaha.com/alfonsobonilla,,,,,Coral Gables,financial_services,Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
npcfinancialdmg,NPC Financial DMG Corp.,Mr. Giovanny Madrid,(786) 241-5516,npcfinancial.com,,,,,Coral Gables,financial_services,Financial Planning,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
northwesternmutualralgables,Northwestern Mutual  Coral Gables,Mr. Robert Poleo,(305) 448-5666,coralgables.nm.com,,,,,Coral Gables,financial_services,Financial Services & Advisors,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
pensionservices,Pension Services Inc.,Mr. Robert Penafiel,(305) 595-5500,pensionnetwork.net,,,,,Coral Gables,financial_services,Financial Services & Advisors,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
premiaglobaladvisors,Premia Global Advisors,Mr. Miguel Sosa,(786) 646-9140,premiaglobaladvisors.com,,,,,Coral Gables,financial_services,Financial Advisors/International,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
privatewealthmanagementofralgables,Private Wealth Management of Coral Gables,Mr. Al Maulini,(305) 548-2247,pwmcg.com,,,,,Coral Gables,financial_services,Financial/Investments,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
rizemortgage,"Rize Mortgage, LLC",Mr. Cesar Del Collado,(786) 287-5836,cesardelcollado.zipforhome.com,,,,,Coral Gables,financial_services,Mortgage Financing,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
robertogarcianewyorklife,Roberto Garcia New York Life,Mr. Roberto Garcia,(786) 443-1774,newyorklife.com,,,,,Coral Gables,financial_services,Financial Planning,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
sandsinvestments,Sands Investments,Mr. Charles Sands,(305) 661-7972,,,,,,Coral Gables,financial_services,Real Estate Developers & Investors,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
thecaltagroup,The Calta Group,Mr. Gaetano Caltagirone,(305) 496-9735,thecaltagroup.com,,,,,Coral Gables,financial_services,Real Estate Developers & Investors,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
vimwealthmanagement,VIM Wealth Management,Mr. Vonnell Martinez,(305) 905-8950,vimwealthmanagement.com,,,,,Coral Gables,financial_services,Wealth Management,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
veritran,Veritran,Ms. Yuli Simon,,veritran.com,,,,,Coral Gables,financial_services,Insurance & Financial Services,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
wealthenhancementgroup,Wealth Enhancement Group,Mr. Louis Feldman,(305) 877-8070,wealthenhancement.com,,,,,Coral Gables,financial_services,Financial Advisors,$$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
100montaditosralgables,100 Montaditos Coral Gables,Ms. Breezy Leza,(786) 449-5203,100montaditos.com,,,,,Coral Gables,food_beverage,Restaurants  Spanish Cuisine & Tapas,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
19thholesportsbargrill,19th Hole Sports Bar & Grill,,,,,25.7398279,-80.2795776,33146,Bird Road Corridor,food_beverage,pub,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
3chefsandachicken,3 Chefs and a Chicken,,,,6601 Southwest 57th Avenue,25.7073215,-80.2852399,33146,Sunset / South Gables,food_beverage,fast_food,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
305peruvianmoderncuisine,305 Peruvian Modern Cuisine,,,,,25.7498154,-80.2494716,33134,Coral Gables,food_beverage,restaurant,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
450gradi,450 Gradi,Mr. Vicenzo Esposito,(786) 391-1276,450gradipizzerias.com,,,,,Coral Gables,food_beverage,Restaurants  Italian,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
7eleven,7-Eleven,,(305) 443-0500,https://www.7-eleven.com/locations/fl/coral-gables/350-bird-rd-10491,350 Southwest 40th Street,25.7344709,-80.2609821,33146,Bird Road Corridor,food_beverage,retail/convenience,$$,,,,,,0.55,Moderate,N,,,N,OSM+OSM,CG-OSINT-20260211-v3.0,2026-02-11
akashijaneserestaurant,Akashi Japanese Restaurant,,(305) 529-9954,,3444 Main Hwy,25.727493,-80.243396,33133,Douglas Road Corridor,food_beverage,restaurant,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
alamir,Al-Amir,,,,6420 Southwest 40th Street,25.7332911,-80.2990952,33146,Bird Road Corridor,food_beverage,fast_food,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
aldi,Aldi,,(855) 955-2534,https://stores.aldi.us/fl/miami/3750-s-dixie-hwy,3750 South Dixie Highway,25.7317566,-80.254089,33133,Bird Road Corridor,food_beverage,retail/supermarket,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
alhambrastationcafe,Alhambra Station Cafe,Ms. Karina Fava,(305) 441-2676,alhambrastationcafe.com,,,,,Coral Gables,food_beverage,Restaurants  International Deli Gourmet,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
apizzabrooklyn,Apizza Brooklyn,,,,5755 Southwest 40th Street,25.734806,-80.288025,33146,Bird Road Corridor,food_beverage,restaurant,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
arbys,Arby's,,(305) 265-2011,https://www.arbys.com/locations/us/fl/miami/6760-sw-8th-st/store-167/,6760 Southwest 8th Street,25.7627499,-80.3052117,33134,Coral Gables,food_beverage,fast_food,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
arcanosaboresdeesenciahisna,Arcano  Sabores de Esencia Hispana,Mr. Juan Diego Canahuati,(305) 530-8332,arcanomiami.com,,,,,Coral Gables,food_beverage,Restaurants,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
archivistcafe,Archivist Cafe,,(305) 284-2715,https://dineoncampus.com/miami,,25.7208798,-80.2787485,33146,University of Miami Area,food_beverage,cafe,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
armstrongjazzhouse,Armstrong Jazz House,Mr. Alfred Santamaria,(786) 382-3135,armstrongjazzhouse.com,,,,,Coral Gables,food_beverage,Restaurants  American,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
aromasdelperu,Aromas del Peru,,(786) 347-0506,https://aromasperu.com/locations/west-miami/,5757 Southwest 8th Street,25.7637212,-80.289117,33134,Ponce de Leon Corridor,food_beverage,restaurant,$$,,,,,,0.55,Moderate,N,,,N,OSM+OSM,CG-OSINT-20260211-v3.0,2026-02-11
asiagrocery,Asia Grocery,,(786) 268-7700,,6785 Southwest 56th Street,25.7186376,-80.303772,33143,Coral Gables,food_beverage,retail/convenience,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
bpshop,BP Shop,,,,3198 South Dixie Highway,25.736738,-80.2456303,33133,Bird Road Corridor,food_beverage,retail/convenience,$$,,,,,,0.55,Moderate,N,,,N,OSM+OSM,CG-OSINT-20260211-v3.0,2026-02-11
bachourrestaurantandbakery,Bachour Restaurant and Bakery,Ms. Ligia Garcia,(305) 203-0552,antoniobachour.com,,,,,Coral Gables,food_beverage,Restaurants  American,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
bairesgrioralgables,Baires Grill - Coral Gables,,(786) 409-5121,https://www.bairesgrill.com/,180 Aragon Avenue,25.750198,-80.2584615,33134,Miracle Mile,food_beverage,restaurant,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
bahain,Ball & Chain,Ms. Samantha Nieves,(786) 442-5024,madroomhospitality.com,,,,,Coral Gables,food_beverage,Restaurants  Cuban,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
bardoscaffe,Bardo's Caffe,,,,,25.7558403,-80.2590614,33134,Ponce de Leon Corridor,food_beverage,cafe,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
barracuda,Barracuda,,,,,25.7277623,-80.2432161,33134,Douglas Road Corridor,food_beverage,bar,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
bayshoreclubbargrill,Bayshore Club Bar & Grill,,,https://bayshoreclubmiami.com/,,25.7286857,-80.2341865,33133,Coral Gables,food_beverage,restaurant,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
beautythebutcher,Beauty & The Butcher,,,,,25.7050579,-80.2852699,33143,Sunset / South Gables,food_beverage,restaurant,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
beehivejuicebar,Beehive Juice Bar,,(305) 663-1300,https://www.beehivejuicebarandcafe.getsauce.com/,6490 Bird Road,25.7330995,-80.3006651,33146,Bird Road Corridor,food_beverage,cafe,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
benihana,Benihana,,,,242 Miracle Mile,25.7492917,-80.2595017,33134,Miracle Mile,food_beverage,restaurant,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
biddaddyswineliquors,Bid Daddy's Wine & Liquors,,,,,25.7357238,-80.2379249,33133,Douglas Road Corridor,food_beverage,retail/alcohol,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
bioseafood,"Bioseafood, LLC",Mr. Plutarco Cohen,(305) 444-6226,bioseafoodllc.com,,,,,Coral Gables,food_beverage,Distributors  Seafood,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
birdiebistro,Birdie Bistro,Ms. Rita Tennyson,(786) 357-8387,birdiebistro.co,,,,,Coral Gables,food_beverage,Restaurants  American,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
birdiesbistro,Birdie's Bistro,,(305) 567-3100,https://birdiebistro.co/,2001 Granada Boulevard,25.752491,-80.2747527,33134,Coral Gables,food_beverage,restaurant,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
blueskyfoodbythepound,Blue Sky Food by the Pound,,,,5751 Southwest 40th Street,25.7348816,-80.2877514,33146,Bird Road Corridor,food_beverage,restaurant,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
bodegataqueriaytequila,Bodega Taqueria y Tequila,,(786) 785-1501,,317 Miracle Mile,25.749757,-80.2611516,33134,Miracle Mile,food_beverage,restaurant,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
bostonmarket,Boston Market,,,,,25.7496246,-80.2523193,33134,Coral Gables,food_beverage,fast_food,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
bouchon,Bouchon,Ms. Erin Rouchi,(305) 990-1360,thomaskeller.com/coralgablesflorida/bouchonbistro,,,,,Coral Gables,food_beverage,Restaurants  French Bistro,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
bugattibistro,Bugatti Bistro,,,,2504 Ponce de Leon Boulevard,25.7484324,-80.2588916,33134,Miracle Mile,food_beverage,restaurant,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
burgerking,Burger King,,(305) 445-3985,https://www.bk.com/store-locator/store/restaurant_1236?gclid=Cj0KCQjw08aYBhDlARIsAA_gb0eNvvF0pepvSGY7OETJA9Hhg5eyK0Xeo6DSWTsoz4C9k9mObrS637gaAkqeEALw_wcB,2801 Southwest 27th Avenue,25.7385129,-80.2374691,33133,Douglas Road Corridor,food_beverage,fast_food,$$,,,,,,0.55,Moderate,N,,,N,OSM+OSM,CG-OSINT-20260211-v3.0,2026-02-11
claudierestaurant,CLAUDIE RESTAURANT,Ms. Melek Simsek,(305) 990-1101,claudierestaurant.com,,,,,Coral Gables,food_beverage,Restaurants  French,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
cafebonjour,Cafe Bonjour,,,https://www.cafebonjourmiamifl.com,,25.6997391,-80.2940591,33143,Sunset / South Gables,food_beverage,cafe,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
caffevialetto,Caffe Vialetto,,,,4019 Le Jeune Road,25.7343125,-80.2618744,33146,Bird Road Corridor,food_beverage,restaurant,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
cafdemetrio,Cafe Demetrio,Mr. Demetrio Pina,(305) 448-4949,cafedemetrio.com,,,,,Coral Gables,food_beverage,Restaurants  Coffee House,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
cafgrumpy,Cafe Grumpy,Ms. Caroline Bell,(305) 364-5012,cafegrumpy.com,,,,,Coral Gables,food_beverage,Restaurants  Coffee Shop,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
californiapizzakitchen,California Pizza Kitchen,,,,,25.7491037,-80.2608692,33134,Miracle Mile,food_beverage,restaurant,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
calistagreekseafoodtaverna,Calista - Greek Seafood Taverna,,(786) 310-7660,https://www.calistataverna.com/,150 Giralda Avenue,25.7512315,-80.2577866,33134,Ponce de Leon Corridor,food_beverage,restaurant,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
calistataverna,Calista Taverna,Mr. Thomas Fotouras,(786) 310-7660,calistataverna.com,,,,,Coral Gables,food_beverage,Restaurants  Greek,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
calleocho,Calle Ocho,,,,,25.7653869,-80.2358315,33133,Douglas Road Corridor,food_beverage,retail/convenience,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
cantonroserestaurant,Canton Rose Restaurant,,,,4038 Southwest 67th Avenue,25.7321922,-80.3032021,33146,Bird Road Corridor,food_beverage,restaurant,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
carolinaalehouse,Carolina Ale House,,(305) 666-3757,https://www.carolinaalehouse.com/our-restaurants/miami/,6810 Southwest 40th Street,25.7327724,-80.304606,33146,Bird Road Corridor,food_beverage,restaurant,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
casajuancho,Casa Juancho,,,,2436 Southwest 8th Street,25.7649817,-80.2358067,33133,Douglas Road Corridor,food_beverage,restaurant,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
casaneos,Casa Neos,Ms. Cynthia Legrand,(786) 706-0744,,,,,,Coral Gables,food_beverage,Restaurant/Hospitality Group,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
cascadepoolcafeatthebiltmorehotelmiami,Cascade Pool Cafe at The Biltmore Hotel Miami,,(305) 913-3189,https://www.biltmorehotel.com/dining/cascade/,1200 Anastasia Avenue,25.7405208,-80.2787875,33134,Coral Gables,food_beverage,restaurant,$$$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
catering,Catering,Ms. Lorena Castillo,(786) 475-3166,theboardmiami.com,,,,,Coral Gables,food_beverage,Caterers & Events,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
cateringbyles,Catering by Les,Mr. Les Oppenheim,(305) 669-5221,cateringbyles.com,,,,,Coral Gables,food_beverage,Caterers & Events,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
cateringbylovables,Catering by Lovables,Ms. Elizabeth Silverman,(305) 751-1101,cateringbylovables.com,,,,,Coral Gables,food_beverage,Caterers & Events,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
cava,Cava,,(305) 433-7666,https://cavamia.com/,3850 Southwest 8th Street,25.7644267,-80.258343,33134,Coral Gables,food_beverage,restaurant,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
chevron,Chevron,,,https://www.chevronwithtechron.com/station/801-SW-42nd-Ave-Miami-FL-33134-id202650,4190 Southwest 8th Street,25.7639911,-80.2627753,33134,Coral Gables,food_beverage,retail/convenience,$$,,,,,,0.55,Moderate,N,,,N,OSM+OSM,CG-OSINT-20260211-v3.0,2026-02-11
chickenkitchen,Chicken Kitchen,,,,400 South Dixie Highway,25.7260509,-80.2618951,33146,Bird Road Corridor,food_beverage,restaurant,$$,,,,,,0.55,Moderate,N,,,N,OSM+OSM,CG-OSINT-20260211-v3.0,2026-02-11
chilln,Chill-N,,,,7316 Southwest 57th Avenue,25.7031644,-80.2856424,33143,Sunset / South Gables,food_beverage,ice_cream,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
chipotle,Chipotle,,(786) 441-2385,https://locations.chipotle.com/fl/miami/2235-sw-37th-ave,2235 Southwest 37th Avenue,25.7493266,-80.2543748,33134,Sunset / South Gables,food_beverage,fast_food,$$,,,,,,0.55,Moderate,N,,,N,OSM+OSM,CG-OSINT-20260211-v3.0,2026-02-11
cholatefashion,Chocolate Fashion,Ms. Persy Berger,(305) 461-3200,chocolatefashiononline.com,,,,,Coral Gables,food_beverage,Restaurants  Bakery/Cafe,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
circlek,Circle K,,,,,25.7642916,-80.2764443,33134,Coral Gables,food_beverage,retail/convenience,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
ffeeforthesoul,Coffee for the Soul,Ms. Carolina Mesa,(786) 953-6594,cfscoffee.com,,,,,Coral Gables,food_beverage,Restaurants  Bakery/Cafe,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
nopizza,Cono Pizza,,(305) 639-8492,,1200 Southwest 67th Avenue,25.7593122,-80.3040049,33134,Coral Gables,food_beverage,restaurant,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
okingenie,CookinGenie,Ms. Laura Madden,(317) 410-0019,cookingenie.com,,,,,Coral Gables,food_beverage,Food & Beverage,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
pper29bar,Copper 29 Bar,Ms. Ana Rivera,(786) 580-4689,copper29bar.com,,,,,Coral Gables,food_beverage,Restaurants  Bar,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
rtaditoffeehouse,Cortadito Coffee House,Ms. Elba Machado,(786) 410-0175,cortaditocoffeehouse.com,200 Miracle Mile,25.7493477,-80.2588426,33134,Miracle Mile,food_beverage,Restaurants  Coffee House,$$,,,,,,0.55,Moderate,N,,,Y,CGCC+OSM,CG-OSINT-20260211-v3.0,2026-02-11
utlerdisunt,Coutler Discount,,,,1800 Ponce de Leon Boulevard,25.7557802,-80.2591387,33134,Ponce de Leon Corridor,food_beverage,retail/convenience,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
yota,Coyo Taco,Ms. Alicia Smith,(786) 629-7929,,1514 South Dixie Highway,25.7090934,-80.2831643,33146,Sunset / South Gables,food_beverage,Restaurants  Mexican,$$,,,,,,0.55,Moderate,N,,,Y,CGCC+OSM,CG-OSINT-20260211-v3.0,2026-02-11
cremagourmetespressobar,Crema Gourmet Espresso Bar,Mr. Yiannas Sotirpoulos,(786) 360-4026,cremagourmet.com,,,,,Coral Gables,food_beverage,Restaurants  Coffee Shop,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
crown,Crown,,,,5749 Southwest 40th Street,25.7348864,-80.2876683,33146,Bird Road Corridor,food_beverage,retail/wine,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
cucinafresca,Cucina Fresca,,,,1306 Stanford Drive,25.7197541,-80.2782306,33146,University of Miami Area,food_beverage,restaurant,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
dairyqueen,Dairy Queen,,(305) 665-1387,https://www.dairyqueen.com/locations/fl/miami/4040-sw-67th-ave/5427,4040 Southwest 67th Avenue,25.7321266,-80.3032006,33146,Bird Road Corridor,food_beverage,fast_food,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
daybreak,Daybreak,,,,,25.7179475,-80.2773028,33146,University of Miami Area,food_beverage,restaurant,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
deleiteseventscatering,DeleiteS | Events & Catering,Ms. Shallya Sanchez Llerena,(786) 657-1834,deleitesevents.com,,,,,Coral Gables,food_beverage,Caterers & Events,$$,,,,,,0.55,Moderate,N,,,Y,CGCC,CG-OSINT-20260211-v3.0,2026-02-11
dennys,Denny's,,(305) 666-6250,https://locations.dennys.com/FL/CORAL-GABLES/248698,1150 South Dixie Highway,25.7156959,-80.2750603,33146,University of Miami Area,food_beverage,restaurant,$$,,,,,,0.55,Moderate,N,,,N,OSM+OSM,CG-OSINT-20260211-v3.0,2026-02-11
diced,Diced,,,,2342 Southwest 67th Avenue,25.7487814,-80.3038744,33146,Coral Gables,food_beverage,restaurant,$$,,,,,,0.55,Moderate,N,,,N,OSM,CG-OSINT-20260211-v3.0,2026-02-11
