business_id,business_name,contact_name,phone,website,address,lat,lon,postcode,neighborhood_area,category_primary,category_secondary,price_tier,rating_primary_value,rating_primary_source,rating_primary_review_count,rating_secondary_value,rating_secondary_source,top_delights,top_pain_points,osint_confidence,validation_tier,validation_confidence,red_flag_present,red_flag_severity,red_flag_category,red_flag_notes,pkp_node_type,pkp_edges_summary,pkp_picks_shovels_summary,pkp_undercurrents_summary,pkp_key_signals,pkp_primary_risks,pkp_primary_actions,chamber_member,source,batch_id,last_reviewed_date
cortadito_coffee_house,Cortadito Coffee House,Ms. Elba Machado,(786) 410-0175,cortaditocoffeehouse.com,200 Miracle Mile,25.7493477,-80.2588426,33134,Miracle Mile,food_beverage,Restaurants â€‘ Coffee House,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,geo:Miracle Mile; sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,Y,CGCC+OSM,CG-OSINT-20260211-v2.0,2026-02-11
coyo_taco,Coyo Taco,Ms. Alicia Smith,(786) 629-7929,,1514 South Dixie Highway,25.7090934,-80.2831643,33146,Sunset / South Gables,food_beverage,Restaurants â€‘ Mexican,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,geo:Sunset / South Gables; sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,Y,CGCC+OSM,CG-OSINT-20260211-v2.0,2026-02-11
crema_gourmet_espresso_bar,Crema Gourmet Espresso Bar,Mr. Yiannas Sotirpoulos,(786) 360-4026,cremagourmet.com,,,,,Coral Gables,food_beverage,Restaurants â€‘ Coffee Shop,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
dairy_queen,Dairy Queen,,(305) 665-1387,https://www.dairyqueen.com/locations/fl/miami/4040-sw-67th-ave/5427,4040 Southwest 67th Avenue,25.7321266,-80.3032006,33155,Bird Road Corridor,food_beverage,food_beverage/fast_food,$$,,,,,,,,0.60,Moderate,0.65,N,,,,asset_node,geo:Bird Road Corridor; sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,N,OSM,CG-OSINT-20260211-v2.0,2026-02-11
deleites__events__catering,DeleiteS | Events & Catering,Ms. Shallya Sanchez Llerena,(786) 657-1834,deleitesevents.com,,,,,Coral Gables,food_beverage,Caterers & Events,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
dennys,Denny's,,(305) 666-6250,https://locations.dennys.com/FL/CORAL-GABLES/248698,1150 South Dixie Highway,25.7156959,-80.2750603,33146,University of Miami Area,food_beverage,food_beverage/restaurant,$$,,,,,,,,0.60,Moderate,0.65,N,,,,asset_node,geo:University of Miami Area; sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,N,OSM+OSM,CG-OSINT-20260211-v2.0,2026-02-11
dominos,Domino's,,(305) 667-3666,https://pizza.dominos.com/florida/coral-gables/5877-ponce-de-leon-blvd,5877 Ponce de Leon Boulevard,25.7103294,-80.2835074,33146,Douglas Road Corridor,food_beverage,food_beverage/fast_food,$$,,,,,,,,0.60,Moderate,0.65,N,,,,asset_node,geo:Douglas Road Corridor; sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,N,OSM+OSM+OSM+OSM,CG-OSINT-20260211-v2.0,2026-02-11
don_pan_international_bakery,Don Pan International Bakery,,,https://donpan.com/,400 South Dixie Highway,25.7260015,-80.2619412,33146,Coral Gables,food_beverage,food_beverage/restaurant,$$,,,,,,,,0.60,Moderate,0.55,N,,,,asset_node,sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,N,OSM,CG-OSINT-20260211-v2.0,2026-02-11
door_dash,Door Dash,Mr. Darrell Davis,,doordash.com,,,,,Coral Gables,food_beverage,Food and Drink Delivery,$$,,,,,,,,0.55,Moderate,0.55,N,,,,asset_node,sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
dunkin,Dunkin',,(305) 330-4357,https://locations.dunkindonuts.com/en/fl/miami/8099-s-dixie-hwy/349618,8099 South Dixie Highway,25.6952018,-80.2999657,33143,Sunset / South Gables,food_beverage,food_beverage/fast_food,$$,,,,,,,,0.60,Moderate,0.65,N,,,,asset_node,geo:Sunset / South Gables; sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,N,OSM+OSM,CG-OSINT-20260211-v2.0,2026-02-11
einstein_bros_bagels,Einstein Bros. Bagels,,(305) 668-6260,https://locations.einsteinbros.com/us/fl/south-miami/5946-s-dixie-hwy,5946 South Dixie Highway,25.7035335,-80.2900886,33143,Sunset / South Gables,food_beverage,food_beverage/fast_food,$$,,,,,,,,0.60,Moderate,0.65,N,,,,asset_node,geo:Sunset / South Gables; sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,N,OSM+OSM,CG-OSINT-20260211-v2.0,2026-02-11
el_atlacatl,El Atlacatl,,(305) 649-8000,https://elatlacatlmiami.com/,3199 Southwest 8th Street,25.7650746,-80.2468048,33135,Coral Gables,food_beverage,food_beverage/restaurant,$$,,,,,,,,0.60,Moderate,0.65,N,,,,asset_node,sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,N,OSM,CG-OSINT-20260211-v2.0,2026-02-11
el_mago_de_las_fritas,El Mago de las Fritas,,(305) 266-8486,http://www.elmagodelasfritas.com/,5828 Southwest 8th Street,25.7632789,-80.290811,33144,Coral Gables,food_beverage,food_beverage/restaurant,$$,,,,,,,,0.60,Moderate,0.65,N,,,,asset_node,sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,N,OSM,CG-OSINT-20260211-v2.0,2026-02-11
el_rey_de_las_fritas,El Rey de las Fritas,,(305) 644-6054,https://www.elreydelasfritas.com/,1821 Southwest 8th Street,25.76579,-80.2251744,33135,Coral Gables,food_beverage,food_beverage/restaurant,$$,,,,,,,,0.60,Moderate,0.65,N,,,,asset_node,sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,N,OSM,CG-OSINT-20260211-v2.0,2026-02-11
elia_at_sebastians_caf,Elia At Sebastian's CafÃ©,,(305) 284-1934,https://newmanalumnicenter.miami.edu/about-2/sebastians-cafe/,6200 San Amaro Drive,25.7112525,-80.2835434,33146,Coral Gables,food_beverage,food_beverage/restaurant,$$,,,,,,,,0.60,Moderate,0.65,N,,,,asset_node,sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,N,OSM,CG-OSINT-20260211-v2.0,2026-02-11
emmy_squared_pizza,Emmy Squared Pizza,Ms. Nawal Alawamleh,(786) 607-3669,emmysquaredpizza.com,,,,,Coral Gables,food_beverage,Restaurants â€‘ Pizza,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
erba,Erba,Mr. Carmelo Pecoraro,(305) 712-7788,erbamiami.com,,,,,Coral Gables,food_beverage,Restaurants â€‘ Italian,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
faculty_club,Faculty Club,,,https://dineoncampus.com/miami/faculty-club,,25.7195742,-80.2786385,33146,University of Miami Area,food_beverage,food_beverage/fast_food,$$,,,,,,,,0.60,Moderate,0.55,N,,,,asset_node,geo:University of Miami Area; sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,N,OSM,CG-OSINT-20260211-v2.0,2026-02-11
five_guys,Five Guys,,(305) 740-5972,https://restaurants.fiveguys.com/1540-s-dixie-highway-(us-1),1540 South Dixie Highway,25.7087991,-80.2835942,33146,Sunset / South Gables,food_beverage,food_beverage/fast_food,$$,,,,,,,,0.60,Moderate,0.65,N,,,,asset_node,geo:Sunset / South Gables; sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,N,OSM,CG-OSINT-20260211-v2.0,2026-02-11
flemings_prime_steakhouse__wine_bar_coral_gables,Fleming's Prime Steakhouse & Wine Bar Coral Gables,Ms. Zoraida Mata,(305) 569-7995,flemingssteakhouse.com,,,,,Coral Gables,food_beverage,Restaurants â€‘ Steakhouse,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
focaccia_bistro,Focaccia Bistro,,,http://www.focacciabistro.com,3111 Grand Avenue,25.7282289,-80.2437628,33133,Douglas Road Corridor,food_beverage,food_beverage/restaurant,$$,,,,,,,,0.60,Moderate,0.55,N,,,,asset_node,geo:Douglas Road Corridor; sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,N,OSM,CG-OSINT-20260211-v2.0,2026-02-11
fogo_de_cho_coral_gables,Fogo de ChÃ£o Coral Gables,Ms. Miranda Johnson,(786) 297-8788,fogo.com,,,,,Coral Gables,food_beverage,Restaurants â€‘ Steakhouse,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
fontana_italian_biltmore_hotel_miami,Fontana Italian Biltmore Hotel Miami,,(305) 913-3189,https://www.biltmorehotel.com/dining/fontana/,1200 Anastasia Avenue,25.7405787,-80.278365,33134,Coral Gables,food_beverage,food_beverage/restaurant,$$$$,,,,,,,,0.60,Moderate,0.65,N,,,,asset_node,sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,N,OSM,CG-OSINT-20260211-v2.0,2026-02-11
fontana_ristorante,Fontana Ristorante,Mr. Pred Starcevic,(305) 913-3200,biltmorehotel.com/coralâ€‘gablesâ€‘dining/fontana,,,,,Coral Gables,food_beverage,Restaurants â€‘ Italian,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
francesco,Francesco,Ms. Cynthia Pinto,(305) 797-4039,,,,,,Coral Gables,food_beverage,Restaurants â€‘ Peruvian Italian Fusion,$$,,,,,,,,0.55,Moderate,0.55,N,,,,asset_node,sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
freddo_traditional_gelato,Freddo Traditional Gelato,Mr. Emiliano Deambrosi,(305) 342-9772,freddo.com,176 Giralda Avenue,25.7511908,-80.2582899,33134,Ponce de Leon Corridor,food_beverage,Restaurants â€‘ Ice Cream Shop,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,geo:Ponce de Leon Corridor; sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,Y,CGCC+OSM,CG-OSINT-20260211-v2.0,2026-02-11
frenchies_dinner,Frenchies Dinner,,,http://www.frenchiesdiner.com,2618 Galiano Street,25.7475145,-80.2567218,33134,Ponce de Leon Corridor,food_beverage,food_beverage/restaurant,$$,,,,,,,,0.60,Moderate,0.55,N,,,,asset_node,geo:Ponce de Leon Corridor; sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,N,OSM,CG-OSINT-20260211-v2.0,2026-02-11
fritz__franz_bierhaus,Fritz & Franz Bierhaus,,,https://www.bierhaus.cc/,60 Merrick Way,25.7508508,-80.2562045,33134,Miracle Mile,food_beverage,food_beverage/restaurant,$$$$,,,,,,,,0.60,Moderate,0.55,N,,,,asset_node,geo:Miracle Mile; sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,N,OSM,CG-OSINT-20260211-v2.0,2026-02-11
grazianos_gourmet,Graziano's Gourmet,Mr. Mario L. Graziano,(305) 460-0001,grazianosgroup.com,,,,,Coral Gables,food_beverage,Restaurants â€‘ Argentinian,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
grazianos_mercado_at_the_lifetime_building,Graziano's Mercado at The Lifetime Building,Ms. Melissa Graziano,(786) 633-3948,grazianosgroup.com,,,,,Coral Gables,food_beverage,Restaurants â€‘ Argentinian,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
grazianos_in_the_gables,Graziano's in the Gables,Mr. Leo Graziano,(305) 774-3599,grazianosgroup.com,,,,,Coral Gables,food_beverage,Restaurants â€‘ Argentinian,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
groovys_pizza__grill,Groovys Pizza & Grill,,(786) 536-6772,https://www.groovyspizzaandgrill.com/,2770 Southwest 27th Avenue,25.740882,-80.2381244,33133,Douglas Road Corridor,food_beverage,food_beverage/restaurant,$$,,,,,,,,0.60,Moderate,0.65,N,,,,asset_node,geo:Douglas Road Corridor; sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,N,OSM,CG-OSINT-20260211-v2.0,2026-02-11
hermanos_cantina_grill,Hermanos Cantina Grill,Mr. Fausto Faraldo,(305) 305-5514,hermanoscantinagrill.com,,,,,Coral Gables,food_beverage,Food & Beverage,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
hillstone_restaurant,Hillstone Restaurant,,(305) 529-0141,https://hillstonerestaurant.com/,201 Miracle Mile,25.7497841,-80.2588495,33134,Miracle Mile,food_beverage,food_beverage/restaurant,$$,,,,,,,,0.60,Moderate,0.65,N,,,,asset_node,geo:Miracle Mile; sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,N,OSM,CG-OSINT-20260211-v2.0,2026-02-11
jimmy_johns,Jimmy John's,,(305) 447-9900,https://locations.jimmyjohns.com/fl/coralgables/sandwiches-576.html,125 Miracle Mile,25.7498703,-80.2573107,33134,Miracle Mile,food_beverage,food_beverage/fast_food,$$,,,,,,,,0.60,Moderate,0.65,N,,,,asset_node,geo:Miracle Mile; sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,N,OSM+OSM,CG-OSINT-20260211-v2.0,2026-02-11
kfc,KFC,,,https://locations.kfc.com/fl/miami/2375-sw-8th-street,2375 Southwest 8th Street,25.7655249,-80.2343944,33135,Bird Road Corridor,food_beverage,food_beverage/fast_food,$$,,,,,,,,0.60,Moderate,0.55,N,,,,asset_node,geo:Bird Road Corridor; sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,N,OSM+OSM+OSM,CG-OSINT-20260211-v2.0,2026-02-11
kao_sushi__grill,Kao Sushi & Grill,,(786) 864-1212,https://www.kaosushigrill.com/location-contact/,127 Miracle Mile,25.7498679,-80.2573676,33134,Miracle Mile,food_beverage,food_beverage/restaurant,$$,,,,,,,,0.60,Moderate,0.65,N,,,,asset_node,geo:Miracle Mile; sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,N,OSM,CG-OSINT-20260211-v2.0,2026-02-11
keik_bakeshop,Keik Bakeshop,Mr. Andres Mendez,(305) 763-1543,keikbakeshop.com,,,,,Coral Gables,food_beverage,Restaurants,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
kitchen_57,Kitchen 57,Mr. Michael Altman,(786) 238-7179,kitchen57miami.com,,,,,Coral Gables,food_beverage,Restaurants,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
kojin_20,Kojin 2.0,Ms. Katherine Mederos,(786) 747-1404,kojin2.com,,,,,Coral Gables,food_beverage,Restaurants,$$,,,,,,,,0.55,Moderate,0.65,N,,,,asset_node,sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,Y,CGCC,CG-OSINT-20260211-v2.0,2026-02-11
la_carreta,La Carreta,,(305) 444-7501,http://lacarreta.com/locations/,3632 Southwest 8th Street,25.7645278,-80.253849,33135,Coral Gables,food_beverage,food_beverage/restaurant,$$,,,,,,,,0.60,Moderate,0.65,N,,,,asset_node,sector:food_beverage; network:CGCC_ecosystem,POS; reservation platforms; inventory mgmt; social media; delivery apps,Commercial rent pressure; franchise standardization; labor cost inflation; digital-first ordering,avg_rating_trend; review_velocity; reservation_fill_rate; CSI,Lease renewal risk; labor retention; health code compliance; review volatility,Chamber engagement for co-marketing; sentiment monitoring; reservation optimization,N,OSM,CG-OSINT-20260211-v2.0,2026-02-11
