business_name,phone,website,address,lat,lon,postcode,rating,review_count,category_raw,price,source
Ace Hardware Mint Hill,(704) 248-8296,http://www.acehardware.com/store-details/18832?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=18832,"6912 Matthews-Mint Hill Rd, Mint Hill, NC 28227",35.171466,-80.656509,28227,4.1,91,Hardware store,None,apify
Elgin Hardware and Paint,(803) 438-2001,https://www.doitbest.com/elgin-hardware-and-paint/,"2495 Main St, Elgin, SC 29045",34.1691603,-80.7939151,29045,5,10,Hardware store,None,apify
Windsor Hardware,(757) 242-6123,http://www.acehardware.com/store-details/19255?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=19255,"5 Joyner Ave, Windsor, VA 23487",36.8076667,-76.743576,23487,4.6,189,Hardware store,None,apify
Taylor's Do it Center,(757) 916-8720,https://doitbest.com/taylors-do-it-centers,"1767 S George Washington Mem Hwy, Gloucester Point, VA 23062",37.2598325,-76.4936677,23062,4.7,62,Hardware store,None,apify
Hampstead Hardware,(910) 270-3237,http://www.acehardware.com/store-details/11056?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=11056,"15597 US-17, Hampstead, NC 28443",34.377139,-77.701034,28443,4.5,367,Hardware store,None,apify
Rockingham Cooperative ACE Hardware - Troutville,(540) 992-1001,https://www.rockinghamcoop.com/troutville-ag-ace-hardware,"8649 Cloverdale Rd, Troutville, VA 24175",37.377079,-79.890025,24175,4.4,180,Hardware store,None,apify
Farmers Produce Co,(757) 562-3560,http://www.acehardware.com/store-details/02479?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=02479,"1100 Armory Dr Ste 101, Franklin, VA 23851",36.6732342,-76.940096,23851,4.4,150,Hardware store,None,apify
Cross Ace Hardware,(910) 378-1920,http://www.acehardware.com/store-details/18799?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=18799,"1050 Henderson Dr, Jacksonville, NC 28540",34.7815711,-77.4236,28540,4.4,119,Hardware store,None,apify
H W Little & Co Inc,(704) 694-2214,https://www.doitbest.com/h-w-little-hardware,"109 S Greene St, Wadesboro, NC 28170",34.9659506,-80.0766975,28170,4.7,94,Hardware store,None,apify
Reece's Building Supply,(540) 726-3562,https://www.doitbest.com/reeces,"2683 Virginia Ave, Narrows, VA 24124",37.334905,-80.802576,24124,4.7,131,Building materials supplier,None,apify
Hardware General True Value,(919) 642-3688,http://www.myhardwaregeneral.com/,"386 East St, Pittsboro, NC 27312",35.7193603,-79.170578,27312,4.6,80,Hardware store,None,apify
Lowe's Home Improvement,(803) 749-1272,https://www.lowes.com/store/SC-Columbia/0385?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-385-_-na-_-0-_-0&y_source=1_MTE4NDA3MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"390 Harbison Blvd, Columbia, SC 29212",34.08,-81.1509,29212,4.1,2394,Hardware store,None,apify
Community Hardware True Value,(919) 936-5161,https://www.truevalue.com/community-princeton/?utm_source=gbp&utm_medium=organic,"102 S Center St, Princeton, NC 27569",35.465357,-78.1598105,27569,4.6,99,Hardware store,None,apify
Sound Ace Hardware,(252) 354-4640,https://soundacehardware.com/,"300 Emerald Plantation Rd, Emerald Isle, NC 28594",34.6622534,-77.0486284,28594,4.7,399,Hardware store,None,apify
Coltrain Garden & Hardware,(252) 304-2153,https://www.coltrainhardware.com/,"524 Third St, Ayden, NC 28513",35.4710058,-77.4185646,28513,4.9,50,Hardware store,None,apify
Mobile Home Parts At National Hardware,(843) 665-1915,https://nationalhardware.doitbest.com/,"1607 E Palmetto St, Florence, SC 29506",34.1971087,-79.7443647,29506,4.5,71,Mobile home supply store,None,apify
Lowe's Home Improvement,(803) 324-3170,https://www.lowes.com/store/SC-Rock-Hill/0416?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-416-_-na-_-0-_-0&y_source=1_MTE4NDA1Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"1350 Springdale Rd, Rock Hill, SC 29730",34.9369,-80.9666,29730,4.1,2242,Hardware store,None,apify
Tightsqueeze Hardware Do It Best,(434) 432-2512,https://www.doitbest.com/tightsqueeze,"220 Tight Squeeze Rd, Chatham, VA 24531",36.788731,-79.396284,24531,4.4,83,Hardware store,None,apify
Burney True Value Hardware Of Seven Lakes,(910) 944-1516,https://www.burneyhardware.com/,"270 N Trade St, Seven Lakes, NC 27376",35.2678107,-79.5877785,27376,4.8,125,Hardware store,None,apify
Kenbridge Supply Co Inc,(434) 676-3555,http://www.acehardware.com/store-details/08793?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=08793,"311 S Broad St #846, Kenbridge, VA 23944",36.9604218,-78.12604,23944,4.7,131,Hardware store,None,apify
Mitchell Hardware,(252) 638-4261,http://mitchellhardwarenewbern.com/,"215 Craven St, New Bern, NC 28560",35.105415,-77.0388181,28560,4.9,699,Hardware store,None,apify
Ace Hardware,(252) 745-4111,http://www.acehardware.com/store-details/18918?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=18918,"13646 NC-55, Alliance, NC 28509",35.143801,-76.793892,28509,4.8,4,Hardware store,None,apify
Lanier Hardware & Rental,(910) 259-4825,http://doitbest.com/lanier-hardware-and-rental,"307 W Wilmington St, Burgaw, NC 28425",34.5498149,-77.9310984,28425,4.6,94,Hardware store,None,apify
The Home Depot,(803) 781-0877,https://www.homedepot.com/l/West-Columbia/SC/Columbia/29212/1112?emt=MSGoogleMaps,"5200 Fernandina Rd, Columbia, SC 29212",34.0761489,-81.1491605,29212,4.2,1747,Hardware store,None,apify
Down East Ace,(252) 631-2720,https://www.acehardware.com/store-details/18010,"4109 Dr. M.L.K. Jr Blvd, New Bern, NC 28562",35.0941227,-77.1193026,28562,4.4,192,Hardware store,None,apify
M L Lanier & Smith Ace,(910) 285-3413,http://www.acehardware.com/store-details/03468?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=03468,"4646 S North Carolina 50 Hwy, Chinquapin, NC 28521",34.7941963,-77.776283,28521,4.8,91,Hardware store,None,apify
Locust Ace Hardware,(704) 888-0093,http://www.acehardware.com/mystore/index.jsp?store=11978&cid=localstore11978,"217 Town Centre Dr, Locust, NC 28097",35.2592468,-80.4318618,28097,4.7,160,Hardware store,None,apify
Tractor Supply Co.,(803) 754-2857,https://www.tractorsupply.com/tsc/store_Columbia-SC-29203_1521,"256 Killian Rd, Columbia, SC 29203",34.13225,-80.9717191,29203,4.5,495,Hardware store,None,apify
Bladen Builders Supply,(910) 862-3177,https://www.doitbest.com/bladen-builders-supply,"1206 Swanzy St, Elizabethtown, NC 28337",34.6286315,-78.6194305,28337,4.6,92,Hardware store,None,apify
Tractor Supply Co.,(803) 749-2778,https://www.tractorsupply.com/tsc/store_Irmo-SC-29063_1365,"1003 Dutch Fork Rd, Irmo, SC 29063",34.1224343,-81.2151206,29063,4.4,420,Hardware store,None,apify
The Home Depot,(803) 736-1666,https://www.homedepot.com/l/East-Columbia/SC/Columbia/29223/1110?emt=MSGoogleMaps,"7701 Two Notch Rd, Columbia, SC 29223",34.0792159,-80.9454133,29223,4.3,1346,Hardware store,None,apify
Leland Ace Hardware,(910) 408-1200,http://www.lelandacehardware.com/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=15279,"117 B Village Rd NE, Leland, NC 28451",34.2327489,-77.9991472,28451,4.6,545,Hardware store,None,apify
Emporia Building Center,(434) 637-8099,https://www.doitbest.com/emporia-building-center/,"306a W Atlantic St, Emporia, VA 23847",36.6985807,-77.5420652,23847,4.8,32,Building materials supplier,None,apify
Lowe's Home Improvement,(803) 572-9000,https://www.lowes.com/store/SC-Camden/1751?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-1751-_-na-_-0-_-0&y_source=1_MTE4NDA2NC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"11 Bay Ln, Camden, SC 29020",34.248684,-80.643047,29020,4.3,1646,Hardware store,None,apify
Tractor Supply Co.,(843) 393-0200,https://www.tractorsupply.com/tsc/store_Darlington-SC-29532_2233,"1527 S Main St, Darlington, SC 29532",34.2802488,-79.8543866,29532,4.4,385,Hardware store,None,apify
Tractor Supply Co.,(843) 676-9950,https://www.tractorsupply.com/tsc/store_Florence-SC-29505_1141,"2590 S Irby St, Florence, SC 29505",34.14631,-79.7690704,29505,4.4,375,Hardware store,None,apify
Tractor Supply Co.,(803) 581-7800,https://www.tractorsupply.com/tsc/store_Chester-SC-29706_1743,"1839 J A Cochran Bypass, Chester, SC 29706",34.707671,-81.192959,29706,4.4,204,Hardware store,None,apify
Tractor Supply Co.,(843) 675-7000,https://www.tractorsupply.com/tsc/store_Pageland-SC-29728_2546,"211 E Cato St, Pageland, SC 29728",34.776537,-80.381304,29728,4.6,144,Hardware store,None,apify
Ace Hardware of Whiteville,(910) 642-2332,http://www.acehardware.com/store-details/19560?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=19560,"1210 S Madison St, Whiteville, NC 28472",34.3138789,-78.7086541,28472,3.8,4,Hardware store,None,apify
The Home Depot,(910) 790-0247,https://www.homedepot.com/l/Myrtle-Grove/NC/Wilmington/28412/3609?emt=MSGoogleMaps,"5511 Carolina Beach Rd, Wilmington, NC 28412",34.137379,-77.890899,28412,4.3,1111,Hardware store,None,apify
Lowe's Home Improvement,(910) 329-6952,https://www.lowes.com/store/NC-Hampstead/2256?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-2256-_-na-_-0-_-0&y_source=1_MTE4NDM1Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"106 Wilkes Ln, Hampstead, NC 28443",34.45228,-77.608523,28443,4.2,1626,Hardware store,None,apify
The Home Depot,(803) 419-9336,https://www.homedepot.com/l/Sandhills/SC/Columbia/29229/1109?emt=MSGoogleMaps,"285 Forum Dr, Columbia, SC 29229",34.1265534,-80.8723242,29229,4.1,1367,Hardware store,None,apify
Tractor Supply Co.,(803) 424-1901,https://www.tractorsupply.com/tsc/store_Camden-SC-29020_104,"1635 Springdale Dr, Camden, SC 29020",34.2520818,-80.6487141,29020,4.5,489,Hardware store,None,apify
Tractor Supply Co.,(803) 285-5145,https://www.tractorsupply.com/tsc/store_Lancaster-SC-29720_1306,"593 Lancaster Bypass E, Lancaster, SC 29720",34.730552,-80.7582188,29720,4.4,699,Hardware store,None,apify
Pleasants Hardware,(804) 275-7002,https://www.doitbest.com/pleasants-hardware/?utm_source=google&utm_medium=organic&utm_campaign=gmb_jeff_davis,"5140 Rte 1, Richmond, VA 23234",37.4524427,-77.4424159,23234,4.3,417,Hardware store,None,apify
Lowe's Home Improvement,(910) 410-0137,https://www.lowes.com/store/NC-Rockingham/1038?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-1038-_-na-_-0-_-0&y_source=1_MTE4NDM2MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"1300-A E Broad Ave, Rockingham, NC 28379",34.920916,-79.750138,28379,4.1,1525,Hardware store,None,apify
Tractor Supply Co.,(910) 291-0255,https://www.tractorsupply.com/tsc/store_Laurinburg-NC-28352_1576,"1690 S Main St, Laurinburg, NC 28352",34.751994,-79.477591,28352,4.3,302,Hardware store,None,apify
Lowe's Home Improvement,(910) 610-2365,https://www.lowes.com/store/NC-Laurinburg/2564?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-2564-_-na-_-0-_-0&y_source=1_MTE4NDM2NC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"910 US 401 By-Pass, Laurinburg, NC 28352",34.7616915,-79.479463,28352,4.2,1176,Hardware store,None,apify
Tractor Supply Co.,(843) 951-0018,https://www.tractorsupply.com/tsc/store_Hartsville-SC-29550_2722,"2169 W Bobo Newsom Hwy, Hartsville, SC 29550",34.3612366,-80.126749,29550,4.2,45,Hardware store,None,apify
Marshburn's Inc,(910) 285-3341,http://www.ace.marshburn.com/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=08235,"605 S Norwood St, Wallace, NC 28466",34.7286812,-77.9894125,28466,3.9,149,Hardware store,None,apify
Tractor Supply Co.,(910) 623-4995,https://www.tractorsupply.com/tsc/store_Castlehayne-NC-28429_2892,"3400 Castle Hayne Rd, Castle Hayne, NC 28429",34.3124016,-77.9213496,28429,3.9,42,Hardware store,None,apify
Lowe's Garden Center,(843) 292-0643,https://www.lowes.com/l/gardencenter.html?cm_mmc=YEXT-_-GC,"1701 Freedom Blvd, Florence, SC 29505",34.1591955,-79.7583927,29505,4,36,Garden center,None,apify
Lowe's Garden Center,(843) 339-2501,https://www.lowes.com/l/gardencenter.html?cm_mmc=YEXT-_-GC,"819 S Fourth St, Hartsville, SC 29550",34.3653104,-80.0636717,29550,4.2,98,Garden center,None,apify
Lowe's Garden Center,(843) 413-9276,https://www.lowes.com/l/gardencenter.html?cm_mmc=YEXT-_-GC,"2301 David H McLeod Blvd, Florence, SC 29501",34.1887324,-79.8183614,29501,4.4,95,Garden center,None,apify
Doc B's Restaurant,(786) 864-1220,https://docbsrestaurant.com/locations/coral-gables,"301 Miracle Mile, Coral Gables, FL 33134",25.7496233,-80.2608567,33134,4.7,2093,American restaurant,$20–30,apify
Bulla Gastrobar Coral Gables,(786) 810-6215,https://bullagastrobar.com/locations/coral-gables/,"2500 Ponce de Leon Blvd, Coral Gables, FL 33134",25.7485084,-80.2589087,33134,4.9,14851,Spanish restaurant,$30–90,apify
The Collab,(305) 667-6766,https://thecollabmiami.com/,"1350 S Dixie Hwy, Coral Gables, FL 33146",25.7126417,-80.2788127,33146,4.5,71,Restaurant,None,apify
La Rosa Gastrobar,(786) 870-5466,https://www.larosagastrobar.com/?y_source=1_MjAxNTc0NDk5Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"382 Miracle Mile, Coral Gables, FL 33134",25.7490594,-80.2622985,33134,4.9,1321,Restaurant,$30–90,apify
CVI.CHE 105 - Coral Gables,(786) 527-3939,https://www.ceviche105.com/,"111 Palermo Ave #108, Coral Gables, FL 33134",25.7458695,-80.2571171,33134,4.9,6776,Peruvian restaurant,$50–100,apify
MIKA Coral Gables,(305) 404-2200,http://mikacoralgables.com/,"3007 Ponce de Leon Blvd, Coral Gables, FL 33134",25.7443133,-80.2581085,33134,4.7,489,Restaurant,$100+,apify
Seasons 52,(305) 442-8552,https://www.seasons52.com/locations/fl/coral-gables/coral-gables/4509?cmpid=br:s52_ag:ie_ch:loc_ca:S52GMB_sn:gmb_gt:coral-gables-fl-4509_pl:locurl_rd:1008,"321 Miracle Mile, Coral Gables, FL 33134",25.74963,-80.2614,33134,4.6,2250,New American restaurant,$20–70,apify
Mamey Miami,(305) 266-2639,http://mameymiami.com/,"1350 S Dixie Hwy, Coral Gables, FL 33146",25.7121987,-80.2782746,33146,4.3,732,Restaurant,$50–100,apify
The Halal Shack,,https://www.thehalalshack.com/,"1350 Miller Dr, Coral Gables, FL 33146",25.71976,-80.2780359,33146,4.9,193,Halal restaurant,$10–20,apify
CRAFT Coral Gables,(786) 772-6932,https://www.craftmiami.us/,"127 Giralda Ave, Coral Gables, FL 33134",25.7515153,-80.2574189,33134,4.9,6822,Restaurant,$20–30,apify
Graziano's Restaurant Coral Gables,(305) 774-3599,https://www.grazianosgroup.com/,"394 Giralda Ave, Coral Gables, FL 33134",25.7508067,-80.262584,33134,4.6,2018,Argentinian restaurant,$50–100,apify
Salumeria 104 - Coral Gables,(786) 947-5342,https://www.salumeria104.com/,"117 Miracle Mile, Coral Gables, FL 33134",25.7498307,-80.2572384,33134,4.8,2654,Italian restaurant,$20–80,apify
Taipa Peruvian Restaurant- (Coral Gables-57 Ave),(305) 661-1462,http://www.taiparestaurants.com/,"5751 Bird Rd, Miami, FL 33155",25.7348653,-80.2877886,33155,4.8,692,Peruvian restaurant,$20–70,apify
Bistro Café,(305) 530-8193,https://instagram.com/bistrocaferest,"4155 Laguna St, Coral Gables, FL 33146",25.7333663,-80.2610329,33146,5,14098,Brunch restaurant,$20–40,apify
Motek Coral Gables,(305) 396-8547,http://www.motekcafe.com/,"45 Miracle Mile, Miami, FL 33134",25.7500425,-80.2558088,33134,4.9,7889,Restaurant,$50–100,apify
Beauty & The Butcher,(305) 665-9661,https://www.beautyandthebutchermiami.com/,"6915 Southwest 57th Avenue, S Red Rd, Coral Gables, FL 33143",25.7050306,-80.2851878,33143,4.9,3048,American restaurant,$100+,apify
Ventanas Restaurant Bar & Lounge,(786) 353-9460,,"3861 SW 40th St, Miami, FL 33146",25.7351729,-80.2575623,33146,4.9,15,Bar & grill,None,apify
Mottai Miami,(305) 454-2488,https://mottaimiami.com/,"The Plaza, 2881 Ponce de Leon Blvd, Coral Gables, FL 33134",25.7456875,-80.2581987,33134,4.7,112,Restaurant,$100+,apify
Luca Osteria,(305) 381-5097,http://www.lucamiami.com/,"116 Giralda Ave, Coral Gables, FL 33134",25.7512048,-80.2572007,33134,4.4,747,Italian restaurant,$50–100,apify
Villagio,(305) 447-8144,https://villagiorestaurants.com/,"Village of Merrick Park, 358 San Lorenzo Ave Suite 358, Coral Gables, FL 33146",25.7323414,-80.2607043,33146,4.2,1244,Italian restaurant,$30–50,apify
Dr. Belisa Guzman,(305) 446-9940,https://www.cgepmd.com/,"800 Douglas Rd Ste 125, Coral Gables, FL 33134",25.7640422,-80.2555048,33134,5,7,Doctor,None,apify
Baptist Health Doctors Hospital,(786) 308-3000,https://baptisthealth.net/locations/hospitals/doctors-hospital?utm_source=yext&utm_medium=google&utm_campaign=listing&y_source=1_MTIwNTAyMzUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"5000 University Dr, Coral Gables, FL 33146",25.7244915,-80.2747758,33146,4.8,3966,Hospital,None,apify
Primecare of Coral Gables,(305) 443-3001,http://www.primecarecg.com/,"370 Minorca Ave, Coral Gables, FL 33134",25.7532713,-80.2623776,33134,4.2,112,Doctor,None,apify
Baptist Health Primary Care | Coral Gables (Belmont Village),(786) 595-1200,https://baptisthealth.net/locations/primary-care/coral-gables-primary-care?y_source=1_MTAzMDcyNjAwNC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"4101 Salzedo St, Coral Gables, FL 33146",25.7338886,-80.2600722,33146,4.9,216,Internist,None,apify
Sanitas Medical Center,(844) 665-4827,https://www.mysanitas.com/en/fl/sanitas-south-miami,"1430 S Dixie Hwy Suites 101 - 102, Coral Gables, FL 33146",25.7102979,-80.281608,33146,4.6,38,Medical Center,None,apify
"Jenny C. Montes De Oca Pineda, MD - PrimeCare of Coral Gables",(305) 443-3001,http://www.primecare1.com/,"370 Minorca Ave, Coral Gables, FL 33134",25.7532983,-80.2623846,33134,4.6,32,Family practice physician,None,apify
"Jennifer Miranda, MD",(786) 227-6811,https://www.purehealthmiami.com/,"4100 Salzedo St Apt 4, Coral Gables, FL 33146",25.7335389,-80.2604277,33146,4.9,125,Internist,None,apify
PURE Executive Health & Wellness,(786) 227-6811,https://www.purehealthmiami.com/,"4100 Salzedo St Apt 4, Coral Gables, FL 33146",25.7339613,-80.2605549,33146,4.9,192,Medical clinic,None,apify
HealthMed Clinical Center Inc.,(786) 786-0658,http://www.health-medinc.com/,"3971 SW 8th St Ste 209, Coral Gables, FL 33134",25.7646387,-80.2611853,33134,4.7,13,Family practice physician,None,apify
"Patrick Elias, PA",(305) 689-5555,https://doctors.umiamihealth.org/provider/Patrick+Elias/728069,"5555 Ponce de Leon Blvd, Coral Gables, FL 33146",25.7134099,-80.2801291,33146,4.9,51,Doctor,None,apify
"Leunam J. Rodriguez, MD, LLC",(305) 663-0088,https://baptisthealth.net/doctors/primary-care/leunam-jesys-rodriguez/869929,"5000 University Dr #1100, Coral Gables, FL 33146",25.7242591,-80.2741844,33146,4.3,15,Internist,None,apify
"Dr. Ivan G. Carrasquilla-Escoto, MD",(305) 443-3001,http://www.primecare1.com/,"370 Minorca Ave, Coral Gables, FL 33134",25.7532747,-80.26241,33134,4.8,26,Family practice physician,None,apify
"Dr. Joaquin M. Jimenez De Cardenas, MD",(305) 444-6882,,"358 San Lorenzo Ave, Coral Gables, FL 33146",25.7314219,-80.2589309,33146,4.9,308,Pediatrician,None,apify
"Manuel Garcia-Frangie, M.D., P.A. Family Doctor",(305) 326-3343,,"135 San Lorenzo Ave Ste 560-B, Coral Gables, FL 33146",25.7318349,-80.2575068,33146,3.9,26,Family practice physician,None,apify
Gables Pediatrics,(305) 444-6882,https://www.toplinemd.com/gables-pediatrics/?utm_source=GMBlisting&utm_medium=organic,"358 San Lorenzo Ave #3230, Coral Gables, FL 33146",25.7314953,-80.2593235,33146,4.4,561,Pediatrician,None,apify
"Edgardo R. Reyes-Ayala, MD, LLC",(305) 663-0088,,"5000 University Dr #1100, Coral Gables, FL 33146",25.7242591,-80.2741844,33146,4.6,19,Geriatrician,None,apify
Erdmann Ernesto E MD,(305) 444-6882,http://www.gablespediatrics.com/,"358 San Lorenzo Ave #3230, Coral Gables, FL 33146",25.7313367,-80.2601405,33146,5,318,Pediatrician,None,apify
Miami Comprehensive Medicine Group,(305) 749-9888,https://miamedicine.com/,"345 Palermo Ave, Coral Gables, FL 33134",25.74555,-80.2614698,33134,4.6,9,Medical clinic,None,apify
Dr. Adam Rosen,(305) 443-3001,http://primecarecg.com/,"370 Minorca Ave Fl 2, Coral Gables, FL 33134",25.7532747,-80.26241,33134,4.7,9,Internist,None,apify
"Dr. Michelle M. Starke, MD",(305) 665-8188,https://www.toplinemd.com/the-center-for-gynecology-and-restorative-medicine/michelle-starke/,"135 San Lorenzo Ave Ste 550, Coral Gables, FL 33146",25.7319698,-80.2576751,33146,4.8,728,Gynecologist,None,apify
Bank of America Financial Center,(305) 446-2343,https://locators.bankofamerica.com/fl/coconutgrove/financial-centers-coconut-grove-13027.html?utm_source=GMBlisting&utm_medium=organic,"3211 Grand Ave, Coconut Grove, FL 33133",25.7281987,-80.2457887,33133,3.3,32,Bank,None,apify
Chase Bank,(786) 450-5500,https://www.chase.com/locator/banking/us/fl/miami/3015-grand-ave?jp_cmp=rb%2FLocalListings%2Faff%2Fbranch%2Fna&y_source=1_Mjc2OTEyMy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"3015 Grand Ave, Miami, FL 33133",25.7282,-80.2426,33133,4.4,37,Bank,None,apify
Grove Bank & Trust,(305) 858-6666,https://www.grovebankandtrust.com/,"2701 S Bayshore Dr, Miami, FL 33133",25.7287511,-80.2380127,33133,4.3,45,Bank,None,apify
Wells Fargo Bank,(305) 351-4237,https://locations.wellsfargo.com/fl/miami/3353-pan-american-dr?utm_campaign=Local_Listings&utm_source=Google&group=Community_Bank&loc=AC15847,"3353 Pan American Dr, Miami, FL 33133",25.7298126,-80.2357912,33133,3.2,24,Bank,None,apify
Regions Bank,(786) 637-6120,https://www.regions.com/locator/fl/coconut-grove/full-service-branch-3516-main-hwy?cid=localListing_google,"3516 Main Hwy, Coconut Grove, FL 33133",25.7255091,-80.2449454,33133,4.7,29,Bank,None,apify
Biscayne Bank,(305) 447-5050,,"2601 S Bayshore Dr #600, Coconut Grove, FL 33133",25.7327143,-80.2342866,33133,4.5,23,Bank,None,apify
Truist,(305) 702-4901,https://www.truist.com/branch/fl/miami/33133/3058-grand-ave,"3058 Grand Ave, Miami, FL 33133",25.7279209,-80.242843,33133,3.9,7,Bank,None,apify
First Citizens Bank,(305) 929-2800,https://locations.firstcitizens.com/fl/coconut-grove/2601-south-bayshore-drive,"2601 S Bayshore Dr Ste 101, Coconut Grove, FL 33133",25.7324906,-80.2341633,33133,3.3,7,Bank,None,apify
AHF Pharmacy - Coconut Grove,(305) 860-5509,https://ahfpharmacy.org/,"3661 S Miami Ave Suite 806, Miami, FL 33133",25.7406718,-80.2128676,33133,4.1,14,Pharmacy,None,apify
Coconut Grove Pharmacy,(305) 442-0211,https://coconutpharmacy.com/,"3001 SW 27th Ave #102, Miami, FL 33133",25.7351508,-80.2374652,33133,4.3,67,Pharmacy,None,apify
CVS Pharmacy,(305) 341-3854,https://www.cvs.com/store-locator/miami-fl-pharmacies/3349-pan-american-drive-miami-fl-33133/storeid=11413?WT.mc_id=LS_GOOGLE_RX_11413,"3349 Pan American Dr, Miami, FL 33133",25.7300237,-80.2357737,33133,3.1,25,Pharmacy,None,apify
CVS,(305) 341-3854,https://www.cvs.com/store-locator/miami-fl-pharmacies/3349-pan-american-drive-miami-fl-33133/storeid=11413?WT.mc_id=LS_GOOGLE_FS_11413,"3349 Pan American Dr, Miami, FL 33133",25.7300237,-80.2357737,33133,3,92,Drug store,None,apify
CVS Pharmacy,(305) 569-1162,https://www.cvs.com/store-locator/coconut-grove-fl-pharmacies/3215-grand-ave-coconut-grove-fl-33133/storeid=4994?WT.mc_id=LS_GOOGLE_RX_4994,"3215 Grand Ave, Coconut Grove, FL 33133",25.7281625,-80.2463299,33133,3.8,45,Pharmacy,None,apify
"Taruj, Inc. Bird Avenue Pharmacy",(305) 456-9542,https://www.tarujskincare.com/,"2829 Bird Ave Unit 4, Miami, FL 33133",25.7358782,-80.2391568,33133,4.9,18,Pharmacy,None,apify
University Pharmacy,(305) 448-6116,http://www.university-pharmacy.com/,"217 Valencia Ave, Coral Gables, FL 33134",25.7480492,-80.2591407,33134,4.5,88,Pharmacy,None,apify
CVS,(305) 569-1162,https://www.cvs.com/store-locator/coconut-grove-fl-pharmacies/3215-grand-ave-coconut-grove-fl-33133/storeid=4994?WT.mc_id=LS_GOOGLE_FS_4994,"3215 Grand Ave, Coconut Grove, FL 33133",25.7281625,-80.2463299,33133,3.1,172,Drug store,None,apify
CVS Pharmacy,(786) 861-2199,https://www.cvs.com/store-locator/miami-fl-pharmacies/2750-sw-27th-ter-ste-101-miami-fl-33133/storeid=17765?WT.mc_id=LS_GOOGLE_RX_17765,"2750 SW 27th Terrace Ste 101, Miami, FL 33133",25.7398189,-80.2396974,33133,4.7,7,Pharmacy,None,apify
Walgreens Pharmacy,(305) 446-5037,https://www.walgreens.com/locator/walgreens-3490+bird+rd-miami-fl-33133/id=10900,"3490 Bird Rd, Miami, FL 33133",25.7348741,-80.2500356,33133,2.7,38,Pharmacy,None,apify
1Family 1Health Pharmacy,(877) 203-7099,http://www.1family1health.com/,"2803 SW 27th Ave, Miami, FL 33133",25.7385148,-80.2375247,33133,4.6,54,Pharmacy,None,apify
Mercy Professional Pharmacy,(305) 285-2762,https://www.hcafloridahealthcare.com/locations/mercy-hospital/for-patients/retail-pharmacy,"3661 S Miami Ave #110, Miami, FL 33133",25.7406256,-80.2130297,33133,3.5,21,Pharmacy,None,apify
Regions Pharmacy,(305) 603-9924,http://www.regionspharmacy.net/,"1065 SW 27th Ave, Miami, FL 33135",25.7625352,-80.2385734,33135,4.6,26,Pharmacy,None,apify
Med-Source Pharmacy,(305) 854-7377,https://www.medsourcepharmacyrx.com/,"515 SW 17th Ave Ste 1, Miami, FL 33135",25.7681184,-80.2223063,33135,4.9,82,Pharmacy,None,apify
Farmacia Julia Discount #2,(305) 448-6523,http://farmaciajuliadiscount.com/,"3197 SW 18th St, Miami, FL 33145",25.7548843,-80.2464566,33145,4.4,103,Pharmacy,None,apify
Jorge's Pharmacy,(305) 856-1252,,"1701 Coral Wy, Miami, FL 33145",25.7510514,-80.2221338,33145,4.6,287,Pharmacy,None,apify
PriveCareRx,(305) 901-5747,https://privecarerx.com/,"2020 Ponce de Leon Blvd STE 105, Coral Gables, FL 33134",25.7539587,-80.2592953,33134,5,639,Pharmacy,None,apify
Rainbow Pharmacy 2,(305) 749-7000,http://rainbowpharmacyrx.com/,"257 Giralda Ave, Coral Gables, FL 33134",25.7512824,-80.2595245,33134,5,34,Pharmacy,None,apify
